counter,crms
13,1
22,1
27,1
34,1
35,1
39,1
40,1
42,1
43,1
45,1
69,1
79,1
85,1
86,1
88,1
90,1
100,1
101,1
155,1
156,1
157,1
184,1
208,1
234,1
301,1
302,1
319,1
320,1
329,1
337,1
338,1
346,1
347,1
402,1
404,1
405,1
406,1
626,1
628,1
630,1
649,1
650,1
762,1
774,1
775,1
794,1
820,1
885,1
886,1
888,1
896,1
899,1
908,1
912,1
913,1
914,1
919,1
934,1
937,1
938,1
941,1
949,1
950,1
953,1
1262,1
1353,1
1388,1
1389,1
1390,1
1393,1
1394,1
1395,1
1398,1
1400,1
1401,1
1402,1
1403,1
1405,1
1406,1
1407,1
1410,1
1411,1
1424,1
1534,1
1583,1
1586,1
1606,1
1610,1
1612,1
1613,1
1616,1
1633,1
1650,1
1661,1
1708,1
1742,1
1775,1
1776,1
1934,1
1943,1
1944,1
1947,1
1949,1
1952,1
1960,1
1967,1
1968,1
1971,1
1974,1
1975,1
1977,1
1979,1
1993,1
1994,1
2017,1
2018,1
2051,1
2052,1
2061,1
2065,1
2066,1
2080,1
2087,1
2102,1
2105,1
2126,1
2128,1
2138,1
2141,1
2144,1
2205,1
2207,1
2232,1
2239,1
2240,1
2242,1
2243,1
2244,1
2246,1
2261,1
2264,1
2283,1
2284,1
2288,1
2291,1
2297,1
2302,1
2487,1
2488,1
2543,1
2572,1
2573,1
2617,1
2626,1
2672,1
2683,1
2686,1
2691,1
2694,1
2695,1
2697,1
2698,1
2701,1
2705,1
2706,1
2709,1
2710,1
2712,1
2718,1
2726,1
2746,1
2762,1
2780,1
2799,1
2806,1
2812,1
2822,1
2823,1
2827,1
2837,1
2839,1
2843,1
2848,1
2852,1
2876,1
3010,1
3530,1
3542,1
3549,1
3554,1
3557,1
3564,1
3565,1
3590,1
3600,1
3601,1
3605,1
3633,1
3637,1
3638,1
3640,1
3653,1
3662,1
3672,1
3675,1
3676,1
3682,1
3687,1
3688,1
3695,1
3723,1
3778,1
3779,1
3807,1
4008,1
4015,1
4237,1
4300,1
4479,1
4573,1
4617,1
4618,1
4621,1
4631,1
4632,1
4633,1
4635,1
4636,1
4643,1
4741,1
4786,1
4798,1
4881,1
5043,1
5044,1
5046,1
5047,1
5048,1
5054,1
5057,1
5058,1
5062,1
5073,1
5090,1
5091,1
5100,1
5102,1
5105,1
5106,1
5109,1
5113,1
5114,1
5121,1
5137,1
5155,1
5159,1
5174,1
5175,1
5176,1
5246,1
5278,1
5288,1
5292,1
5293,1
5294,1
5307,1
5308,1
5310,1
5332,1
5336,1
5383,1
5387,1
5433,1
5435,1
5451,1
5460,1
5462,1
5479,1
5491,1
5492,1
5524,1
5563,1
5581,1
5618,1
5678,1
5773,1
5806,1
5823,1
5838,1
5839,1
5840,1
5843,1
5845,1
5847,1
5848,1
5850,1
5871,1
5872,1
5880,1
5883,1
5923,1
5925,1
5982,1
5983,1
6008,1
6010,1
6016,1
6067,1
6070,1
6071,1
6075,1
6108,1
6116,1
6117,1
6120,1
6132,1
6145,1
6172,1
6183,1
6184,1
6185,1
6191,1
6194,1
6195,1
6202,1
6210,1
6211,1
6216,1
6232,1
6235,1
6236,1
6239,1
6240,1
6246,1
6255,1
6256,1
6257,1
6258,1
6260,1
6272,1
6273,1
6274,1
6275,1
6281,1
6283,1
6287,1
6296,1
6304,1
6308,1
6310,1
6311,1
6312,1
6314,1
6315,1
6316,1
6317,1
6320,1
6321,1
6324,1
6326,1
6327,1
6329,1
6330,1
6340,1
6346,1
6347,1
6351,1
6354,1
6356,1
6360,1
6363,1
6366,1
6373,1
6401,1
6403,1
6406,1
6412,1
6414,1
6422,1
6423,1
6424,1
6497,1
6499,1
6502,1
6507,1
6528,1
6539,1
6540,1
6542,1
6543,1
6550,1
6553,1
6557,1
6558,1
6560,1
6564,1
6571,1
6577,1
6579,1
6585,1
6586,1
6589,1
6592,1
6732,1
6739,1
6766,1
6774,1
6776,1
6825,1
6851,1
6934,1
6952,1
6956,1
6965,1
6975,1
6992,1
6993,1
7094,1
7195,1
7268,1
7402,1
7450,1
7460,1
7462,1
7463,1
7466,1
7469,1
7470,1
7498,1
7516,1
7538,1
7540,1
7544,1
7546,1
7566,1
7572,1
7575,1
7585,1
7586,1
7587,1
7588,1
7612,1
7613,1
7614,1
7658,1
7661,1
7662,1
7675,1
7676,1
7677,1
7682,1
7683,1
7684,1
7695,1
7706,1
7707,1
7716,1
7739,1
7790,1
7791,1
7801,1
7814,1
7827,1
7831,1
7836,1
7856,1
7862,1
7872,1
8036,1
8037,1
8136,1
8196,1
8387,1
8398,1
8399,1
8406,1
8412,1
8413,1
8415,1
8417,1
8418,1
8419,1
8420,1
8421,1
8423,1
8465,1
8473,1
8834,1
9091,1
9096,1
9160,1
9165,1
9180,1
9278,1
9279,1
9312,1
9404,1
9407,1
9408,1
9416,1
9418,1
9423,1
9424,1
9425,1
9426,1
9433,1
9437,1
9455,1
9465,1
9466,1
9545,1
9561,1
9562,1
9564,1
9565,1
9633,1
9663,1
9664,1
9665,1
9698,1
9761,1
9762,1
9763,1
9784,1
9785,1
9787,1
9791,1
9792,1
9795,1
9798,1
9818,1
9819,1
9821,1
9822,1
9824,1
9825,1
9826,1
9827,1
9860,1
9877,1
9911,1
10178,1
10181,1
10182,1
10183,1
10184,1
10206,1
10231,1
10259,1
10260,1
10273,1
10274,1
10275,1
10284,1
10294,1
10299,1
10329,1
10376,1
10377,1
10378,1
10464,1
10466,1
10467,1
10470,1
10509,1
10572,1
10578,1
10580,1
