counter,crms
54,1
55,1
58,1
59,1
64,1
65,1
115,1
121,1
133,1
135,1
142,1
147,1
149,1
154,1
155,1
156,1
192,1
193,1
194,1
195,1
197,1
210,1
253,1
305,1
308,1
337,1
350,1
371,1
390,1
404,1
1012,1
1092,1
1097,1
1103,1
1152,1
1165,1
1179,1
1180,1
1187,1
1552,1
1556,1
1557,1
1565,1
1588,1
1635,1
1636,1
1637,1
1638,1
1640,1
1642,1
1644,1
1666,1
1668,1
1675,1
1680,1
1681,1
1682,1
1683,1
1687,1
1688,1
1743,1
1753,1
1755,1
1758,1
1759,1
1764,1
1772,1
1795,1
1797,1
1809,1
1818,1
1819,1
1829,1
1833,1
1835,1
1836,1
1839,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,1
1853,1
1854,1
1855,1
1856,1
1857,1
1859,1
1861,1
1865,1
1868,1
1872,1
1873,1
1878,1
1879,1
1880,1
1881,1
1885,1
1891,1
1893,1
1896,1
1900,1
1905,1
1906,1
1915,1
1916,1
1917,1
1940,1
2063,1
2074,1
2084,1
2325,1
2591,1
2803,1
2805,1
2806,1
2830,1
2834,1
2835,1
2836,1
2837,1
2838,1
2840,1
2841,1
2842,1
2851,1
2866,1
2912,1
2934,1
2935,1
2936,1
2940,1
2958,1
2962,1
2966,1
3041,1
3042,1
3050,1
3054,1
3061,1
3080,1
3088,1
3089,1
3097,1
3104,1
3119,1
3142,1
3143,1
3144,1
3151,1
3161,1
3167,1
3168,1
3172,1
3175,1
3176,1
3177,1
3189,1
3190,1
3264,1
3285,1
3287,1
3296,1
3297,1
3339,1
3362,1
3381,1
3382,1
3384,1
3390,1
3405,1
3406,1
3409,1
3410,1
3415,1
3475,1
3488,1
3521,1
3601,1
3614,1
3659,1
3693,1
3699,1
3727,1
3733,1
3742,1
3824,1
3831,1
3850,1
3853,1
3891,1
3903,1
3985,1
3986,1
4018,1
4098,1
4161,1
4172,1
4183,1
4184,1
4241,1
4245,1
4247,1
4251,1
4252,1
4254,1
4259,1
4279,1
4287,1
4288,1
4289,1
4317,1
4318,1
4321,1
4324,1
4325,1
4326,1
4329,1
4330,1
4348,1
4351,1
4363,1
4372,1
4373,1
4374,1
4377,1
4378,1
4388,1
4399,1
4415,1
4416,1
4417,1
4429,1
4430,1
4441,1
4446,1
4450,1
4454,1
4459,1
4464,1
4467,1
4469,1
4477,1
4480,1
4481,1
4493,1
4496,1
4498,1
4500,1
4502,1
4503,1
4504,1
4507,1
4509,1
4511,1
4512,1
4516,1
4520,1
4522,1
4523,1
4525,1
4526,1
4527,1
4535,1
4538,1
4541,1
4543,1
4546,1
4547,1
4559,1
4565,1
4572,1
