counter,crms
161,1
162,1
292,1
657,1
659,1
660,1
661,1
663,1
785,1
787,1
788,1
789,1
871,1
1079,1
1081,1
1488,1
1610,1
1682,1
2083,1
2760,1
2963,1
3060,1
3085,1
3309,1
3638,1
4088,1
4171,1
4172,1
4174,1
4175,1
4178,1
4180,1
4184,1
4246,1
4248,1
4251,1
4253,1
4320,1
4321,1
4333,1
4334,1
4454,1
4456,1
4564,1
4578,1
4587,1
4595,1
4600,1
4601,1
4602,1
4603,1
4604,1
4609,1
4610,1
4701,1
4703,1
4947,1
5273,1
5477,1
5905,1
5915,1
5946,1
5947,1
5963,1
5976,1
5983,1
5994,1
6005,1
6011,1
6044,1
6045,1
6046,1
6047,1
6048,1
6049,1
6052,1
6054,1
6057,1
6060,1
6061,1
6062,1
6063,1
6067,1
6079,1
6085,1
6086,1
6087,1
6088,1
6089,1
6090,1
6093,1
6100,1
6103,1
6226,1
6262,1
6264,1
6525,1
6528,1
6529,1
6532,1
6552,1
6651,1
6656,1
6793,1
6951,1
6957,1
6958,1
6960,1
6961,1
7085,1
7086,1
7087,1
7088,1
7089,1
7098,1
7123,1
7134,1
7160,1
7192,1
7194,1
