counter,crms
25,1
26,1
27,1
29,1
30,1
34,1
46,1
48,1
54,1
62,1
63,1
156,1
161,1
163,1
164,1
190,1
191,1
192,1
194,1
197,1
208,1
211,1
244,1
254,1
259,1
271,1
291,1
338,1
354,1
361,1
363,1
379,1
386,1
394,1
399,1
411,1
415,1
429,1
431,1
433,1
446,1
458,1
468,1
473,1
480,1
481,1
484,1
485,1
492,1
493,1
545,1
552,1
558,1
559,1
560,1
567,1
654,1
655,1
697,1
712,1
713,1
877,1
896,1
913,1
919,1
921,1
1025,1
1052,1
1237,1
1317,1
1321,1
1323,1
1326,1
1522,1
1523,1
1524,1
1525,1
1526,1
1528,1
1530,1
2185,1
2191,1
2222,1
2230,1
2231,1
2253,1
2278,1
2330,1
2354,1
2358,1
2360,1
2509,1
2516,1
2519,1
2522,1
2529,1
2536,1
2581,1
2584,1
2585,1
2598,1
2599,1
2608,1
2609,1
2652,1
2660,1
2663,1
2664,1
2672,1
2677,1
2678,1
2680,1
2681,1
2686,1
2687,1
2688,1
2689,1
2690,1
2693,1
2694,1
2696,1
2700,1
2703,1
2704,1
2705,1
2707,1
2708,1
2721,1
2723,1
2724,1
2725,1
2726,1
2741,1
2744,1
2778,1
2779,1
2797,1
2799,1
2802,1
2816,1
2852,1
2901,1
2912,1
2913,1
2968,1
3833,1
3835,1
4050,1
4051,1
4224,1
4518,1
4746,1
4747,1
4762,1
4764,1
4770,1
4771,1
4773,1
5189,1
5338,1
5340,1
5375,1
5376,1
5378,1
5382,1
5384,1
5385,1
5386,1
5389,1
5390,1
5392,1
5407,1
5408,1
5419,1
5471,1
5483,1
5484,1
5485,1
5486,1
5493,1
5559,1
5613,1
5630,1
5781,1
5836,1
5859,1
5866,1
5909,1
5933,1
5952,1
5955,1
5965,1
5968,1
5970,1
5977,1
5978,1
5981,1
5983,1
6023,1
6024,1
6026,1
6027,1
6038,1
6039,1
6040,1
6042,1
6043,1
6044,1
6059,1
6114,1
6117,1
6118,1
6119,1
6135,1
6136,1
6150,1
6170,1
6187,1
6189,1
6190,1
6193,1
6194,1
6201,1
6234,1
6294,1
6295,1
6296,1
6298,1
6299,1
6300,1
6305,1
6311,1
6344,1
6345,1
6346,1
6347,1
6348,1
6349,1
6350,1
6351,1
6361,1
6453,1
6455,1
6592,1
6635,1
6676,1
6680,1
6681,1
6683,1
6797,1
6872,1
6873,1
6878,1
6879,1
6966,1
6992,1
7005,1
7337,1
7340,1
7348,1
7350,1
7358,1
7364,1
7490,1
7522,1
7550,1
7568,1
7569,1
7570,1
7571,1
7815,1
7822,1
8016,1
8239,1
8248,1
8257,1
8284,1
8377,1
8380,1
8439,1
8447,1
8448,1
8451,1
8455,1
8462,1
8467,1
8484,1
8498,1
8499,1
8572,1
8610,1
8611,1
8612,1
8614,1
8616,1
8617,1
8623,1
8627,1
8628,1
8632,1
8633,1
8667,1
9147,1
9236,1
9240,1
9242,1
9248,1
9251,1
9265,1
9275,1
9300,1
9317,1
9318,1
9320,1
9332,1
9380,1
9404,1
9414,1
9416,1
9418,1
9422,1
10001,1
10040,1
10043,1
10141,1
10142,1
10143,1
10144,1
10145,1
10204,1
10205,1
10206,1
10207,1
10216,1
10222,1
10249,1
10271,1
10272,1
10302,1
10308,1
10315,1
10316,1
10329,1
10331,1
10332,1
10334,1
10337,1
10338,1
10339,1
10344,1
10351,1
10352,1
10372,1
10377,1
10382,1
10384,1
10388,1
10390,1
10393,1
10394,1
10401,1
10403,1
10405,1
10433,1
10435,1
10440,1
10474,1
10485,1
10493,1
10541,1
10680,1
10699,1
10700,1
10715,1
10740,1
10752,1
10776,1
10777,1
10788,1
10819,1
10825,1
10828,1
10838,1
10893,1
10897,1
10898,1
10899,1
10912,1
10945,1
10958,1
10973,1
10992,1
10999,1
11000,1
11273,1
11501,1
11575,1
11626,1
11627,1
11628,1
11629,1
11630,1
11631,1
11632,1
11633,1
11634,1
11635,1
11637,1
11639,1
11640,1
11641,1
11655,1
11659,1
11660,1
11664,1
11665,1
11666,1
11671,1
11673,1
11676,1
11680,1
11681,1
11682,1
11687,1
11696,1
11698,1
11705,1
11718,1
11719,1
11720,1
11724,1
11725,1
11726,1
11727,1
11764,1
11767,1
11768,1
11769,1
11777,1
11778,1
11783,1
11785,1
11786,1
11798,1
11832,1
11862,1
11881,1
11888,1
11904,1
11909,1
11910,1
11912,1
11916,1
11918,1
11939,1
11960,1
12006,1
12053,1
12054,1
12055,1
12059,1
12075,1
12077,1
12078,1
12097,1
12101,1
12122,1
12169,1
12170,1
12171,1
12208,1
12241,1
12282,1
12319,1
12323,1
12324,1
12392,1
12395,1
12399,1
12403,1
12409,1
12415,1
12425,1
12426,1
12430,1
12431,1
12434,1
12435,1
12436,1
12440,1
12441,1
12444,1
12445,1
12446,1
12454,1
12456,1
12468,1
12486,1
12492,1
12495,1
12499,1
12500,1
12502,1
12503,1
12504,1
12510,1
12511,1
12513,1
12519,1
12523,1
12526,1
12533,1
12534,1
12535,1
12538,1
12539,1
12540,1
12541,1
12547,1
12550,1
12554,1
12559,1
12562,1
12563,1
12566,1
12572,1
12585,1
12622,1
12624,1
12668,1
12721,1
12756,1
12757,1
12760,1
12877,1
12885,1
12934,1
13028,1
13030,1
13035,1
13036,1
13053,1
13087,1
13119,1
13120,1
13121,1
13166,1
13173,1
13174,1
13190,1
13195,1
13210,1
13279,1
13341,1
13346,1
13414,1
13415,1
13434,1
13479,1
13488,1
13504,1
13509,1
13513,1
13553,1
13592,1
13593,1
13624,1
13877,1
13977,1
13979,1
14020,1
14085,1
14086,1
14087,1
14293,1
14347,1
14379,1
14380,1
14438,1
14487,1
14499,1
14500,1
14621,1
14641,1
14644,1
14668,1
14669,1
14671,1
14681,1
14685,1
14691,1
14696,1
14731,1
14733,1
14736,1
14755,1
14757,1
14759,1
14760,1
14794,1
14810,1
14852,1
