counter,crms
10,1
237,1
238,1
368,1
679,1
704,1
727,1
729,1
1036,1
1037,1
1142,1
1186,1
1403,1
1423,1
1461,1
1490,1
2098,1
2144,1
2151,1
2440,1
2488,1
2661,1
3103,1
3116,1
3656,1
3817,1
3818,1
3929,1
3931,1
3997,1
4005,1
4070,1
4103,1
4104,1
4139,1
4349,1
4353,1
4439,1
4445,1
4468,1
4516,1
4522,1
4523,1
4560,1
4793,1
4797,1
4799,1
4802,1
4803,1
4804,1
4924,1
4970,1
4972,1
4979,1
4985,1
4986,1
4987,1
4989,1
4994,1
5011,1
5102,1
5138,1
5143,1
5144,1
5153,1
5190,1
5191,1
5192,1
5197,1
5201,1
5209,1
5222,1
5223,1
5230,1
5254,1
5306,1
5323,1
5436,1
5463,1
5531,1
5533,1
5560,1
5667,1
5668,1
5889,1
5893,1
5896,1
5924,1
5927,1
5931,1
6044,1
6045,1
6122,1
6226,1
6299,1
6371,1
6528,1
6539,1
6612,1
6864,1
