counter,crms
751,1
781,1
899,1
900,1
1066,1
1482,1
1579,1
1650,1
1889,1
2003,1
2006,1
2022,1
2310,1
2509,1
2510,1
2523,1
2534,1
2535,1
2542,1
2624,1
2627,1
2628,1
3950,1
4566,1
4583,1
4594,1
4604,1
4630,1
4634,1
4668,1
4669,1
4674,1
4822,1
4824,1
4825,1
4828,1
4829,1
4831,1
4833,1
4834,1
4835,1
4885,1
5090,1
5098,1
5099,1
5117,1
5301,1
5406,1
5413,1
5486,1
5488,1
5509,1
5745,1
5778,1
5779,1
5785,1
5786,1
5973,1
5974,1
6056,1
6062,1
6065,1
6066,1
6074,1
6077,1
6080,1
6081,1
6083,1
6084,1
6085,1
6092,1
6093,1
6095,1
6116,1
6118,1
6132,1
6133,1
6137,1
6139,1
6149,1
6151,1
6153,1
6154,1
6165,1
6168,1
6170,1
6171,1
6173,1
6175,1
6185,1
6193,1
6205,1
6212,1
6218,1
6221,1
6222,1
6226,1
6230,1
6232,1
6235,1
6244,1
6257,1
6271,1
6272,1
6297,1
6298,1
6302,1
6303,1
6307,1
6309,1
6310,1
6316,1
6321,1
6324,1
6327,1
6330,1
6331,1
6332,1
6336,1
6348,1
6349,1
6485,1
6664,1
6760,1
6893,1
6900,1
6910,1
6915,1
6926,1
6932,1
6937,1
6939,1
6940,1
7022,1
7060,1
7344,1
7368,1
7371,1
7372,1
7374,1
7376,1
7379,1
7380,1
7383,1
7391,1
7393,1
7394,1
7395,1
7396,1
7397,1
7398,1
7399,1
7400,1
7401,1
7402,1
7404,1
7406,1
7409,1
7410,1
7411,1
7412,1
7413,1
7414,1
7415,1
7416,1
7417,1
7418,1
7425,1
7426,1
7427,1
7429,1
7430,1
7434,1
7435,1
7436,1
7437,1
7439,1
7440,1
7442,1
7443,1
7444,1
7445,1
7446,1
7448,1
7449,1
7451,1
7452,1
7453,1
7459,1
7460,1
7462,1
7465,1
7466,1
7467,1
7468,1
7471,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,1
7479,1
7481,1
7483,1
7484,1
7485,1
7486,1
7487,1
7503,1
7504,1
7507,1
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7515,1
7516,1
7517,1
7521,1
7524,1
7525,1
7526,1
7527,1
7528,1
7529,1
7530,1
7531,1
7532,1
7534,1
7536,1
7537,1
7538,1
7542,1
7545,1
7546,1
7547,1
7548,1
7549,1
7550,1
7551,1
7555,1
7556,1
7561,1
7563,1
7564,1
7565,1
7567,1
7568,1
7569,1
7570,1
7573,1
7574,1
7575,1
7576,1
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7584,1
7585,1
7586,1
7588,1
7589,1
7590,1
7591,1
7592,1
7593,1
7594,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7604,1
7608,1
7609,1
7610,1
7611,1
7612,1
7613,1
7614,1
7615,1
7616,1
7617,1
7618,1
7619,1
7620,1
7621,1
7623,1
7624,1
7625,1
7626,1
7627,1
7628,1
7629,1
7630,1
7631,1
7633,1
7634,1
7639,1
7640,1
7641,1
7644,1
7645,1
7646,1
7647,1
7652,1
7655,1
7657,1
7658,1
7795,1
7939,1
7947,1
7968,1
8166,1
8177,1
8327,1
8563,1
