counter,crms
198,1
440,1
613,1
615,1
616,1
891,1
1203,1
1204,1
1271,1
1446,1
1447,1
1450,1
1451,1
1453,1
1543,1
1554,1
1804,1
1848,1
1872,1
1876,1
1992,1
2260,1
2554,1
2686,1
2745,1
2746,1
3172,1
3212,1
3420,1
3423,1
3424,1
3580,1
3800,1
3801,1
3803,1
4111,1
4117,1
4125,1
4238,1
4346,1
4392,1
4402,1
4403,1
4404,1
4443,1
4446,1
4522,1
4529,1
4531,1
4629,1
4630,1
4771,1
4988,1
5096,1
5097,1
5098,1
5229,1
5382,1
5402,1
5403,1
5404,1
5449,1
5451,1
5685,1
5985,1
5986,1
5987,1
6031,1
6085,1
6104,1
6354,1
6355,1
6357,1
6358,1
6359,1
6360,1
6617,1
6692,1
6732,1
6733,1
6802,1
7056,1
7094,1
7120,1
7122,1
7131,1
7177,1
7181,1
7211,1
7224,1
7225,1
7236,1
7241,1
7335,1
7336,1
7344,1
7581,1
7633,1
7664,1
7854,1
7857,1
7858,1
7867,1
7980,1
7981,1
7999,1
8013,1
8069,1
8440,1
8441,1
8454,1
8483,1
8487,1
