counter,crms
70,1
73,1
74,1
190,1
277,1
643,1
1032,1
1033,1
1038,1
1039,1
1040,1
1061,1
1064,1
1065,1
1066,1
1071,1
1268,1
1522,1
1523,1
1774,1
1792,1
1802,1
1806,1
1809,1
1813,1
1823,1
1826,1
2002,1
2420,1
2755,1
2756,1
2909,1
2910,1
2948,1
3095,1
3096,1
3098,1
3184,1
3317,1
3366,1
3367,1
3550,1
3551,1
3860,1
4259,1
4262,1
4300,1
4301,1
4327,1
4481,1
4799,1
4801,1
4804,1
4805,1
4861,1
4871,1
4872,1
4877,1
4878,1
4879,1
5016,1
5488,1
5947,1
6050,1
6066,1
6108,1
6283,1
6288,1
6295,1
6296,1
6302,1
6303,1
6547,1
6609,1
6616,1
6618,1
6754,1
6820,1
6825,1
6846,1
6847,1
6875,1
6888,1
6989,1
7158,1
