counter,crms
107,1
148,1
301,1
302,1
313,1
591,1
608,1
609,1
610,1
612,1
614,1
617,1
620,1
623,1
626,1
629,1
631,1
632,1
638,1
641,1
647,1
733,1
734,1
736,1
746,1
748,1
753,1
754,1
755,1
1339,1
1342,1
1344,1
1345,1
1347,1
1377,1
1396,1
1488,1
1493,1
1494,1
1507,1
1559,1
1563,1
1565,1
1566,1
1567,1
1579,1
1596,1
1603,1
1629,1
1630,1
1636,1
1642,1
1643,1
1644,1
1646,1
1662,1
1664,1
1677,1
1734,1
1738,1
1747,1
1748,1
1749,1
1780,1
1781,1
1788,1
1789,1
1798,1
1799,1
1801,1
1802,1
1803,1
1807,1
1809,1
1810,1
1813,1
1975,1
1984,1
1985,1
1986,1
1987,1
1988,1
1992,1
1993,1
1994,1
1999,1
2000,1
2058,1
2059,1
2061,1
2138,1
2192,1
2197,1
2198,1
2211,1
2213,1
2217,1
2221,1
2274,1
2298,1
2310,1
2329,1
2330,1
2331,1
2332,1
2335,1
2336,1
2337,1
2343,1
2347,1
2360,1
2361,1
2368,1
2376,1
2377,1
2382,1
2402,1
2404,1
2405,1
2407,1
2408,1
2413,1
2418,1
2431,1
2435,1
2447,1
2456,1
2487,1
2491,1
2492,1
2504,1
2617,1
2643,1
2649,1
2679,1
2875,1
2914,1
3004,1
3017,1
3022,1
3036,1
3037,1
3054,1
3057,1
3065,1
3070,1
3081,1
3082,1
3084,1
3092,1
3102,1
3104,1
3108,1
3114,1
3115,1
3122,1
3123,1
3134,1
3146,1
3148,1
3170,1
3172,1
3174,1
3192,1
3217,1
3228,1
3235,1
3237,1
3242,1
3249,1
3259,1
3263,1
3266,1
3273,1
3276,1
3277,1
3280,1
3291,1
3292,1
3293,1
3294,1
3325,1
3338,1
3351,1
3355,1
3357,1
3360,1
3362,1
3364,1
3365,1
3366,1
3369,1
3380,1
3383,1
3389,1
3417,1
3419,1
3480,1
3482,1
3483,1
3550,1
3551,1
3552,1
3565,1
3566,1
3572,1
3573,1
3583,1
3586,1
3596,1
3601,1
3604,1
3608,1
3632,1
3650,1
3661,1
3681,1
3693,1
3696,1
3697,1
3702,1
3707,1
3775,1
3803,1
3959,1
3960,1
3961,1
3962,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3972,1
3978,1
3979,1
3981,1
3982,1
3983,1
3985,1
3987,1
3988,1
3989,1
3990,1
3994,1
3996,1
3998,1
3999,1
4000,1
4002,1
4003,1
4004,1
4005,1
4006,1
4009,1
