counter,crms
0,1
1,1
126,1
128,1
129,1
133,1
134,1
171,1
216,1
217,1
218,1
282,1
283,1
379,1
544,1
933,1
1146,1
1240,1
1242,1
1243,1
1571,1
1572,1
1573,1
1619,1
1625,1
1626,1
1791,1
1893,1
1894,1
1895,1
2068,1
2209,1
2210,1
2212,1
2214,1
2254,1
2294,1
2310,1
2385,1
2386,1
2387,1
2762,1
2763,1
2764,1
2767,1
2773,1
2779,1
3012,1
3091,1
3134,1
3135,1
3136,1
3138,1
3142,1
3144,1
3145,1
3184,1
3192,1
3403,1
3435,1
3471,1
3474,1
3475,1
3476,1
3497,1
3498,1
3506,1
3524,1
3530,1
3532,1
3533,1
3534,1
3556,1
3557,1
3772,1
3962,1
3970,1
4212,1
4213,1
