counter,crnv
4,1
5,1
74,1
75,1
78,1
82,1
83,1
93,1
103,1
107,1
112,1
113,1
114,1
128,1
138,1
158,1
160,1
201,1
203,1
204,1
222,1
226,1
227,1
234,1
241,1
246,1
248,1
250,1
251,1
254,1
258,1
262,1
263,1
266,1
267,1
269,1
287,1
305,1
313,1
315,1
317,1
323,1
325,1
329,1
331,1
355,1
360,1
377,1
378,1
379,1
389,1
392,1
394,1
395,1
397,1
398,1
507,1
509,1
522,1
523,1
527,1
528,1
533,1
565,1
566,1
599,1
603,1
610,1
613,1
614,1
615,1
620,1
621,1
628,1
652,1
669,1
670,1
671,1
674,1
731,1
852,1
854,1
860,1
864,1
867,1
870,1
871,1
873,1
874,1
876,1
877,1
878,1
879,1
880,1
884,1
886,1
887,1
888,1
906,1
907,1
908,1
912,1
914,1
915,1
916,1
919,1
920,1
925,1
927,1
928,1
929,1
930,1
931,1
932,1
939,1
942,1
946,1
948,1
953,1
960,1
961,1
965,1
971,1
973,1
977,1
978,1
979,1
981,1
985,1
987,1
990,1
1000,1
1003,1
1018,1
1021,1
1025,1
1026,1
1027,1
1038,1
1039,1
1043,1
1045,1
1052,1
1053,1
1054,1
1066,1
1068,1
1106,1
1120,1
1123,1
1125,1
1128,1
1130,1
1133,1
1134,1
1136,1
1138,1
1143,1
1149,1
1155,1
1158,1
1163,1
1174,1
1216,1
1233,1
1234,1
1240,1
1248,1
1261,1
1301,1
1302,1
1361,1
1363,1
1364,1
1365,1
1366,1
1371,1
1373,1
1374,1
1375,1
1376,1
1377,1
1379,1
1390,1
1399,1
1404,1
1428,1
1431,1
1446,1
1457,1
1474,1
1490,1
1493,1
1497,1
1507,1
1512,1
1513,1
1514,1
1522,1
1525,1
1526,1
1542,1
1559,1
1565,1
1569,1
1570,1
1571,1
1575,1
1579,1
1601,1
1606,1
1628,1
1631,1
1646,1
1652,1
1653,1
1675,1
1688,1
1692,1
1693,1
1695,1
1709,1
1710,1
1717,1
1736,1
1742,1
1771,1
1772,1
1774,1
1775,1
1784,1
1791,1
1794,1
1799,1
1802,1
1803,1
1808,1
1811,1
1818,1
1822,1
1824,1
1827,1
1830,1
1838,1
1841,1
1842,1
1844,1
1856,1
1858,1
1863,1
1871,1
1878,1
1881,1
1886,1
1891,1
1902,1
1916,1
1922,1
1923,1
1924,1
1927,1
1934,1
1937,1
1940,1
1941,1
1943,1
1944,1
1947,1
1950,1
1958,1
1960,1
1965,1
1966,1
1972,1
1977,1
1978,1
1979,1
1981,1
1986,1
2002,1
2008,1
2103,1
2107,1
2108,1
2109,1
2144,1
2150,1
2153,1
2239,1
2240,1
2244,1
2327,1
2329,1
2330,1
2346,1
2347,1
2349,1
2350,1
2352,1
2353,1
2354,1
2356,1
2357,1
2358,1
2361,1
2367,1
2369,1
2370,1
2372,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
