counter,crnv
13,1
21,1
22,1
34,1
36,1
42,1
45,1
90,1
91,1
92,1
101,1
109,1
116,1
120,1
134,1
151,1
155,1
168,1
177,1
178,1
182,1
257,1
278,1
315,1
319,1
336,1
337,1
338,1
342,1
344,1
345,1
347,1
354,1
381,1
382,1
387,1
388,1
392,1
393,1
434,1
449,1
457,1
485,1
487,1
510,1
515,1
517,1
520,1
531,1
533,1
534,1
535,1
536,1
537,1
539,1
540,1
552,1
563,1
566,1
567,1
602,1
604,1
655,1
658,1
679,1
680,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
700,1
701,1
720,1
743,1
774,1
784,1
786,1
798,1
808,1
814,1
816,1
840,1
841,1
844,1
846,1
847,1
850,1
858,1
865,1
869,1
870,1
871,1
872,1
873,1
875,1
876,1
879,1
887,1
889,1
890,1
902,1
903,1
911,1
923,1
924,1
938,1
965,1
966,1
967,1
970,1
998,1
1001,1
1002,1
1004,1
1033,1
1034,1
1035,1
1040,1
1044,1
1051,1
1057,1
1076,1
1086,1
1089,1
1090,1
1092,1
1096,1
1104,1
1135,1
1146,1
1147,1
1152,1
1153,1
1156,1
1157,1
1158,1
1160,1
1163,1
1164,1
1166,1
1167,1
1169,1
1171,1
1186,1
1191,1
1198,1
1201,1
1202,1
1206,1
1207,1
1236,1
1241,1
1248,1
1257,1
1259,1
1262,1
1280,1
1295,1
1301,1
1306,1
1316,1
1317,1
1320,1
1386,1
1402,1
1425,1
1431,1
1434,1
1443,1
1459,1
1526,1
1527,1
1539,1
1541,1
1554,1
1615,1
1617,1
1620,1
1623,1
1625,1
1684,1
1687,1
1689,1
1695,1
1707,1
1723,1
1724,1
1751,1
1752,1
1753,1
1755,1
1764,1
1769,1
1776,1
1791,1
1792,1
1793,1
1794,1
1796,1
1805,1
1819,1
1820,1
1823,1
1868,1
1878,1
1881,1
1921,1
1928,1
1929,1
1930,1
1945,1
1956,1
1966,1
2005,1
2009,1
2016,1
2018,1
2027,1
2032,1
2054,1
2072,1
2075,1
2080,1
2083,1
2098,1
2102,1
2177,1
2236,1
2237,1
2248,1
2250,1
2251,1
2257,1
2262,1
2265,1
2301,1
2441,1
2450,1
2451,1
2452,1
2458,1
2463,1
2464,1
2467,1
2469,1
2515,1
2519,1
2520,1
2526,1
2528,1
2530,1
2531,1
2534,1
2539,1
2540,1
2549,1
2567,1
2570,1
2572,1
2581,1
2595,1
2603,1
2614,1
2637,1
2677,1
2697,1
2730,1
2733,1
2838,1
2942,1
2962,1
3106,1
3199,1
3215,1
3711,1
3740,1
3742,1
3762,1
3767,1
3768,1
3790,1
3791,1
3792,1
3818,1
3819,1
3879,1
3943,1
4024,1
4041,1
4043,1
4051,1
4063,1
4064,1
4065,1
4068,1
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4078,1
4083,1
4141,1
4142,1
4148,1
4259,1
4260,1
4269,1
4279,1
4280,1
4281,1
4282,1
4436,1
4445,1
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4595,1
4596,1
4603,1
4605,1
4606,1
4607,1
4609,1
4610,1
4615,1
4616,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,1
4635,1
4637,1
4638,1
4651,1
4652,1
4653,1
4654,1
4655,1
4656,1
4671,1
4673,1
4719,1
4782,1
4800,1
4864,1
4878,1
4888,1
4890,1
4934,1
4944,1
4949,1
4950,1
4952,1
4958,1
4961,1
4962,1
4979,1
4988,1
4992,1
5014,1
5017,1
5034,1
5041,1
5056,1
5059,1
5069,1
5072,1
5073,1
5076,1
5078,1
5086,1
5094,1
5097,1
5124,1
5130,1
5132,1
5135,1
5151,1
5156,1
5184,1
5194,1
5208,1
5209,1
5211,1
5220,1
5227,1
5232,1
5250,1
5258,1
5262,1
5266,1
5267,1
5274,1
5276,1
5283,1
5287,1
5342,1
5352,1
5395,1
5430,1
5461,1
5468,1
5471,1
5474,1
5490,1
5497,1
5509,1
5512,1
5518,1
5545,1
5553,1
5575,1
5579,1
5595,1
5596,1
5613,1
5614,1
5621,1
5622,1
5631,1
5646,1
5650,1
5660,1
5664,1
5673,1
5694,1
5702,1
5747,1
5754,1
5756,1
5762,1
5788,1
5801,1
5820,1
5825,1
5853,1
5887,1
5899,1
5939,1
5940,1
5942,1
5980,1
5981,1
5983,1
5985,1
5990,1
5992,1
5994,1
5997,1
5998,1
5999,1
6007,1
6015,1
6017,1
6018,1
6020,1
6025,1
6026,1
6030,1
6033,1
6035,1
6037,1
6038,1
6039,1
6055,1
6060,1
6087,1
6091,1
6095,1
6098,1
6105,1
6121,1
6181,1
6204,1
6206,1
6224,1
6225,1
6258,1
6283,1
6294,1
