counter,crnv
0,1
3,1
8,1
13,1
28,1
30,1
31,1
33,1
34,1
35,1
37,1
38,1
40,1
43,1
47,1
56,1
62,1
78,1
79,1
80,1
81,1
83,1
84,1
85,1
86,1
87,1
89,1
92,1
97,1
98,1
99,1
100,1
101,1
102,1
105,1
117,1
118,1
121,1
122,1
130,1
131,1
132,1
135,1
140,1
144,1
150,1
159,1
160,1
161,1
163,1
164,1
167,1
176,1
180,1
187,1
200,1
201,1
204,1
205,1
206,1
207,1
209,1
210,1
211,1
212,1
213,1
235,1
236,1
243,1
247,1
250,1
283,1
284,1
294,1
302,1
303,1
304,1
317,1
318,1
320,1
321,1
329,1
345,1
346,1
347,1
348,1
349,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
361,1
362,1
363,1
364,1
365,1
370,1
376,1
387,1
395,1
400,1
401,1
402,1
404,1
408,1
415,1
416,1
418,1
419,1
429,1
431,1
434,1
435,1
436,1
443,1
448,1
450,1
457,1
459,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
483,1
488,1
489,1
490,1
493,1
496,1
497,1
500,1
502,1
509,1
513,1
514,1
515,1
516,1
517,1
518,1
520,1
521,1
522,1
526,1
528,1
534,1
535,1
536,1
539,1
546,1
552,1
554,1
555,1
561,1
567,1
568,1
572,1
574,1
577,1
578,1
585,1
589,1
598,1
599,1
620,1
621,1
622,1
623,1
624,1
625,1
627,1
632,1
635,1
636,1
637,1
638,1
639,1
640,1
646,1
652,1
653,1
659,1
660,1
661,1
662,1
666,1
680,1
681,1
683,1
684,1
692,1
694,1
698,1
702,1
708,1
709,1
710,1
713,1
717,1
719,1
720,1
730,1
732,1
735,1
737,1
746,1
749,1
750,1
751,1
752,1
754,1
755,1
756,1
757,1
758,1
760,1
762,1
764,1
765,1
773,1
774,1
794,1
795,1
799,1
800,1
801,1
802,1
803,1
804,1
812,1
813,1
818,1
820,1
824,1
826,1
831,1
837,1
838,1
839,1
840,1
841,1
845,1
850,1
873,1
875,1
876,1
878,1
884,1
897,1
909,1
910,1
911,1
923,1
924,1
929,1
933,1
935,1
936,1
937,1
939,1
943,1
944,1
945,1
946,1
949,1
951,1
953,1
954,1
960,1
961,1
963,1
967,1
973,1
974,1
981,1
983,1
984,1
1001,1
1003,1
1004,1
1006,1
1008,1
1019,1
1020,1
1021,1
1027,1
1035,1
1053,1
1054,1
1055,1
1073,1
1074,1
1081,1
1083,1
1088,1
1089,1
1090,1
1091,1
1093,1
1094,1
1095,1
1096,1
1097,1
1106,1
1115,1
1117,1
1122,1
1127,1
1128,1
1129,1
1130,1
1131,1
1133,1
1136,1
1137,1
1138,1
1139,1
1140,1
1168,1
1175,1
1176,1
1177,1
1186,1
1189,1
1207,1
1217,1
1219,1
1220,1
1227,1
1232,1
1235,1
1242,1
1259,1
1265,1
1266,1
1267,1
1277,1
1284,1
1286,1
1288,1
1291,1
1292,1
1307,1
1308,1
1312,1
1319,1
1321,1
1322,1
1323,1
1328,1
1329,1
1330,1
1339,1
1340,1
1346,1
1349,1
1350,1
1351,1
1354,1
1355,1
1365,1
1366,1
1367,1
1369,1
1373,1
1382,1
1383,1
1384,1
1385,1
1386,1
1405,1
1410,1
1419,1
1420,1
1422,1
1423,1
1424,1
1427,1
1434,1
1438,1
1458,1
1463,1
1471,1
1476,1
1480,1
1482,1
1484,1
1493,1
1495,1
1496,1
1502,1
1506,1
1516,1
1522,1
1523,1
1524,1
1526,1
1530,1
1531,1
1536,1
1574,1
1576,1
1577,1
1579,1
1585,1
1600,1
1601,1
1605,1
1620,1
1621,1
1625,1
1627,1
1628,1
1631,1
1635,1
1636,1
1638,1
1642,1
1643,1
1645,1
1646,1
1650,1
1652,1
1657,1
1658,1
1660,1
1663,1
1666,1
1667,1
1669,1
1670,1
1671,1
1672,1
1674,1
1675,1
