counter,crnv
7,1
8,1
12,1
20,1
21,1
22,1
24,1
26,1
32,1
78,1
79,1
81,1
97,1
101,1
107,1
108,1
109,1
111,1
112,1
119,1
127,1
139,1
143,1
164,1
169,1
170,1
171,1
174,1
177,1
179,1
182,1
186,1
198,1
203,1
211,1
218,1
240,1
242,1
245,1
246,1
247,1
251,1
253,1
254,1
255,1
256,1
257,1
291,1
293,1
310,1
312,1
313,1
325,1
327,1
328,1
329,1
332,1
333,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
346,1
348,1
349,1
352,1
358,1
359,1
382,1
396,1
397,1
398,1
402,1
403,1
406,1
414,1
422,1
423,1
424,1
425,1
431,1
443,1
444,1
447,1
449,1
455,1
456,1
457,1
468,1
470,1
506,1
512,1
514,1
516,1
519,1
522,1
523,1
524,1
531,1
536,1
538,1
542,1
544,1
545,1
548,1
550,1
552,1
554,1
556,1
561,1
562,1
565,1
568,1
574,1
575,1
578,1
581,1
582,1
594,1
596,1
599,1
607,1
610,1
611,1
612,1
613,1
616,1
628,1
629,1
631,1
632,1
634,1
637,1
638,1
640,1
641,1
642,1
643,1
644,1
647,1
653,1
677,1
688,1
739,1
740,1
742,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
768,1
776,1
783,1
787,1
794,1
802,1
803,1
804,1
807,1
812,1
813,1
815,1
820,1
832,1
851,1
852,1
853,1
855,1
859,1
864,1
865,1
866,1
867,1
908,1
911,1
913,1
922,1
931,1
952,1
955,1
956,1
961,1
965,1
966,1
967,1
973,1
976,1
977,1
991,1
995,1
996,1
997,1
1000,1
1001,1
1026,1
1053,1
1058,1
1071,1
1074,1
1079,1
1088,1
1102,1
1104,1
1105,1
1110,1
1111,1
1116,1
1133,1
1137,1
1147,1
1149,1
1158,1
1160,1
1163,1
1169,1
1175,1
1188,1
1200,1
1203,1
1206,1
1209,1
1215,1
1221,1
1223,1
1224,1
1225,1
1228,1
1229,1
1230,1
1231,1
1237,1
1244,1
1250,1
1251,1
1252,1
1268,1
1270,1
1271,1
1272,1
1280,1
1283,1
1284,1
1286,1
1293,1
1299,1
1300,1
1301,1
1302,1
1303,1
1307,1
1309,1
1312,1
1313,1
1314,1
1315,1
1317,1
1323,1
1334,1
1339,1
1340,1
1342,1
1343,1
1344,1
1345,1
1347,1
1358,1
1369,1
1370,1
1373,1
1375,1
1376,1
1377,1
1378,1
1379,1
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1398,1
1399,1
1427,1
1439,1
1440,1
1448,1
1449,1
1451,1
1465,1
1466,1
1472,1
1474,1
1475,1
1479,1
1488,1
1494,1
1497,1
1501,1
1506,1
1513,1
1515,1
1522,1
1523,1
1524,1
1530,1
1553,1
1555,1
1557,1
1559,1
1561,1
1563,1
1564,1
1575,1
1585,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1600,1
1609,1
1611,1
1615,1
1616,1
1621,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1643,1
1644,1
1645,1
1648,1
1651,1
1652,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1699,1
1706,1
1719,1
1721,1
1722,1
1724,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1746,1
1747,1
1753,1
1761,1
1762,1
1763,1
1783,1
1791,1
1793,1
1794,1
1795,1
1797,1
1804,1
1805,1
1814,1
1822,1
1823,1
1832,1
1836,1
1837,1
1838,1
1839,1
1849,1
1852,1
1856,1
1857,1
1861,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1870,1
1877,1
1878,1
1892,1
1895,1
1897,1
1902,1
1911,1
1915,1
1917,1
1922,1
1923,1
1924,1
1926,1
1927,1
1928,1
1929,1
1934,1
1939,1
1948,1
1951,1
1952,1
1956,1
1962,1
1966,1
1972,1
1976,1
1979,1
1981,1
1986,1
1989,1
1990,1
1991,1
1993,1
1994,1
1995,1
1996,1
2001,1
2011,1
2017,1
2019,1
2020,1
2022,1
2028,1
2030,1
2031,1
2033,1
2036,1
2037,1
2040,1
2043,1
2044,1
2046,1
2049,1
2050,1
2051,1
2054,1
2055,1
2068,1
2072,1
2074,1
2085,1
2100,1
2108,1
2112,1
2117,1
2118,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2133,1
2154,1
2155,1
2156,1
2161,1
2162,1
2165,1
2166,1
2171,1
2172,1
2173,1
2177,1
2178,1
2179,1
2184,1
2186,1
2190,1
2191,1
2192,1
2198,1
2199,1
2200,1
2220,1
2223,1
2227,1
2232,1
2233,1
2240,1
2257,1
2259,1
2261,1
2263,1
2272,1
2274,1
2278,1
2280,1
2281,1
2285,1
2286,1
2303,1
2306,1
2308,1
2311,1
2312,1
2318,1
2319,1
2323,1
2324,1
2329,1
2331,1
2332,1
2342,1
2343,1
2344,1
2348,1
2355,1
2360,1
2366,1
2368,1
2371,1
2373,1
2374,1
2375,1
2376,1
2381,1
2400,1
2401,1
2405,1
2406,1
2407,1
2414,1
2446,1
2453,1
2455,1
2457,1
2460,1
2462,1
2469,1
2482,1
2483,1
2495,1
2502,1
2503,1
2504,1
2508,1
2512,1
2513,1
2516,1
2521,1
2530,1
2531,1
2536,1
2549,1
2550,1
2562,1
2564,1
2565,1
2569,1
2573,1
2586,1
2587,1
2588,1
2590,1
2597,1
2603,1
2604,1
2605,1
2609,1
2610,1
2619,1
2629,1
2630,1
2631,1
2633,1
2634,1
2636,1
2638,1
2640,1
2641,1
2669,1
2670,1
2682,1
2700,1
2701,1
2703,1
2704,1
2708,1
2712,1
2714,1
2721,1
2722,1
2727,1
2739,1
2754,1
2758,1
2773,1
2775,1
2776,1
2777,1
2778,1
2788,1
2797,1
2799,1
2801,1
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2818,1
2822,1
2836,1
2839,1
2840,1
2841,1
2846,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2859,1
2863,1
2869,1
2870,1
2873,1
2874,1
2875,1
2877,1
2878,1
2886,1
2890,1
2910,1
2916,1
2951,1
2952,1
2958,1
2971,1
2972,1
2973,1
2977,1
2979,1
2992,1
2995,1
2996,1
2997,1
3007,1
3035,1
3042,1
3049,1
3050,1
3052,1
3055,1
3065,1
3073,1
3081,1
3083,1
3087,1
3088,1
3090,1
3091,1
3094,1
3105,1
3112,1
3118,1
3122,1
3126,1
3127,1
3131,1
3134,1
3135,1
3136,1
3139,1
3146,1
3159,1
3160,1
3161,1
3166,1
3167,1
3168,1
3170,1
3171,1
3175,1
3196,1
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3224,1
3229,1
3241,1
3242,1
3245,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3255,1
3256,1
3264,1
3267,1
3268,1
3275,1
3282,1
3283,1
3285,1
3286,1
3288,1
3290,1
3292,1
3293,1
3294,1
3295,1
3297,1
3298,1
3301,1
3309,1
3336,1
3337,1
3339,1
3340,1
3341,1
3342,1
3343,1
3345,1
3349,1
3353,1
3355,1
3368,1
3374,1
3375,1
3384,1
3402,1
3409,1
3410,1
3411,1
3412,1
3415,1
3420,1
3422,1
3425,1
3427,1
3432,1
3436,1
3438,1
3441,1
3445,1
3455,1
3456,1
3462,1
3464,1
3466,1
3470,1
3472,1
3474,1
3479,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3493,1
3497,1
3499,1
3501,1
3508,1
3509,1
3511,1
3518,1
3522,1
3526,1
3528,1
3529,1
3530,1
3541,1
3544,1
3546,1
3560,1
3561,1
3574,1
3575,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3611,1
3613,1
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3626,1
3627,1
3628,1
3630,1
3631,1
3641,1
3642,1
3645,1
3646,1
3648,1
3653,1
3666,1
3669,1
3670,1
3673,1
3709,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3740,1
3748,1
3760,1
3767,1
3771,1
3777,1
3778,1
3782,1
3788,1
3802,1
3825,1
3832,1
3834,1
3855,1
3857,1
3872,1
3873,1
3874,1
3875,1
3876,1
3877,1
3878,1
3889,1
3890,1
3894,1
3897,1
3898,1
3900,1
3901,1
3905,1
3915,1
3918,1
3933,1
3934,1
3954,1
3955,1
3962,1
3963,1
3964,1
3966,1
3969,1
3970,1
3972,1
3973,1
3974,1
3977,1
3981,1
3984,1
4000,1
4013,1
4014,1
4015,1
4020,1
4021,1
4022,1
4023,1
4024,1
4031,1
4036,1
4037,1
4044,1
4045,1
4048,1
4054,1
4055,1
4061,1
4072,1
4074,1
4075,1
4076,1
4077,1
4079,1
4084,1
4088,1
4094,1
4095,1
4096,1
4098,1
4099,1
4115,1
4125,1
4130,1
4131,1
4148,1
4150,1
4152,1
4153,1
4156,1
4159,1
4160,1
4162,1
4164,1
4168,1
4170,1
4171,1
4178,1
4179,1
4187,1
4190,1
4192,1
4193,1
4198,1
4199,1
4202,1
4211,1
4215,1
4216,1
4219,1
4223,1
4224,1
4227,1
4228,1
4229,1
4232,1
4234,1
4235,1
4241,1
4243,1
4245,1
4246,1
4247,1
4252,1
4256,1
4261,1
4264,1
4268,1
4276,1
4278,1
4282,1
4293,1
4294,1
4298,1
4300,1
4309,1
4310,1
4331,1
4340,1
4344,1
4357,1
4369,1
4378,1
4384,1
4385,1
4386,1
4391,1
4393,1
4394,1
4395,1
4397,1
4399,1
4410,1
4413,1
4418,1
4422,1
4424,1
4425,1
4426,1
4427,1
4436,1
4437,1
4450,1
4451,1
