counter,crnv
0,1
1,1
2,1
3,1
4,1
5,1
9,1
17,1
19,1
20,1
29,1
30,1
31,1
44,1
47,1
50,1
51,1
54,1
65,1
70,1
81,1
82,1
89,1
91,1
92,1
93,1
94,1
95,1
105,1
110,1
111,1
112,1
116,1
117,1
118,1
121,1
141,1
145,1
146,1
147,1
153,1
160,1
167,1
170,1
175,1
178,1
179,1
181,1
182,1
189,1
191,1
192,1
193,1
194,1
195,1
197,1
198,1
200,1
201,1
205,1
206,1
233,1
243,1
267,1
268,1
279,1
280,1
287,1
288,1
290,1
297,1
302,1
305,1
307,1
308,1
309,1
311,1
314,1
315,1
327,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
350,1
351,1
352,1
353,1
356,1
365,1
367,1
368,1
370,1
373,1
374,1
375,1
376,1
378,1
393,1
394,1
395,1
396,1
397,1
398,1
405,1
416,1
430,1
434,1
435,1
437,1
439,1
445,1
446,1
447,1
448,1
449,1
451,1
459,1
461,1
462,1
467,1
468,1
469,1
470,1
471,1
475,1
485,1
488,1
490,1
491,1
492,1
493,1
495,1
503,1
504,1
505,1
506,1
508,1
510,1
512,1
515,1
521,1
522,1
526,1
546,1
547,1
560,1
564,1
605,1
614,1
615,1
620,1
623,1
624,1
629,1
630,1
639,1
641,1
649,1
659,1
660,1
662,1
664,1
665,1
666,1
667,1
668,1
672,1
673,1
674,1
676,1
677,1
678,1
681,1
683,1
684,1
685,1
686,1
690,1
691,1
696,1
697,1
699,1
701,1
702,1
703,1
704,1
705,1
710,1
712,1
716,1
723,1
753,1
755,1
756,1
757,1
758,1
760,1
768,1
782,1
789,1
790,1
793,1
798,1
807,1
811,1
816,1
817,1
818,1
820,1
821,1
822,1
824,1
825,1
828,1
829,1
831,1
832,1
834,1
843,1
845,1
847,1
848,1
866,1
883,1
886,1
895,1
896,1
899,1
900,1
901,1
902,1
903,1
911,1
924,1
926,1
927,1
930,1
934,1
952,1
953,1
957,1
960,1
961,1
963,1
977,1
978,1
1007,1
1042,1
1066,1
1095,1
1096,1
1097,1
1102,1
1111,1
1121,1
1123,1
1126,1
1131,1
1136,1
1152,1
1153,1
1165,1
1181,1
1186,1
1204,1
1233,1
1251,1
1253,1
1268,1
1270,1
1272,1
1273,1
1274,1
1294,1
1316,1
1331,1
1343,1
1344,1
1347,1
1352,1
1353,1
1358,1
1359,1
1364,1
1365,1
1366,1
1368,1
1370,1
1372,1
1375,1
1383,1
1387,1
1388,1
1389,1
1391,1
1421,1
1430,1
1434,1
1446,1
1462,1
1463,1
1464,1
1474,1
1478,1
1480,1
1493,1
1499,1
1503,1
1505,1
1509,1
1511,1
1512,1
1513,1
1518,1
1519,1
1520,1
1521,1
1523,1
1525,1
1529,1
1534,1
1538,1
1539,1
1545,1
1546,1
1548,1
1549,1
1553,1
1554,1
1556,1
1558,1
1559,1
1561,1
1562,1
1563,1
1565,1
1569,1
1573,1
1584,1
1585,1
1588,1
1589,1
1590,1
1598,1
1602,1
1607,1
1622,1
1647,1
1648,1
1649,1
1656,1
1662,1
1663,1
1664,1
1676,1
1678,1
1679,1
1684,1
1685,1
1693,1
1698,1
1699,1
1700,1
1710,1
1711,1
1731,1
1732,1
1746,1
1758,1
1768,1
1775,1
1776,1
1777,1
1778,1
1784,1
1787,1
1791,1
1797,1
1798,1
1799,1
1804,1
1806,1
1807,1
1819,1
1830,1
1834,1
1866,1
1867,1
1868,1
1879,1
1881,1
1882,1
1900,1
1904,1
1916,1
1917,1
1919,1
1920,1
1921,1
1922,1
1930,1
1950,1
1952,1
1959,1
1964,1
1974,1
1978,1
1980,1
1982,1
1984,1
1988,1
2004,1
2005,1
2013,1
2014,1
2016,1
2020,1
2026,1
2027,1
2028,1
2029,1
2033,1
2036,1
2041,1
2043,1
2044,1
2047,1
2051,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2077,1
2085,1
2131,1
2132,1
2133,1
2137,1
2139,1
2141,1
2142,1
2143,1
2144,1
2145,1
2151,1
2157,1
2158,1
2177,1
2180,1
2187,1
2190,1
2191,1
2202,1
2203,1
2209,1
2213,1
2214,1
2215,1
2216,1
2236,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2261,1
2264,1
2272,1
2273,1
2275,1
2279,1
2283,1
2288,1
2289,1
2303,1
2321,1
2329,1
2336,1
2337,1
2338,1
2341,1
2342,1
2345,1
2346,1
2351,1
2353,1
2365,1
2370,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2383,1
2384,1
2386,1
2394,1
2396,1
2401,1
2419,1
2420,1
2422,1
2440,1
2441,1
2451,1
2452,1
2458,1
2463,1
2465,1
2468,1
2469,1
2470,1
2471,1
2485,1
2487,1
2496,1
2527,1
2528,1
2532,1
2534,1
2537,1
2545,1
2547,1
2548,1
2552,1
2553,1
2557,1
2583,1
2584,1
2589,1
2596,1
2601,1
2602,1
2630,1
2635,1
2641,1
2644,1
2645,1
2647,1
2650,1
2651,1
2664,1
2666,1
2670,1
2671,1
2673,1
2675,1
2697,1
2700,1
2701,1
2702,1
2704,1
2706,1
2723,1
2734,1
2745,1
2751,1
2753,1
2766,1
2767,1
2768,1
2775,1
2778,1
2779,1
2783,1
2787,1
2788,1
2797,1
2799,1
2800,1
2811,1
2813,1
2815,1
2817,1
2820,1
2821,1
2823,1
2838,1
2839,1
2845,1
2863,1
2864,1
2870,1
2871,1
2875,1
2877,1
2878,1
2879,1
2899,1
2901,1
2906,1
2916,1
2930,1
2935,1
2945,1
2950,1
2957,1
2964,1
2966,1
2973,1
2976,1
3003,1
3006,1
3007,1
3008,1
3011,1
3020,1
3025,1
3029,1
3033,1
3035,1
3056,1
3076,1
3077,1
3078,1
3079,1
3093,1
3097,1
3103,1
3105,1
3107,1
3108,1
3109,1
3111,1
3119,1
3131,1
3132,1
3147,1
3152,1
3173,1
3176,1
3180,1
3188,1
3190,1
3191,1
3202,1
3210,1
3238,1
3248,1
3254,1
3255,1
3260,1
3267,1
3280,1
3281,1
3285,1
3295,1
3298,1
3300,1
3301,1
3303,1
3305,1
3308,1
3315,1
3317,1
3333,1
3334,1
3335,1
3339,1
3347,1
3351,1
3355,1
3357,1
3358,1
3359,1
3366,1
3383,1
3395,1
3398,1
3399,1
3400,1
3401,1
3403,1
3404,1
3405,1
3413,1
3414,1
3415,1
3420,1
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,1
3432,1
3433,1
3434,1
