counter,crnv
13,1
16,1
18,1
26,1
27,1
30,1
32,1
33,1
34,1
35,1
36,1
38,1
40,1
41,1
43,1
45,1
46,1
47,1
48,1
50,1
53,1
61,1
62,1
65,1
67,1
70,1
71,1
75,1
76,1
79,1
83,1
93,1
98,1
106,1
107,1
117,1
118,1
141,1
144,1
146,1
151,1
152,1
154,1
156,1
162,1
163,1
182,1
186,1
201,1
205,1
207,1
208,1
223,1
225,1
230,1
241,1
242,1
245,1
246,1
252,1
253,1
255,1
256,1
259,1
263,1
265,1
271,1
280,1
281,1
283,1
284,1
285,1
290,1
309,1
311,1
319,1
324,1
327,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
348,1
349,1
350,1
351,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
368,1
369,1
376,1
380,1
386,1
393,1
394,1
395,1
400,1
402,1
403,1
404,1
405,1
406,1
411,1
423,1
432,1
445,1
460,1
461,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
478,1
489,1
491,1
500,1
501,1
518,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
534,1
536,1
562,1
563,1
567,1
568,1
571,1
576,1
578,1
587,1
588,1
594,1
609,1
611,1
612,1
613,1
614,1
619,1
640,1
644,1
647,1
648,1
649,1
655,1
659,1
662,1
664,1
665,1
666,1
667,1
669,1
676,1
677,1
678,1
679,1
681,1
682,1
684,1
686,1
687,1
688,1
693,1
696,1
697,1
700,1
705,1
713,1
714,1
715,1
717,1
727,1
729,1
736,1
740,1
741,1
746,1
749,1
755,1
758,1
760,1
763,1
764,1
765,1
766,1
767,1
768,1
820,1
822,1
828,1
829,1
833,1
840,1
841,1
846,1
847,1
857,1
858,1
863,1
876,1
877,1
888,1
892,1
893,1
894,1
896,1
898,1
901,1
909,1
911,1
913,1
915,1
916,1
917,1
947,1
949,1
950,1
951,1
952,1
954,1
955,1
956,1
958,1
959,1
961,1
962,1
963,1
966,1
967,1
968,1
971,1
973,1
975,1
976,1
978,1
982,1
987,1
999,1
1003,1
1004,1
1012,1
1014,1
1015,1
1016,1
1017,1
1030,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1079,1
1081,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1100,1
1111,1
1127,1
1129,1
1130,1
1132,1
1139,1
1145,1
1148,1
1155,1
1157,1
1158,1
1185,1
1187,1
1192,1
1193,1
1194,1
1213,1
1220,1
1231,1
1232,1
1236,1
1245,1
1246,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1283,1
1284,1
1287,1
1288,1
1298,1
1299,1
1301,1
1303,1
1304,1
1307,1
1311,1
1336,1
1339,1
1340,1
1341,1
1342,1
1344,1
1345,1
1346,1
1347,1
1348,1
1351,1
1353,1
1357,1
1361,1
1365,1
1370,1
1377,1
1378,1
1383,1
1399,1
1400,1
1414,1
1415,1
1417,1
1437,1
1483,1
1485,1
1492,1
1495,1
1499,1
1504,1
1511,1
1512,1
1513,1
1523,1
1539,1
1546,1
1547,1
1548,1
1550,1
1551,1
1554,1
1555,1
1556,1
1562,1
1567,1
1572,1
1577,1
1590,1
1598,1
1600,1
1618,1
1619,1
1621,1
1622,1
1623,1
1625,1
1626,1
1628,1
1632,1
1633,1
1634,1
1640,1
1642,1
1643,1
1646,1
1653,1
1655,1
1663,1
1665,1
1667,1
1668,1
1670,1
1679,1
1682,1
1683,1
1684,1
1685,1
1687,1
1688,1
1693,1
1698,1
1700,1
1706,1
1708,1
1711,1
1712,1
1713,1
1714,1
1724,1
1725,1
1739,1
1742,1
1760,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1801,1
1807,1
1809,1
1810,1
1813,1
1814,1
1816,1
1817,1
1818,1
1820,1
1822,1
1844,1
1845,1
1846,1
1847,1
1862,1
1863,1
1864,1
1865,1
1869,1
1876,1
1880,1
1881,1
1882,1
1886,1
1888,1
1890,1
1892,1
1893,1
1894,1
1895,1
1899,1
1900,1
1901,1
1903,1
1905,1
1906,1
1908,1
1910,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1921,1
1924,1
1926,1
1927,1
1929,1
1930,1
1931,1
1933,1
1934,1
1935,1
1936,1
1938,1
1939,1
1946,1
1948,1
1949,1
1951,1
1952,1
1954,1
1956,1
1960,1
1961,1
1964,1
1966,1
1968,1
1970,1
1976,1
1979,1
1981,1
1982,1
1986,1
1988,1
1989,1
1990,1
1992,1
1994,1
1995,1
1997,1
1998,1
2001,1
2002,1
2004,1
2007,1
2010,1
2015,1
2017,1
2020,1
2021,1
2030,1
2038,1
2039,1
2040,1
2041,1
2043,1
2049,1
2052,1
2055,1
2056,1
2057,1
2063,1
2064,1
2066,1
2068,1
2087,1
2089,1
2090,1
2095,1
2099,1
2106,1
2131,1
2142,1
2143,1
2152,1
2179,1
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2209,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2233,1
2236,1
2237,1
2238,1
2240,1
2241,1
2244,1
2246,1
2247,1
2249,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2270,1
2271,1
