counter,crnv
6,1
7,1
8,1
20,1
27,1
32,1
38,1
39,1
41,1
45,1
143,1
185,1
186,1
268,1
481,1
482,1
492,1
493,1
498,1
517,1
598,1
599,1
600,1
602,1
608,1
615,1
617,1
629,1
637,1
639,1
643,1
656,1
710,1
714,1
715,1
716,1
717,1
793,1
794,1
795,1
799,1
800,1
803,1
829,1
835,1
840,1
842,1
847,1
876,1
885,1
893,1
896,1
902,1
904,1
917,1
926,1
927,1
928,1
929,1
930,1
932,1
934,1
937,1
945,1
948,1
962,1
963,1
965,1
966,1
969,1
970,1
974,1
976,1
977,1
978,1
979,1
980,1
985,1
986,1
988,1
993,1
997,1
1010,1
1011,1
1014,1
1015,1
1016,1
1018,1
1020,1
1021,1
1023,1
1027,1
1028,1
1029,1
1032,1
1033,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1047,1
1048,1
1055,1
1057,1
1062,1
1070,1
1082,1
1093,1
1094,1
1097,1
1098,1
1112,1
1120,1
1121,1
1125,1
1126,1
1128,1
1129,1
1137,1
1147,1
1148,1
1154,1
1155,1
1162,1
1166,1
1172,1
1173,1
1176,1
1186,1
1187,1
1188,1
1192,1
1193,1
1194,1
1199,1
1203,1
1204,1
1209,1
1224,1
1226,1
1233,1
1236,1
1237,1
1238,1
1242,1
1248,1
1249,1
1252,1
1260,1
1267,1
1270,1
1277,1
1281,1
1291,1
1292,1
1303,1
1313,1
1332,1
1334,1
1337,1
1342,1
1343,1
1344,1
1350,1
1378,1
1395,1
1413,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1429,1
1430,1
1432,1
1433,1
1434,1
1440,1
1441,1
1442,1
1469,1
1470,1
1471,1
1475,1
1476,1
1482,1
1483,1
1485,1
1501,1
1508,1
1518,1
1523,1
1531,1
1535,1
1550,1
1554,1
1566,1
1568,1
1569,1
1570,1
1596,1
1611,1
1695,1
1696,1
1698,1
1700,1
1701,1
1702,1
1703,1
1706,1
1709,1
1712,1
1713,1
1714,1
1716,1
1718,1
1719,1
1721,1
1722,1
1723,1
1724,1
1726,1
1728,1
1729,1
1731,1
1732,1
1741,1
1742,1
1743,1
1759,1
1760,1
1806,1
1808,1
1809,1
1811,1
1812,1
1819,1
1826,1
1829,1
1832,1
1837,1
1849,1
1858,1
1859,1
1898,1
1903,1
1938,1
1958,1
2024,1
2028,1
2032,1
2033,1
2208,1
2234,1
2235,1
2241,1
2273,1
2275,1
2277,1
2442,1
2454,1
2462,1
2471,1
2476,1
2480,1
2483,1
2488,1
2503,1
2518,1
2519,1
2522,1
2539,1
2561,1
2574,1
2590,1
2592,1
2593,1
2595,1
2598,1
2602,1
2609,1
2611,1
2619,1
2620,1
2626,1
2638,1
2647,1
2659,1
2660,1
2676,1
2681,1
2682,1
2683,1
2686,1
2687,1
2688,1
2689,1
2691,1
2692,1
2693,1
2706,1
2721,1
2722,1
2727,1
2743,1
2752,1
2758,1
2760,1
2766,1
2774,1
2778,1
2785,1
2795,1
2812,1
2813,1
2816,1
2915,1
2920,1
2931,1
2938,1
2951,1
2972,1
2998,1
3004,1
3010,1
3018,1
3035,1
3042,1
3053,1
3056,1
3060,1
3067,1
3113,1
3131,1
3152,1
3161,1
3166,1
3177,1
3182,1
3191,1
3201,1
3202,1
3211,1
3212,1
3215,1
3219,1
3224,1
3230,1
3233,1
3234,1
3238,1
3344,1
3345,1
3365,1
3368,1
3375,1
3455,1
3471,1
3472,1
3501,1
3502,1
3503,1
3504,1
3505,1
3511,1
3534,1
3537,1
3540,1
3541,1
3542,1
3543,1
3544,1
3547,1
3549,1
3550,1
3551,1
3553,1
3555,1
3556,1
3558,1
3559,1
3562,1
3563,1
3568,1
3571,1
3573,1
3595,1
3597,1
3598,1
3619,1
3629,1
3637,1
3644,1
3650,1
3668,1
3672,1
3691,1
3692,1
3707,1
3708,1
3739,1
3753,1
3764,1
3766,1
3767,1
3768,1
3771,1
3774,1
3792,1
3793,1
3806,1
3815,1
3818,1
3824,1
3827,1
3829,1
3830,1
3832,1
3833,1
3834,1
3837,1
3838,1
3840,1
3854,1
3855,1
3963,1
3964,1
3966,1
4060,1
4061,1
4065,1
4066,1
4067,1
4069,1
4070,1
4071,1
4076,1
4077,1
4085,1
4086,1
4088,1
4094,1
4099,1
4100,1
4101,1
4106,1
4107,1
4136,1
4140,1
4142,1
4144,1
4146,1
4153,1
4154,1
4159,1
4161,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,1
4169,1
4171,1
4182,1
4183,1
4184,1
4185,1
4186,1
4188,1
4190,1
4192,1
4194,1
4195,1
4196,1
4198,1
4202,1
4203,1
4210,1
4242,1
4247,1
4254,1
4255,1
4259,1
4313,1
4314,1
4315,1
4317,1
4319,1
4322,1
4326,1
4327,1
4331,1
4338,1
4339,1
4343,1
4344,1
4356,1
4361,1
4364,1
4378,1
4389,1
4409,1
4426,1
4431,1
4447,1
4448,1
4450,1
4452,1
4474,1
4475,1
4478,1
4490,1
4495,1
4496,1
4511,1
4514,1
4515,1
4516,1
4517,1
4519,1
4522,1
4523,1
4569,1
4570,1
4575,1
4583,1
