counter,crnv
0,1
15,1
17,1
29,1
30,1
33,1
34,1
49,1
50,1
51,1
52,1
53,1
55,1
57,1
58,1
65,1
68,1
72,1
78,1
79,1
80,1
99,1
100,1
114,1
117,1
132,1
133,1
139,1
140,1
145,1
166,1
168,1
169,1
170,1
171,1
173,1
177,1
182,1
191,1
193,1
194,1
197,1
207,1
224,1
225,1
226,1
241,1
249,1
250,1
252,1
253,1
255,1
259,1
263,1
277,1
278,1
279,1
282,1
291,1
299,1
307,1
308,1
313,1
314,1
320,1
323,1
326,1
328,1
331,1
338,1
339,1
342,1
343,1
345,1
348,1
352,1
355,1
356,1
357,1
367,1
372,1
377,1
384,1
386,1
388,1
389,1
392,1
393,1
394,1
396,1
397,1
398,1
399,1
404,1
405,1
408,1
411,1
416,1
420,1
434,1
438,1
442,1
444,1
445,1
448,1
456,1
457,1
458,1
459,1
461,1
462,1
466,1
467,1
471,1
472,1
474,1
475,1
477,1
478,1
480,1
483,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
494,1
495,1
498,1
500,1
503,1
505,1
506,1
512,1
525,1
526,1
527,1
530,1
532,1
540,1
541,1
556,1
557,1
558,1
561,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
575,1
578,1
580,1
583,1
584,1
586,1
588,1
594,1
595,1
596,1
600,1
601,1
609,1
610,1
619,1
624,1
627,1
630,1
631,1
632,1
633,1
635,1
636,1
638,1
639,1
640,1
645,1
652,1
665,1
666,1
668,1
671,1
672,1
676,1
688,1
691,1
704,1
712,1
716,1
717,1
718,1
719,1
720,1
721,1
723,1
725,1
726,1
727,1
728,1
730,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
741,1
746,1
767,1
768,1
770,1
771,1
772,1
774,1
784,1
810,1
811,1
817,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
831,1
838,1
840,1
841,1
842,1
843,1
844,1
853,1
865,1
866,1
868,1
872,1
873,1
874,1
881,1
882,1
883,1
884,1
902,1
903,1
904,1
906,1
926,1
929,1
931,1
932,1
934,1
935,1
940,1
941,1
942,1
945,1
947,1
949,1
950,1
951,1
952,1
957,1
972,1
974,1
978,1
984,1
985,1
987,1
988,1
998,1
999,1
1001,1
1003,1
1004,1
1005,1
1006,1
1010,1
1015,1
1019,1
1020,1
1025,1
1027,1
1028,1
1030,1
1032,1
1033,1
1035,1
1039,1
1068,1
1071,1
1075,1
1076,1
1077,1
1084,1
1087,1
1095,1
1104,1
1105,1
1108,1
1110,1
1119,1
1120,1
1122,1
1125,1
1132,1
1135,1
1138,1
1144,1
1148,1
1149,1
1151,1
1153,1
1175,1
1178,1
1180,1
1185,1
1201,1
1203,1
1204,1
1205,1
1206,1
1207,1
1210,1
1215,1
1216,1
1217,1
1226,1
1229,1
1233,1
1234,1
1235,1
1240,1
1246,1
1247,1
1249,1
1250,1
1251,1
1252,1
1276,1
1279,1
1280,1
1281,1
1283,1
1287,1
1291,1
1293,1
1294,1
1297,1
1308,1
1314,1
1315,1
1316,1
1318,1
1343,1
1344,1
1352,1
1359,1
1362,1
1363,1
1367,1
1372,1
1381,1
1385,1
1387,1
1396,1
1397,1
1398,1
1404,1
1413,1
1415,1
1416,1
1435,1
1451,1
1460,1
1465,1
1478,1
1486,1
1487,1
1488,1
1490,1
1491,1
1499,1
1503,1
1506,1
1509,1
1525,1
1529,1
1530,1
1534,1
1535,1
1536,1
1537,1
1538,1
1540,1
1541,1
1544,1
1545,1
1546,1
1547,1
1551,1
1552,1
1554,1
1564,1
1568,1
1572,1
1581,1
1582,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1602,1
1603,1
1607,1
1608,1
1614,1
1636,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1656,1
1657,1
1659,1
1660,1
1661,1
1665,1
1666,1
1693,1
1698,1
1703,1
1709,1
1712,1
1713,1
1714,1
1715,1
1716,1
1721,1
1724,1
1737,1
1738,1
1749,1
1753,1
1754,1
1755,1
1758,1
1764,1
1765,1
1768,1
1769,1
1771,1
1772,1
1777,1
1778,1
1779,1
1780,1
1782,1
1783,1
1784,1
1787,1
1788,1
1789,1
1808,1
1810,1
1816,1
1817,1
1825,1
1826,1
1829,1
1830,1
1841,1
1842,1
1847,1
1848,1
1849,1
1863,1
1870,1
1872,1
1873,1
1874,1
1875,1
1879,1
1880,1
1881,1
1883,1
1886,1
1891,1
1896,1
1897,1
1915,1
1918,1
1919,1
1921,1
1958,1
1959,1
1960,1
1961,1
1962,1
1968,1
1970,1
1973,1
1974,1
1975,1
1981,1
1983,1
1984,1
1987,1
1988,1
1989,1
1991,1
1992,1
1993,1
1994,1
1995,1
1997,1
1999,1
2000,1
2001,1
2010,1
2024,1
2025,1
2028,1
2034,1
2041,1
2051,1
2053,1
2054,1
2055,1
2056,1
2057,1
2067,1
2068,1
2070,1
2076,1
2078,1
2079,1
2084,1
2085,1
2086,1
2091,1
2115,1
2118,1
2121,1
2123,1
2125,1
2126,1
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2145,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2158,1
2164,1
2173,1
2174,1
2175,1
2199,1
2211,1
2225,1
2233,1
2234,1
2235,1
2236,1
2237,1
2246,1
2249,1
2250,1
2253,1
2254,1
2255,1
2266,1
2267,1
2270,1
2271,1
2273,1
2274,1
2275,1
2276,1
2281,1
2282,1
2283,1
2284,1
2286,1
2287,1
2289,1
2294,1
2295,1
2296,1
2301,1
2304,1
2305,1
2306,1
2307,1
2312,1
2314,1
2319,1
2320,1
2321,1
2322,1
2326,1
2329,1
2330,1
2333,1
2334,1
2336,1
2337,1
2339,1
2343,1
2344,1
2347,1
2361,1
2362,1
2363,1
2367,1
2368,1
2371,1
2389,1
2391,1
2396,1
2402,1
2406,1
2407,1
2409,1
2420,1
2421,1
2424,1
2429,1
2430,1
2433,1
2435,1
2436,1
2438,1
2439,1
2442,1
2443,1
2444,1
2447,1
2454,1
2460,1
2461,1
2468,1
2469,1
2470,1
2472,1
2473,1
2475,1
2477,1
2478,1
2490,1
2493,1
2498,1
2499,1
2555,1
2557,1
2558,1
2561,1
2563,1
2564,1
2571,1
2573,1
2589,1
2591,1
2593,1
2597,1
2603,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2617,1
2621,1
2622,1
2636,1
2640,1
2644,1
2645,1
2646,1
2657,1
2658,1
2659,1
2660,1
2666,1
2670,1
2673,1
2680,1
2687,1
2703,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2720,1
2726,1
2727,1
2733,1
2746,1
2752,1
2759,1
2764,1
2765,1
2768,1
2769,1
2778,1
2807,1
2814,1
2819,1
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2831,1
2833,1
2834,1
2838,1
2849,1
2850,1
2851,1
2852,1
2854,1
2855,1
2856,1
2860,1
2861,1
2862,1
2871,1
2872,1
2873,1
2874,1
2889,1
2895,1
2902,1
2903,1
2904,1
2905,1
2907,1
2908,1
2909,1
2910,1
2911,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,1
2935,1
2936,1
2948,1
2950,1
2954,1
2955,1
2956,1
2959,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2972,1
2973,1
2974,1
2975,1
2976,1
2978,1
2979,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2991,1
2992,1
2993,1
2997,1
3000,1
3012,1
3014,1
3015,1
3016,1
3017,1
3018,1
3019,1
3030,1
3032,1
3037,1
3047,1
3048,1
3049,1
3054,1
3055,1
3056,1
3057,1
3062,1
3064,1
3078,1
3079,1
3080,1
3087,1
3090,1
3091,1
3093,1
3110,1
3111,1
3112,1
3123,1
3127,1
3129,1
3132,1
3138,1
3156,1
3162,1
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,1
3179,1
3184,1
3185,1
3193,1
3195,1
3206,1
3209,1
3220,1
3228,1
3240,1
3242,1
3247,1
3249,1
3252,1
3255,1
3264,1
3265,1
3266,1
3273,1
3276,1
3280,1
3281,1
3282,1
3285,1
3289,1
3293,1
3298,1
3308,1
3309,1
3322,1
3323,1
3327,1
3329,1
3330,1
3331,1
3334,1
3336,1
3342,1
3343,1
3345,1
3347,1
3349,1
3352,1
3360,1
3362,1
3371,1
3372,1
3373,1
3377,1
3378,1
3379,1
3380,1
3384,1
3385,1
3386,1
3387,1
3392,1
3394,1
3395,1
3396,1
3398,1
3402,1
3409,1
3413,1
3415,1
3416,1
3418,1
3424,1
3425,1
3429,1
3430,1
3432,1
3433,1
3437,1
3444,1
3451,1
3452,1
3460,1
3461,1
3462,1
3467,1
3468,1
3472,1
3473,1
3495,1
3496,1
3498,1
3499,1
3500,1
3501,1
3502,1
3506,1
3512,1
3513,1
3514,1
3518,1
3521,1
3522,1
3524,1
3527,1
3533,1
3538,1
3539,1
3540,1
3541,1
3542,1
3555,1
3557,1
3563,1
3578,1
3584,1
3585,1
3586,1
3587,1
3589,1
3590,1
3592,1
3593,1
3596,1
3598,1
3599,1
3600,1
3603,1
3606,1
3607,1
3608,1
3609,1
3617,1
3618,1
3619,1
3621,1
3642,1
3643,1
3644,1
3647,1
3652,1
3654,1
3660,1
3661,1
3662,1
3663,1
3664,1
3666,1
3671,1
3673,1
3681,1
3682,1
3683,1
3689,1
3695,1
3696,1
3699,1
3704,1
3707,1
3708,1
3709,1
3738,1
3740,1
3741,1
3742,1
3766,1
3767,1
3778,1
3783,1
3784,1
3785,1
3792,1
3793,1
3797,1
3798,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3813,1
3816,1
3825,1
3827,1
3829,1
3835,1
3840,1
3841,1
3842,1
3844,1
3845,1
3853,1
3855,1
3864,1
3874,1
3876,1
3877,1
3878,1
3879,1
3881,1
3882,1
3883,1
3886,1
3889,1
3895,1
3898,1
3902,1
3904,1
3905,1
3923,1
3929,1
3934,1
3935,1
3936,1
3938,1
3954,1
4015,1
4024,1
4029,1
4044,1
4050,1
4051,1
4054,1
4062,1
4063,1
4069,1
4073,1
4076,1
4089,1
4090,1
4091,1
4102,1
4110,1
4116,1
4123,1
4124,1
4125,1
4126,1
4128,1
4134,1
4135,1
4136,1
4137,1
4139,1
4158,1
4222,1
4225,1
4233,1
4244,1
4247,1
4248,1
4249,1
4251,1
4253,1
4254,1
4270,1
4278,1
4280,1
4287,1
4292,1
4298,1
4299,1
4305,1
4306,1
4307,1
4308,1
4316,1
4318,1
4322,1
4323,1
4327,1
4330,1
4339,1
4340,1
4343,1
4344,1
4345,1
4349,1
4350,1
4355,1
4356,1
4357,1
4367,1
4368,1
4371,1
4372,1
4387,1
4391,1
4392,1
4395,1
4396,1
4397,1
