counter,crnv
10,1
20,1
21,1
23,1
27,1
42,1
43,1
44,1
47,1
49,1
52,1
57,1
64,1
67,1
70,1
71,1
74,1
77,1
79,1
81,1
107,1
108,1
112,1
116,1
117,1
121,1
125,1
131,1
133,1
137,1
141,1
179,1
181,1
184,1
185,1
186,1
187,1
193,1
194,1
195,1
214,1
241,1
256,1
264,1
273,1
281,1
283,1
284,1
285,1
286,1
289,1
298,1
307,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
326,1
328,1
329,1
332,1
337,1
342,1
344,1
360,1
362,1
363,1
364,1
366,1
368,1
370,1
371,1
375,1
377,1
379,1
381,1
383,1
384,1
387,1
388,1
389,1
404,1
405,1
407,1
419,1
425,1
429,1
432,1
437,1
438,1
441,1
442,1
447,1
448,1
451,1
456,1
466,1
468,1
476,1
478,1
482,1
486,1
487,1
488,1
491,1
495,1
500,1
508,1
509,1
516,1
520,1
522,1
524,1
525,1
535,1
537,1
538,1
539,1
541,1
542,1
544,1
547,1
549,1
553,1
556,1
562,1
566,1
568,1
569,1
572,1
574,1
575,1
578,1
579,1
580,1
590,1
591,1
602,1
604,1
608,1
610,1
611,1
615,1
617,1
619,1
622,1
623,1
636,1
680,1
682,1
683,1
684,1
685,1
686,1
688,1
692,1
696,1
697,1
698,1
699,1
705,1
706,1
712,1
714,1
719,1
722,1
742,1
743,1
748,1
761,1
762,1
768,1
781,1
784,1
785,1
790,1
792,1
797,1
799,1
801,1
803,1
805,1
809,1
811,1
827,1
830,1
832,1
833,1
838,1
840,1
845,1
854,1
857,1
859,1
860,1
861,1
876,1
881,1
882,1
885,1
888,1
889,1
891,1
892,1
894,1
895,1
899,1
905,1
912,1
913,1
914,1
915,1
916,1
917,1
923,1
926,1
935,1
937,1
940,1
941,1
942,1
945,1
961,1
965,1
966,1
967,1
1002,1
1003,1
1005,1
1010,1
1013,1
1018,1
1021,1
1024,1
1026,1
1030,1
1031,1
1033,1
1039,1
1040,1
1042,1
1043,1
1045,1
1047,1
1049,1
1050,1
1056,1
1057,1
1058,1
1059,1
1060,1
1074,1
1076,1
1092,1
1098,1
1105,1
1107,1
1108,1
1110,1
1117,1
1119,1
1121,1
1123,1
1124,1
1128,1
1129,1
1131,1
1132,1
1141,1
1152,1
1153,1
1167,1
1178,1
1180,1
1198,1
1200,1
1201,1
1203,1
1204,1
1213,1
1223,1
1224,1
1226,1
1229,1
1237,1
1240,1
1243,1
1246,1
1251,1
1255,1
1263,1
1264,1
1265,1
1271,1
1276,1
1277,1
1280,1
1284,1
1296,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1317,1
1318,1
1329,1
1330,1
1331,1
1336,1
1337,1
1339,1
1340,1
1341,1
1354,1
1357,1
1358,1
1359,1
1360,1
1364,1
1370,1
1371,1
1372,1
1400,1
1401,1
1403,1
1404,1
1406,1
1407,1
1408,1
1410,1
1412,1
1441,1
1442,1
1446,1
1465,1
1470,1
1471,1
1472,1
1474,1
1475,1
1477,1
1482,1
1483,1
1484,1
1487,1
1495,1
1500,1
1501,1
1506,1
1515,1
1517,1
1520,1
1529,1
1537,1
1539,1
1542,1
1546,1
1548,1
1549,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1558,1
1566,1
1567,1
1568,1
1582,1
1593,1
1597,1
1599,1
1600,1
1601,1
1608,1
1610,1
1616,1
1621,1
1622,1
1661,1
1668,1
1674,1
1676,1
1677,1
1678,1
1679,1
1680,1
1682,1
1684,1
1685,1
1686,1
1687,1
1689,1
1693,1
1694,1
1695,1
1696,1
1697,1
1700,1
1708,1
1710,1
1711,1
1717,1
1718,1
1719,1
1720,1
1721,1
1723,1
1724,1
1726,1
1728,1
1735,1
1739,1
1742,1
1746,1
1756,1
1780,1
1787,1
1789,1
1790,1
1791,1
1792,1
1800,1
1804,1
1811,1
1815,1
1816,1
1817,1
1818,1
1824,1
1825,1
1826,1
1827,1
1828,1
1830,1
1841,1
1847,1
1857,1
1860,1
1863,1
1866,1
1868,1
1871,1
1874,1
1876,1
1877,1
1890,1
1893,1
1894,1
1902,1
1904,1
1905,1
1909,1
1926,1
1933,1
1935,1
1938,1
1955,1
1956,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1970,1
1971,1
1972,1
2013,1
2014,1
2017,1
2018,1
2019,1
2021,1
2025,1
2030,1
2033,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2048,1
2049,1
2050,1
2051,1
2052,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2063,1
2064,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2075,1
2077,1
2082,1
2083,1
2084,1
2085,1
2086,1
2097,1
2109,1
2117,1
2119,1
2120,1
2142,1
2148,1
2175,1
2180,1
2181,1
2182,1
2184,1
2191,1
2192,1
2193,1
2196,1
2231,1
2232,1
2233,1
2235,1
2236,1
2238,1
2245,1
2251,1
2256,1
2257,1
2270,1
2271,1
2273,1
2282,1
2286,1
2287,1
2288,1
2289,1
2291,1
2307,1
2310,1
2312,1
2314,1
2316,1
2317,1
2319,1
2325,1
2328,1
2329,1
2330,1
2332,1
2333,1
2334,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2345,1
2346,1
2363,1
2365,1
2366,1
2367,1
2376,1
2381,1
2382,1
2385,1
2389,1
2392,1
2393,1
2394,1
2395,1
2399,1
2400,1
2402,1
2404,1
2406,1
2408,1
2409,1
2410,1
2411,1
2412,1
2414,1
2415,1
2419,1
2420,1
2421,1
2423,1
2455,1
2456,1
2463,1
2468,1
2471,1
2476,1
2483,1
2495,1
2498,1
2499,1
2501,1
2503,1
2509,1
2515,1
2521,1
2522,1
2528,1
2529,1
2530,1
2537,1
2541,1
2546,1
2552,1
2572,1
2573,1
2574,1
2580,1
2581,1
2582,1
2584,1
2588,1
2589,1
2598,1
2606,1
2609,1
2610,1
2611,1
2627,1
2669,1
2673,1
2681,1
2683,1
2684,1
2690,1
2691,1
2692,1
2693,1
2694,1
2697,1
2699,1
2704,1
2706,1
2707,1
2711,1
2714,1
2717,1
2729,1
2733,1
2738,1
2739,1
2740,1
2745,1
2746,1
2747,1
2748,1
2758,1
2761,1
2765,1
2766,1
2767,1
2770,1
2771,1
2779,1
2781,1
2783,1
2786,1
2790,1
2803,1
2806,1
2808,1
2809,1
2810,1
2811,1
2812,1
2820,1
2834,1
2835,1
2836,1
2838,1
2839,1
2841,1
2845,1
2847,1
2849,1
2856,1
2863,1
2867,1
2878,1
2879,1
2880,1
2881,1
2882,1
2887,1
2888,1
2889,1
2891,1
2897,1
2898,1
2900,1
2902,1
2903,1
2904,1
2913,1
2917,1
2928,1
2947,1
2976,1
2977,1
2980,1
2982,1
2983,1
2986,1
2987,1
2997,1
2999,1
3000,1
3001,1
3002,1
3005,1
3009,1
3015,1
3018,1
3021,1
3028,1
3029,1
3030,1
3032,1
3039,1
3040,1
3053,1
3054,1
3059,1
3061,1
3064,1
3066,1
3067,1
3068,1
3069,1
3070,1
3071,1
3073,1
3074,1
3076,1
3077,1
3085,1
3090,1
3091,1
3092,1
3093,1
3095,1
3096,1
3102,1
3105,1
3110,1
3116,1
3119,1
3124,1
3129,1
3131,1
3132,1
3136,1
3146,1
3147,1
3148,1
3149,1
3150,1
3153,1
3157,1
3162,1
3166,1
3171,1
3172,1
3179,1
3180,1
3182,1
3183,1
3199,1
3200,1
3202,1
3203,1
3204,1
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3228,1
3229,1
3257,1
3271,1
3272,1
3277,1
3278,1
3286,1
3288,1
3289,1
3293,1
3300,1
3302,1
3304,1
3305,1
3309,1
3310,1
3312,1
3343,1
3344,1
