counter,crnv
10,1
17,1
20,1
68,1
69,1
70,1
71,1
73,1
103,1
104,1
107,1
109,1
110,1
111,1
112,1
114,1
115,1
134,1
135,1
136,1
137,1
144,1
169,1
170,1
172,1
175,1
176,1
177,1
178,1
179,1
213,1
214,1
215,1
226,1
227,1
229,1
236,1
266,1
267,1
299,1
300,1
301,1
308,1
309,1
311,1
312,1
314,1
315,1
319,1
320,1
321,1
322,1
324,1
325,1
341,1
342,1
344,1
406,1
425,1
448,1
463,1
464,1
496,1
525,1
532,1
537,1
538,1
609,1
615,1
621,1
622,1
630,1
631,1
633,1
640,1
642,1
659,1
667,1
672,1
675,1
691,1
693,1
709,1
717,1
721,1
774,1
776,1
781,1
782,1
786,1
790,1
791,1
792,1
793,1
794,1
803,1
804,1
817,1
818,1
828,1
832,1
834,1
841,1
842,1
843,1
847,1
848,1
849,1
854,1
861,1
863,1
865,1
873,1
926,1
927,1
928,1
929,1
942,1
943,1
946,1
947,1
948,1
951,1
952,1
953,1
954,1
956,1
963,1
980,1
989,1
993,1
995,1
998,1
1005,1
1008,1
1009,1
1012,1
1013,1
1018,1
1022,1
1023,1
1035,1
1039,1
1056,1
1057,1
1058,1
1059,1
1060,1
1062,1
1063,1
1083,1
1090,1
1091,1
1099,1
1100,1
1114,1
1121,1
1122,1
1126,1
1127,1
1128,1
1129,1
1130,1
1132,1
1134,1
1137,1
1138,1
1147,1
1153,1
1156,1
1157,1
1161,1
1162,1
1167,1
1168,1
1176,1
1177,1
1178,1
1180,1
1182,1
1183,1
1186,1
1193,1
1201,1
1205,1
1217,1
1220,1
1221,1
1226,1
1227,1
1228,1
1229,1
1233,1
1234,1
1235,1
1244,1
1245,1
1256,1
1261,1
1262,1
1264,1
1272,1
1275,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1294,1
1303,1
1348,1
1349,1
1355,1
1356,1
1369,1
1377,1
1384,1
1387,1
1388,1
1389,1
1486,1
1487,1
2045,1
2055,1
2058,1
2059,1
2060,1
2061,1
2064,1
2075,1
2084,1
2086,1
2088,1
2089,1
2095,1
2112,1
2125,1
2126,1
2127,1
2128,1
2130,1
2131,1
2137,1
2153,1
2154,1
2156,1
2157,1
2158,1
2163,1
2166,1
2167,1
2169,1
2172,1
2175,1
2177,1
2180,1
2181,1
2182,1
2187,1
2189,1
2207,1
2215,1
2216,1
2217,1
2225,1
2260,1
2261,1
2266,1
2268,1
2269,1
2281,1
2292,1
2293,1
2294,1
2308,1
2309,1
2310,1
2316,1
2317,1
2318,1
2320,1
2334,1
2336,1
2338,1
2341,1
2342,1
2344,1
2345,1
2372,1
2373,1
2374,1
2375,1
2378,1
2379,1
2395,1
2396,1
2398,1
2402,1
2405,1
2424,1
2430,1
2441,1
2456,1
2460,1
2563,1
2567,1
2568,1
2569,1
2570,1
2573,1
2613,1
2615,1
2633,1
2634,1
2636,1
2641,1
2729,1
2731,1
2735,1
2748,1
2752,1
2757,1
2760,1
2761,1
2823,1
2824,1
2827,1
2828,1
2831,1
2847,1
2848,1
2859,1
2860,1
2862,1
2863,1
2864,1
2866,1
2867,1
2868,1
2869,1
2873,1
2874,1
2875,1
2877,1
2880,1
2881,1
2884,1
2885,1
2886,1
2890,1
2908,1
2916,1
2925,1
2928,1
2930,1
2936,1
2938,1
2940,1
2942,1
2943,1
2945,1
2946,1
2981,1
3419,1
3452,1
