counter,crnv
6,1
23,1
35,1
37,1
64,1
85,1
86,1
91,1
97,1
104,1
109,1
112,1
125,1
126,1
127,1
128,1
130,1
137,1
138,1
141,1
142,1
149,1
157,1
158,1
161,1
165,1
168,1
178,1
181,1
183,1
196,1
201,1
204,1
210,1
211,1
212,1
218,1
220,1
223,1
224,1
228,1
230,1
243,1
261,1
342,1
346,1
348,1
400,1
401,1
416,1
419,1
436,1
442,1
454,1
463,1
468,1
484,1
485,1
494,1
495,1
516,1
566,1
1024,1
1030,1
1036,1
1042,1
1068,1
1098,1
1100,1
1132,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1154,1
1156,1
1157,1
1160,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1190,1
1191,1
1192,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1203,1
1205,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1219,1
1220,1
1221,1
1225,1
1228,1
1230,1
1231,1
1233,1
1235,1
1236,1
1240,1
1241,1
1242,1
1244,1
1249,1
1271,1
1338,1
1340,1
1342,1
1357,1
1876,1
1892,1
1919,1
1920,1
1921,1
1935,1
1949,1
1950,1
1951,1
1984,1
1985,1
1986,1
1987,1
1997,1
1999,1
2000,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2039,1
2040,1
2041,1
2042,1
2045,1
2052,1
2055,1
2056,1
2058,1
2059,1
2103,1
2111,1
2116,1
2119,1
2120,1
2122,1
2123,1
2124,1
2126,1
2131,1
2132,1
2133,1
2138,1
2142,1
2163,1
2192,1
2198,1
2202,1
2207,1
2210,1
2211,1
2215,1
2226,1
2227,1
2234,1
2237,1
2239,1
2242,1
2243,1
2246,1
2266,1
2281,1
2295,1
2301,1
2319,1
2326,1
2327,1
2335,1
2347,1
2348,1
2353,1
2355,1
2361,1
2377,1
2380,1
2381,1
2389,1
2390,1
2391,1
2393,1
2460,1
2471,1
2474,1
2475,1
2476,1
2478,1
2479,1
2486,1
2488,1
2499,1
2505,1
2508,1
2509,1
2510,1
2513,1
2522,1
2525,1
2527,1
2528,1
2531,1
2532,1
2552,1
2557,1
2558,1
2561,1
2563,1
2564,1
2565,1
2571,1
2580,1
2586,1
2592,1
2593,1
2597,1
2603,1
2609,1
2611,1
2613,1
2614,1
2615,1
2617,1
2629,1
2631,1
2634,1
2635,1
2636,1
2637,1
2638,1
2642,1
2643,1
2645,1
2646,1
2647,1
2649,1
2650,1
2658,1
2668,1
2669,1
2673,1
2675,1
2677,1
2680,1
2681,1
2683,1
2685,1
2688,1
2692,1
2693,1
2696,1
2700,1
2702,1
2715,1
2717,1
2724,1
2726,1
2740,1
2741,1
2743,1
2744,1
2745,1
2750,1
2754,1
2765,1
2774,1
2775,1
2779,1
2781,1
2782,1
2784,1
2797,1
2805,1
2820,1
2829,1
2833,1
2834,1
2857,1
2863,1
2878,1
2887,1
2891,1
2895,1
2896,1
2898,1
2903,1
2904,1
2905,1
2907,1
2910,1
2914,1
2915,1
2919,1
2920,1
2921,1
2925,1
2931,1
2941,1
2943,1
2963,1
2967,1
2970,1
2971,1
2982,1
2985,1
2988,1
2990,1
2994,1
2998,1
3003,1
3006,1
3014,1
3016,1
3018,1
3020,1
3035,1
3042,1
3053,1
3054,1
3056,1
3057,1
3060,1
3061,1
3062,1
3067,1
3100,1
3101,1
3102,1
3105,1
3106,1
3108,1
3110,1
3111,1
3112,1
3113,1
3114,1
3115,1
3117,1
3118,1
3150,1
3175,1
3183,1
3187,1
3190,1
3192,1
3198,1
3202,1
3216,1
3218,1
3219,1
3220,1
3221,1
3223,1
3229,1
3231,1
3232,1
3242,1
3243,1
3249,1
3251,1
3253,1
3254,1
3255,1
3256,1
3257,1
