counter,crnv
7,1
23,1
30,1
32,1
33,1
36,1
37,1
44,1
47,1
48,1
49,1
63,1
66,1
67,1
68,1
73,1
75,1
77,1
78,1
81,1
86,1
87,1
93,1
94,1
104,1
105,1
107,1
110,1
111,1
112,1
116,1
118,1
120,1
122,1
127,1
128,1
132,1
133,1
135,1
136,1
149,1
150,1
154,1
156,1
164,1
171,1
174,1
175,1
187,1
188,1
191,1
193,1
194,1
195,1
198,1
200,1
201,1
202,1
204,1
205,1
206,1
213,1
217,1
218,1
223,1
224,1
226,1
244,1
245,1
354,1
355,1
363,1
369,1
371,1
377,1
393,1
398,1
407,1
413,1
448,1
449,1
497,1
500,1
503,1
506,1
512,1
514,1
515,1
518,1
522,1
525,1
648,1
649,1
656,1
657,1
658,1
663,1
664,1
859,1
891,1
892,1
899,1
900,1
935,1
937,1
939,1
941,1
943,1
961,1
968,1
1013,1
1016,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1041,1
1042,1
1043,1
1044,1
1045,1
1049,1
1059,1
1061,1
1065,1
1067,1
1068,1
1069,1
1073,1
1076,1
1119,1
1122,1
1156,1
1180,1
1185,1
1186,1
1293,1
1370,1
1403,1
1406,1
1432,1
1448,1
1483,1
1485,1
1487,1
1488,1
1489,1
1491,1
1493,1
1495,1
1497,1
1506,1
1507,1
1509,1
1560,1
1561,1
1562,1
1563,1
1565,1
1567,1
1569,1
1570,1
1572,1
1573,1
1576,1
1579,1
1580,1
1581,1
1582,1
1597,1
1641,1
1644,1
1647,1
1657,1
1658,1
1661,1
1666,1
1669,1
1679,1
1681,1
1706,1
1707,1
1726,1
1728,1
1729,1
1748,1
1753,1
1755,1
1760,1
1765,1
1766,1
1791,1
1815,1
1822,1
1860,1
1874,1
1875,1
1876,1
1886,1
1889,1
1903,1
1908,1
1909,1
1910,1
1912,1
1913,1
1914,1
1918,1
1921,1
1925,1
1927,1
1928,1
1931,1
1932,1
1935,1
1937,1
1939,1
1940,1
1949,1
1950,1
1955,1
1958,1
1960,1
1969,1
2016,1
2017,1
2068,1
2069,1
2072,1
2075,1
2076,1
2080,1
2160,1
2162,1
2194,1
2200,1
2214,1
2256,1
2266,1
2308,1
2309,1
2310,1
2311,1
2317,1
2322,1
2325,1
2326,1
2331,1
2333,1
2334,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2431,1
2432,1
2433,1
2436,1
2437,1
2438,1
2459,1
2460,1
2467,1
2468,1
2471,1
2472,1
2474,1
2475,1
2485,1
2488,1
2490,1
2492,1
2494,1
2497,1
2498,1
