counter,crmv
16,1
24,1
25,1
26,1
27,1
32,1
51,1
52,1
67,1
81,1
82,1
83,1
85,1
107,1
115,1
118,1
119,1
120,1
122,1
331,1
525,1
826,1
827,1
922,1
923,1
933,1
935,1
937,1
938,1
939,1
941,1
943,1
945,1
947,1
950,1
951,1
952,1
958,1
975,1
988,1
989,1
991,1
992,1
1001,1
1006,1
1008,1
1016,1
1017,1
1018,1
1024,1
1038,1
1044,1
1047,1
1052,1
1059,1
1060,1
1063,1
1088,1
1089,1
1107,1
1116,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1146,1
1147,1
1148,1
1149,1
1155,1
1156,1
1160,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1172,1
1174,1
1175,1
1176,1
1186,1
1187,1
1188,1
1189,1
1190,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1211,1
1212,1
1213,1
1214,1
1216,1
1217,1
1218,1
1220,1
1221,1
1225,1
1231,1
1232,1
1233,1
1235,1
1236,1
1237,1
1238,1
1239,1
1241,1
1243,1
1247,1
1250,1
1252,1
1253,1
1254,1
1255,1
1258,1
1259,1
1260,1
1261,1
1265,1
1266,1
1267,1
1269,1
1270,1
1272,1
1274,1
1275,1
1281,1
1282,1
1283,1
1285,1
1286,1
1287,1
1288,1
1291,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1306,1
1307,1
1308,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1321,1
1322,1
1323,1
1324,1
1325,1
1327,1
1328,1
1330,1
1341,1
1343,1
1344,1
1345,1
1348,1
1349,1
1350,1
1353,1
1354,1
1355,1
1365,1
1368,1
1370,1
1371,1
1373,1
1374,1
1389,1
1390,1
1396,1
1398,1
1400,1
1401,1
1402,1
1405,1
1408,1
1412,1
1433,1
1438,1
1492,1
1506,1
1509,1
1520,1
1525,1
1527,1
1528,1
1575,1
1645,1
1656,1
1685,1
1686,1
1705,1
1706,1
1707,1
1710,1
1738,1
1745,1
1746,1
1747,1
1769,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1791,1
1807,1
1809,1
1811,1
1813,1
1830,1
1840,1
1849,1
1850,1
1851,1
1854,1
1855,1
1856,1
1857,1
1875,1
1920,1
1934,1
1935,1
1936,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1972,1
1983,1
1986,1
1997,1
1998,1
2008,1
2021,1
2022,1
2023,1
2024,1
2026,1
2028,1
2040,1
2045,1
2046,1
2047,1
2048,1
2050,1
2061,1
2454,1
2479,1
3015,1
3026,1
3032,1
3033,1
3052,1
3053,1
3054,1
3055,1
3243,1
3247,1
3249,1
3261,1
3278,1
3279,1
3294,1
3301,1
3305,1
3306,1
3307,1
3309,1
3310,1
3321,1
3322,1
