counter,crmv
59,1
62,1
73,1
75,1
79,1
85,1
220,1
221,1
222,1
224,1
257,1
258,1
259,1
260,1
360,1
361,1
363,1
382,1
383,1
384,1
385,1
386,1
391,1
473,1
549,1
740,1
741,1
742,1
743,1
800,1
857,1
863,1
969,1
971,1
983,1
988,1
1010,1
1015,1
1016,1
1017,1
1019,1
1020,1
1021,1
1022,1
1024,1
1028,1
1029,1
1030,1
1033,1
1036,1
1040,1
1044,1
1054,1
1057,1
1064,1
1070,1
1071,1
1078,1
1079,1
1080,1
1081,1
1083,1
1088,1
1089,1
1100,1
1107,1
1108,1
1109,1
1113,1
1114,1
1128,1
1129,1
1138,1
1142,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1155,1
1156,1
1160,1
1161,1
1167,1
1170,1
1172,1
1174,1
1175,1
1176,1
1177,1
1178,1
1183,1
1188,1
1193,1
1196,1
1207,1
1211,1
1213,1
1281,1
1288,1
1299,1
1306,1
1311,1
1314,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1407,1
1425,1
1426,1
1485,1
1486,1
1488,1
1489,1
1490,1
1491,1
1515,1
1580,1
1615,1
1812,1
1815,1
1821,1
1822,1
1823,1
1844,1
1845,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1858,1
1859,1
1892,1
1893,1
1997,1
1998,1
2022,1
2249,1
2324,1
2415,1
2443,1
2444,1
2445,1
2447,1
2677,1
2683,1
2686,1
2687,1
2694,1
2848,1
3091,1
3198,1
3373,1
3379,1
3576,1
3577,1
3663,1
3665,1
3666,1
3717,1
3718,1
3719,1
3721,1
3765,1
3766,1
3795,1
3796,1
3942,1
4080,1
4081,1
4124,1
4293,1
4296,1
4303,1
4304,1
4369,1
4436,1
4437,1
4438,1
4502,1
4503,1
4772,1
4773,1
4824,1
4878,1
4881,1
4884,1
4887,1
4890,1
5154,1
5189,1
5191,1
5193,1
5194,1
5281,1
5357,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5403,1
5418,1
5421,1
5422,1
5486,1
5490,1
5492,1
5493,1
5495,1
5496,1
5497,1
5498,1
5502,1
5661,1
5694,1
6960,1
6961,1
7171,1
7201,1
7232,1
7233,1
7234,1
7235,1
7236,1
7319,1
7356,1
7472,1
7473,1
7503,1
7504,1
7505,1
7686,1
7687,1
7688,1
7739,1
7742,1
7750,1
7751,1
7752,1
7753,1
7754,1
7755,1
7756,1
7757,1
7758,1
7760,1
7764,1
7767,1
7768,1
7769,1
7793,1
8023,1
8147,1
8170,1
8212,1
8265,1
8266,1
8267,1
8321,1
8322,1
8323,1
8324,1
8326,1
8338,1
8345,1
8428,1
8521,1
8616,1
8621,1
8624,1
8626,1
8631,1
8642,1
9218,1
9222,1
9225,1
9228,1
9229,1
9235,1
9238,1
9241,1
9242,1
9246,1
9257,1
9260,1
9290,1
9297,1
9304,1
9305,1
9310,1
9316,1
9317,1
9320,1
9321,1
9326,1
9329,1
9330,1
9338,1
9354,1
9365,1
9383,1
9394,1
9404,1
9408,1
9421,1
9437,1
9459,1
9463,1
9465,1
9473,1
9484,1
9489,1
9504,1
9509,1
9522,1
9525,1
9529,1
9530,1
9531,1
9532,1
9537,1
9538,1
9539,1
9559,1
9567,1
9570,1
9575,1
9582,1
9588,1
9593,1
9594,1
9598,1
9603,1
9615,1
9621,1
9624,1
9628,1
9635,1
9652,1
9666,1
9697,1
9724,1
9726,1
9795,1
9954,1
9955,1
9956,1
9957,1
10103,1
10104,1
10105,1
10164,1
10316,1
10317,1
10464,1
10531,1
10532,1
10533,1
10534,1
10535,1
10544,1
10545,1
10578,1
10580,1
10581,1
10583,1
10800,1
10869,1
11073,1
