counter,crmv
0,1
1,1
24,1
31,1
37,1
43,1
45,1
56,1
78,1
130,1
140,1
146,1
147,1
158,1
166,1
184,1
195,1
200,1
201,1
206,1
207,1
219,1
232,1
233,1
260,1
261,1
269,1
270,1
272,1
277,1
279,1
280,1
283,1
284,1
288,1
290,1
292,1
332,1
333,1
334,1
339,1
348,1
349,1
352,1
353,1
355,1
360,1
362,1
364,1
370,1
430,1
432,1
436,1
454,1
469,1
470,1
488,1
544,1
551,1
553,1
555,1
556,1
557,1
562,1
563,1
564,1
565,1
566,1
571,1
573,1
574,1
575,1
576,1
577,1
644,1
646,1
647,1
648,1
649,1
650,1
656,1
657,1
711,1
729,1
740,1
755,1
756,1
867,1
868,1
869,1
871,1
881,1
882,1
886,1
887,1
888,1
889,1
891,1
893,1
897,1
898,1
899,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
911,1
912,1
959,1
965,1
973,1
1001,1
1002,1
1044,1
1190,1
1238,1
1240,1
1318,1
1319,1
1320,1
1324,1
1325,1
1332,1
1358,1
1359,1
1360,1
1361,1
1408,1
1421,1
1507,1
1527,1
1532,1
1533,1
1538,1
1539,1
1570,1
1659,1
1721,1
2068,1
2069,1
2071,1
2098,1
2122,1
2141,1
2194,1
2195,1
2196,1
2197,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2213,1
2227,1
2240,1
2244,1
2245,1
2251,1
2252,1
2254,1
2264,1
2274,1
2275,1
2276,1
2277,1
2302,1
2303,1
2304,1
2324,1
2325,1
2326,1
2327,1
2362,1
2363,1
2364,1
2365,1
2366,1
2384,1
2388,1
2523,1
2528,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2556,1
2557,1
2558,1
2578,1
2579,1
2580,1
2582,1
2586,1
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2600,1
2611,1
2653,1
2655,1
2659,1
2666,1
2667,1
2669,1
2670,1
2675,1
2682,1
2691,1
2699,1
2701,1
2702,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2718,1
2719,1
2720,1
2727,1
2763,1
2770,1
2771,1
2772,1
2774,1
2775,1
2776,1
2781,1
2782,1
2783,1
2785,1
2786,1
2789,1
2790,1
2791,1
2793,1
2794,1
2795,1
2796,1
2800,1
2801,1
2803,1
2804,1
2811,1
2813,1
2837,1
2851,1
2855,1
2888,1
2934,1
2969,1
3649,1
3650,1
3651,1
3832,1
3837,1
3839,1
3840,1
3845,1
3846,1
3848,1
3882,1
3913,1
3924,1
4034,1
4049,1
4148,1
4209,1
4218,1
4350,1
4519,1
4527,1
4634,1
4714,1
4888,1
4889,1
4890,1
4940,1
4945,1
4989,1
5096,1
5097,1
5098,1
5101,1
5103,1
5138,1
5141,1
5142,1
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,1
5151,1
5152,1
5153,1
5154,1
5155,1
5157,1
5158,1
5159,1
5160,1
5162,1
5163,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,1
5173,1
5174,1
5175,1
5178,1
5179,1
5180,1
5181,1
5182,1
5184,1
5185,1
5186,1
5187,1
5191,1
5192,1
5193,1
5194,1
5196,1
5197,1
5198,1
5199,1
5202,1
5203,1
5204,1
5205,1
5207,1
5210,1
5211,1
5212,1
5213,1
5214,1
5216,1
5217,1
5218,1
5219,1
5222,1
5223,1
5225,1
5226,1
5228,1
5231,1
5232,1
5233,1
5234,1
5235,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,1
5247,1
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5259,1
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,1
5269,1
5270,1
5271,1
5272,1
5282,1
5339,1
5377,1
5379,1
5380,1
5381,1
5388,1
5400,1
5416,1
5417,1
5420,1
5422,1
5423,1
5425,1
5426,1
5427,1
5428,1
5430,1
5466,1
5467,1
5468,1
5469,1
5599,1
5612,1
5629,1
5631,1
5775,1
5777,1
5782,1
5783,1
5838,1
5840,1
5841,1
5846,1
5855,1
5857,1
5860,1
5861,1
5862,1
5863,1
5882,1
5891,1
5934,1
5936,1
5937,1
5940,1
5942,1
5943,1
5944,1
5945,1
5946,1
5947,1
5948,1
5949,1
5950,1
5951,1
5953,1
5954,1
5956,1
5958,1
5959,1
5960,1
5961,1
5963,1
5971,1
5972,1
5973,1
5974,1
5975,1
5979,1
5980,1
5988,1
5989,1
5990,1
5991,1
5992,1
5994,1
5995,1
5996,1
6028,1
6029,1
6031,1
6033,1
6046,1
6053,1
6067,1
6069,1
6098,1
6115,1
6116,1
6121,1
6122,1
6124,1
6126,1
6127,1
6129,1
6130,1
6131,1
6134,1
6137,1
6141,1
6145,1
6147,1
6148,1
6149,1
6151,1
6152,1
6155,1
6157,1
6158,1
6160,1
6162,1
6164,1
6168,1
6171,1
6172,1
6173,1
6174,1
6175,1
6176,1
6177,1
6178,1
6179,1
6180,1
6182,1
6183,1
6184,1
6185,1
6186,1
6188,1
6191,1
6195,1
6196,1
6198,1
6230,1
6231,1
6232,1
6276,1
6277,1
6278,1
6280,1
6291,1
6297,1
6302,1
6303,1
6304,1
6306,1
6307,1
6308,1
6310,1
6313,1
6314,1
6315,1
6358,1
6364,1
6365,1
6367,1
6401,1
6427,1
6428,1
6454,1
6591,1
6615,1
6616,1
6633,1
6634,1
6656,1
6657,1
6666,1
6667,1
6668,1
6670,1
6673,1
6674,1
6675,1
6677,1
6678,1
6679,1
6682,1
6785,1
6792,1
6793,1
6851,1
6874,1
6875,1
6917,1
6920,1
6922,1
6943,1
6944,1
6945,1
6949,1
6965,1
6967,1
6969,1
6976,1
6991,1
7097,1
7252,1
7263,1
7281,1
7310,1
7317,1
7346,1
7347,1
7351,1
7353,1
7354,1
7356,1
7357,1
7362,1
7370,1
7373,1
7489,1
7508,1
7523,1
7524,1
7549,1
7554,1
7555,1
7558,1
7559,1
7560,1
7561,1
7562,1
7564,1
7565,1
7566,1
7572,1
7573,1
7574,1
7628,1
7658,1
7688,1
7692,1
7734,1
7744,1
7774,1
7793,1
7796,1
7802,1
7811,1
7812,1
7824,1
7827,1
7865,1
7866,1
7867,1
7919,1
7999,1
8021,1
8050,1
8068,1
8097,1
8098,1
8106,1
8120,1
