counter,crmv
3,1
41,1
42,1
52,1
68,1
70,1
73,1
99,1
107,1
114,1
187,1
188,1
189,1
190,1
191,1
192,1
194,1
199,1
250,1
255,1
257,1
258,1
266,1
269,1
272,1
273,1
276,1
281,1
285,1
286,1
287,1
288,1
291,1
300,1
311,1
312,1
316,1
317,1
318,1
319,1
326,1
330,1
336,1
351,1
357,1
364,1
365,1
366,1
367,1
380,1
381,1
382,1
390,1
394,1
398,1
404,1
407,1
421,1
425,1
447,1
448,1
654,1
832,1
1060,1
1087,1
1090,1
1124,1
1125,1
1129,1
1130,1
1261,1
1265,1
1278,1
1302,1
1307,1
1308,1
1309,1
1319,1
1322,1
1323,1
1328,1
1335,1
1348,1
1351,1
1353,1
1355,1
1370,1
1372,1
1375,1
1378,1
1379,1
1380,1
1381,1
1385,1
1389,1
1392,1
1399,1
1400,1
1401,1
1402,1
1404,1
1406,1
1408,1
1410,1
1412,1
1413,1
1414,1
1419,1
1421,1
1424,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1437,1
1438,1
1440,1
1441,1
1446,1
1448,1
1449,1
1450,1
1454,1
1456,1
1457,1
1459,1
1460,1
1461,1
1465,1
1470,1
1471,1
1472,1
1473,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1501,1
1502,1
1505,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1517,1
1520,1
1522,1
1526,1
1527,1
1528,1
1530,1
1531,1
1533,1
1535,1
1536,1
1538,1
1539,1
1540,1
1542,1
1543,1
1546,1
1549,1
1551,1
1555,1
1557,1
1558,1
1560,1
1561,1
1563,1
1565,1
1566,1
1570,1
1572,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1590,1
1592,1
1594,1
1595,1
1597,1
1604,1
1607,1
1608,1
1611,1
1615,1
1616,1
1618,1
1622,1
1624,1
1625,1
1627,1
1628,1
1630,1
1632,1
1633,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1648,1
1652,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1673,1
1674,1
1675,1
1676,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1686,1
1687,1
1689,1
1691,1
1692,1
1693,1
1694,1
1695,1
1699,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1711,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1722,1
1724,1
1727,1
1728,1
1732,1
1735,1
1736,1
1738,1
1739,1
1740,1
1741,1
1742,1
