counter,crmv
153,1
201,1
206,1
259,1
260,1
274,1
275,1
276,1
277,1
279,1
280,1
281,1
282,1
284,1
285,1
287,1
288,1
289,1
307,1
316,1
369,1
370,1
371,1
372,1
373,1
417,1
418,1
419,1
478,1
481,1
492,1
498,1
499,1
682,1
683,1
692,1
695,1
696,1
697,1
699,1
700,1
701,1
702,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
724,1
725,1
726,1
728,1
730,1
731,1
734,1
735,1
736,1
737,1
766,1
810,1
876,1
877,1
878,1
903,1
904,1
905,1
924,1
950,1
989,1
1007,1
1008,1
1009,1
1011,1
1012,1
1031,1
1091,1
1092,1
1257,1
1297,1
1422,1
1424,1
1425,1
1442,1
1443,1
1444,1
1445,1
1446,1
1453,1
1454,1
1460,1
1491,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1587,1
1588,1
1589,1
1711,1
1712,1
1714,1
1773,1
1882,1
1883,1
2088,1
2089,1
2090,1
2105,1
2146,1
2152,1
2236,1
2276,1
2292,1
2378,1
2386,1
2388,1
2409,1
2418,1
2429,1
2432,1
2437,1
2439,1
2441,1
2465,1
2487,1
2533,1
2534,1
2546,1
2595,1
2674,1
2676,1
2677,1
2697,1
2698,1
2771,1
2896,1
2897,1
2898,1
2961,1
3096,1
3097,1
3102,1
3149,1
3236,1
3238,1
3239,1
3271,1
3273,1
3363,1
3657,1
3682,1
3685,1
3692,1
3780,1
3795,1
3796,1
3797,1
3805,1
3821,1
3823,1
3843,1
3844,1
3846,1
3880,1
3930,1
3958,1
3959,1
3987,1
4002,1
4007,1
4284,1
4285,1
4317,1
4324,1
4335,1
4336,1
4401,1
4444,1
4447,1
4469,1
4471,1
4519,1
4521,1
4524,1
4555,1
4556,1
4558,1
4709,1
4724,1
4792,1
4794,1
4795,1
4813,1
4834,1
4837,1
4841,1
4842,1
4850,1
4855,1
4863,1
4873,1
4878,1
4880,1
4884,1
4886,1
4890,1
4891,1
4940,1
4944,1
4977,1
4988,1
5016,1
5100,1
5101,1
5139,1
5140,1
5141,1
5175,1
5234,1
5235,1
5248,1
5278,1
5319,1
5322,1
5384,1
5421,1
5437,1
5453,1
5462,1
5489,1
5569,1
5570,1
5571,1
5884,1
5887,1
5888,1
5892,1
5897,1
5898,1
6119,1
6121,1
6123,1
6125,1
6126,1
6127,1
6207,1
6211,1
6235,1
6283,1
6284,1
6285,1
6293,1
6294,1
6295,1
6297,1
6300,1
6302,1
6303,1
6368,1
6370,1
6374,1
6381,1
6438,1
6472,1
6477,1
6478,1
6479,1
6480,1
6482,1
6483,1
6484,1
6485,1
6486,1
6487,1
6488,1
6489,1
6490,1
6491,1
6492,1
6493,1
6494,1
6495,1
6496,1
6497,1
6498,1
6499,1
6510,1
6512,1
6513,1
6514,1
6515,1
6516,1
6517,1
6518,1
6519,1
6520,1
6521,1
6522,1
6534,1
6540,1
6607,1
6611,1
6613,1
6617,1
6618,1
6633,1
