counter,crmv
60,1
61,1
62,1
63,1
64,1
68,1
69,1
74,1
76,1
78,1
80,1
83,1
94,1
201,1
202,1
203,1
204,1
205,1
206,1
318,1
325,1
326,1
328,1
344,1
401,1
404,1
546,1
599,1
672,1
724,1
725,1
763,1
764,1
765,1
783,1
789,1
806,1
816,1
919,1
922,1
923,1
924,1
989,1
990,1
1010,1
1078,1
1106,1
1124,1
1166,1
1167,1
1169,1
1241,1
1308,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1498,1
1534,1
1535,1
1536,1
1658,1
1659,1
1891,1
1936,1
2131,1
2132,1
2161,1
2163,1
2169,1
2170,1
2171,1
2175,1
2179,1
2181,1
2183,1
2184,1
2453,1
2613,1
2631,1
2632,1
2697,1
2738,1
2747,1
2748,1
2781,1
2857,1
2859,1
2893,1
2895,1
2949,1
2987,1
3020,1
3021,1
3023,1
3024,1
3086,1
3089,1
3090,1
3092,1
3180,1
3198,1
3221,1
3230,1
3231,1
3251,1
3268,1
3274,1
3324,1
3341,1
3425,1
3468,1
3611,1
3663,1
3664,1
3665,1
3691,1
3692,1
3694,1
3695,1
3787,1
3872,1
3898,1
3913,1
4021,1
4022,1
4051,1
4052,1
4053,1
4099,1
4126,1
4127,1
4231,1
4232,1
4233,1
4235,1
4259,1
4260,1
4310,1
4317,1
4501,1
4504,1
4505,1
4506,1
4515,1
4531,1
4547,1
4637,1
4661,1
4662,1
4663,1
4777,1
4793,1
4823,1
4824,1
4825,1
4829,1
5224,1
5225,1
5226,1
5273,1
5441,1
5460,1
5461,1
5535,1
5562,1
5563,1
5565,1
5566,1
5567,1
5568,1
5592,1
5597,1
5682,1
5683,1
5698,1
5699,1
5700,1
5708,1
5736,1
5754,1
5757,1
5798,1
5802,1
5807,1
5809,1
5849,1
5850,1
5855,1
5857,1
5871,1
5872,1
5875,1
5878,1
5880,1
5885,1
5888,1
5895,1
5908,1
5921,1
5928,1
5929,1
5931,1
5939,1
5946,1
5973,1
5974,1
5975,1
5979,1
5982,1
6019,1
6037,1
6083,1
6112,1
6215,1
6216,1
6256,1
6257,1
6258,1
6273,1
6310,1
6313,1
6337,1
6342,1
6353,1
6354,1
6358,1
6359,1
6361,1
6367,1
6377,1
6378,1
6393,1
6404,1
6408,1
6411,1
6417,1
6418,1
6421,1
6426,1
6427,1
6434,1
6435,1
6439,1
6441,1
6447,1
6456,1
6469,1
6473,1
6484,1
6485,1
6496,1
6498,1
6525,1
6526,1
6527,1
6529,1
6530,1
6533,1
6534,1
6573,1
6603,1
6604,1
6623,1
6628,1
6631,1
6650,1
6654,1
6655,1
6670,1
6673,1
6682,1
6683,1
6689,1
6690,1
6691,1
6696,1
6698,1
6702,1
6706,1
6709,1
6710,1
6713,1
6717,1
6721,1
6723,1
6727,1
6795,1
6798,1
6799,1
6800,1
6801,1
6805,1
