counter,crmv
39,1
40,1
143,1
197,1
198,1
200,1
217,1
221,1
248,1
250,1
251,1
252,1
357,1
358,1
392,1
393,1
461,1
594,1
650,1
658,1
667,1
668,1
732,1
734,1
735,1
736,1
737,1
776,1
866,1
933,1
985,1
987,1
989,1
992,1
1147,1
1193,1
1194,1
1282,1
1290,1
1376,1
1493,1
1525,1
1577,1
1578,1
1579,1
1641,1
1643,1
1644,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1713,1
1714,1
1715,1
1778,1
1922,1
1931,1
1941,1
1942,1
2101,1
2111,1
2133,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,1
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2227,1
2228,1
2248,1
2276,1
2278,1
2350,1
2351,1
2354,1
2426,1
2427,1
2432,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2446,1
2448,1
2450,1
2451,1
2592,1
2643,1
2675,1
2676,1
2677,1
2678,1
2687,1
2752,1
2829,1
2951,1
2955,1
3088,1
3121,1
3188,1
3190,1
3214,1
3216,1
3231,1
3322,1
3323,1
3324,1
3325,1
3326,1
3526,1
3548,1
3551,1
3552,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3603,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3711,1
3744,1
3756,1
3928,1
3968,1
4175,1
4176,1
4177,1
4307,1
4309,1
4316,1
4335,1
4367,1
4542,1
4544,1
4545,1
4546,1
4828,1
4838,1
4839,1
4840,1
4841,1
4843,1
4844,1
4846,1
4899,1
4900,1
4906,1
4907,1
4910,1
4912,1
4926,1
4991,1
4993,1
5196,1
5205,1
5207,1
5242,1
5243,1
5244,1
5245,1
5246,1
5320,1
5337,1
5526,1
5527,1
5528,1
5529,1
5530,1
5532,1
5535,1
5540,1
5542,1
5552,1
5553,1
5554,1
5557,1
5740,1
5741,1
5826,1
5901,1
5902,1
5904,1
5905,1
5907,1
5908,1
5909,1
5910,1
5911,1
5913,1
5915,1
5949,1
5961,1
5970,1
5971,1
5976,1
5980,1
5994,1
5995,1
6023,1
6025,1
6132,1
6372,1
6385,1
6555,1
6665,1
6854,1
6863,1
6954,1
6955,1
6966,1
6982,1
7024,1
7040,1
7041,1
7042,1
7183,1
7200,1
7213,1
7279,1
7307,1
7312,1
7317,1
7319,1
7417,1
7527,1
7594,1
7698,1
7700,1
7701,1
7702,1
7703,1
7704,1
7705,1
7707,1
7715,1
7718,1
7729,1
7730,1
7849,1
7852,1
7896,1
7962,1
7963,1
7964,1
7965,1
7966,1
7987,1
8070,1
8072,1
