counter,crmv
1,1
4,1
5,1
6,1
51,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
74,1
79,1
80,1
82,1
83,1
84,1
85,1
86,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
115,1
117,1
118,1
119,1
120,1
121,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
159,1
161,1
162,1
163,1
179,1
180,1
188,1
189,1
190,1
196,1
223,1
435,1
439,1
441,1
442,1
445,1
448,1
449,1
454,1
460,1
462,1
463,1
465,1
466,1
470,1
473,1
483,1
485,1
488,1
491,1
499,1
501,1
504,1
506,1
508,1
509,1
513,1
517,1
526,1
531,1
533,1
534,1
540,1
541,1
592,1
593,1
595,1
600,1
603,1
618,1
630,1
631,1
632,1
634,1
636,1
638,1
640,1
658,1
660,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
707,1
708,1
709,1
710,1
711,1
713,1
714,1
716,1
717,1
722,1
723,1
726,1
727,1
728,1
729,1
730,1
731,1
733,1
734,1
736,1
737,1
739,1
740,1
741,1
742,1
744,1
745,1
746,1
747,1
750,1
752,1
765,1
772,1
773,1
774,1
775,1
776,1
777,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
790,1
791,1
792,1
793,1
798,1
804,1
805,1
807,1
812,1
813,1
814,1
815,1
817,1
819,1
821,1
822,1
826,1
830,1
831,1
832,1
834,1
835,1
836,1
837,1
839,1
842,1
843,1
844,1
845,1
846,1
886,1
890,1
898,1
899,1
900,1
921,1
930,1
935,1
939,1
943,1
949,1
950,1
1045,1
1047,1
1052,1
1062,1
1071,1
1074,1
1075,1
1078,1
1081,1
1084,1
1092,1
1099,1
1100,1
1104,1
1129,1
1131,1
1132,1
1140,1
1141,1
1144,1
1148,1
1156,1
1172,1
1174,1
1184,1
1185,1
1190,1
1222,1
1236,1
1244,1
1246,1
1337,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1397,1
1398,1
1400,1
1401,1
1402,1
1403,1
1406,1
1408,1
1411,1
1413,1
1416,1
1418,1
1420,1
1422,1
1428,1
1437,1
1439,1
1440,1
1445,1
1446,1
1456,1
1462,1
1463,1
1470,1
1472,1
1474,1
1476,1
1485,1
1489,1
1498,1
1499,1
1504,1
1513,1
1515,1
1521,1
1543,1
1549,1
1550,1
1551,1
1561,1
1565,1
1566,1
1624,1
1625,1
1784,1
1890,1
1926,1
2141,1
2149,1
2155,1
2156,1
2157,1
2158,1
2160,1
2163,1
2167,1
2173,1
2174,1
2175,1
2177,1
2181,1
2186,1
2187,1
2189,1
2198,1
2200,1
2201,1
2202,1
2203,1
2205,1
2213,1
2215,1
2219,1
2221,1
2222,1
2226,1
2227,1
2228,1
2230,1
2231,1
2237,1
2238,1
2248,1
2702,1
2707,1
2712,1
2735,1
2821,1
2823,1
2829,1
2833,1
2839,1
2842,1
2846,1
2850,1
2852,1
2854,1
2877,1
2895,1
2897,1
2906,1
2908,1
2909,1
2910,1
2912,1
2914,1
2916,1
2927,1
2928,1
2930,1
2949,1
2950,1
2953,1
2993,1
2994,1
3007,1
3011,1
3013,1
3014,1
3015,1
3016,1
3024,1
3068,1
3090,1
3091,1
3199,1
3206,1
3207,1
3210,1
3218,1
3235,1
3264,1
3269,1
3274,1
3278,1
3279,1
3282,1
3283,1
3284,1
3285,1
3286,1
3293,1
3298,1
3299,1
3300,1
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3313,1
3314,1
3315,1
3316,1
3343,1
3345,1
3348,1
3349,1
3350,1
3351,1
3394,1
3397,1
3436,1
3439,1
3443,1
3751,1
3808,1
3814,1
3864,1
3865,1
3904,1
3909,1
3910,1
3911,1
3912,1
3916,1
3919,1
3920,1
3921,1
3922,1
3924,1
3925,1
3928,1
3930,1
3994,1
3995,1
3998,1
4005,1
4006,1
4009,1
4028,1
4075,1
4076,1
4085,1
4086,1
4087,1
4139,1
4140,1
4141,1
4155,1
4271,1
4292,1
4304,1
4348,1
4421,1
4446,1
4463,1
4480,1
4487,1
4499,1
4802,1
4805,1
4859,1
4860,1
4865,1
4866,1
4869,1
4870,1
5324,1
5325,1
5326,1
5327,1
5346,1
5418,1
5727,1
5728,1
5732,1
5733,1
5743,1
5750,1
5757,1
5781,1
5782,1
5793,1
5798,1
5814,1
5822,1
5832,1
5838,1
5845,1
5859,1
5884,1
5889,1
5897,1
5915,1
5916,1
5919,1
5922,1
5939,1
5940,1
5946,1
5949,1
5988,1
5989,1
5991,1
5992,1
5993,1
5994,1
5995,1
6015,1
6016,1
6017,1
6018,1
6019,1
6020,1
6030,1
6054,1
6055,1
6096,1
6097,1
6098,1
6173,1
6174,1
6187,1
6201,1
6208,1
6217,1
6243,1
6245,1
6247,1
6256,1
6349,1
6450,1
6500,1
6537,1
6565,1
6566,1
6569,1
6570,1
6591,1
6597,1
6600,1
6601,1
6615,1
6629,1
6687,1
6719,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6729,1
6732,1
6735,1
6736,1
6737,1
6738,1
6739,1
6740,1
6741,1
6742,1
6743,1
6744,1
6745,1
6746,1
6747,1
6748,1
6755,1
6756,1
6757,1
6764,1
6777,1
6779,1
6786,1
6787,1
6791,1
6794,1
6798,1
6799,1
6800,1
6802,1
6804,1
6807,1
6808,1
6810,1
6812,1
6813,1
6814,1
6815,1
6816,1
6817,1
6818,1
6822,1
6823,1
6824,1
6825,1
6826,1
6827,1
6843,1
6854,1
6858,1
6859,1
6860,1
6915,1
6916,1
6917,1
6921,1
6923,1
6924,1
6926,1
6933,1
6934,1
6935,1
6936,1
6939,1
6942,1
6943,1
6963,1
6964,1
6969,1
6975,1
7049,1
7271,1
7332,1
7407,1
7408,1
7458,1
7462,1
7470,1
7488,1
7490,1
7491,1
7492,1
7493,1
7494,1
7512,1
7513,1
7515,1
7516,1
7517,1
7519,1
7520,1
7539,1
7542,1
7543,1
7594,1
7602,1
7629,1
7690,1
7807,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,1
7816,1
7817,1
7828,1
7830,1
7843,1
7856,1
7879,1
7912,1
7915,1
7916,1
7917,1
7923,1
7935,1
7940,1
7951,1
7956,1
7985,1
7993,1
7994,1
8000,1
8003,1
8012,1
8013,1
8014,1
8026,1
8073,1
8074,1
8075,1
8076,1
8079,1
8089,1
8106,1
8117,1
8157,1
8171,1
8172,1
8173,1
8174,1
8175,1
8177,1
8219,1
8331,1
8332,1
8333,1
8334,1
8344,1
8345,1
8346,1
8347,1
8352,1
8355,1
8360,1
8361,1
8362,1
8363,1
8364,1
8365,1
8366,1
8368,1
8369,1
8374,1
8375,1
8376,1
8380,1
8381,1
8383,1
8384,1
8385,1
8387,1
8388,1
8389,1
8530,1
8805,1
8806,1
8822,1
8914,1
8951,1
8983,1
8984,1
9120,1
9121,1
9185,1
9191,1
9224,1
9225,1
