counter,crmv
41,1
75,1
76,1
89,1
90,1
91,1
104,1
105,1
106,1
107,1
200,1
201,1
202,1
203,1
456,1
480,1
481,1
482,1
484,1
487,1
490,1
491,1
515,1
533,1
539,1
614,1
660,1
661,1
813,1
814,1
891,1
914,1
917,1
918,1
919,1
959,1
962,1
1023,1
1024,1
1200,1
1202,1
1203,1
1204,1
1205,1
1209,1
1210,1
1252,1
1328,1
1331,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1485,1
1750,1
1812,1
1814,1
1815,1
1823,1
1824,1
1828,1
1874,1
1876,1
1940,1
2000,1
2013,1
2014,1
2017,1
2057,1
2059,1
2061,1
2062,1
2063,1
2103,1
2104,1
2105,1
2106,1
2132,1
2201,1
2206,1
2207,1
2209,1
2210,1
2211,1
2224,1
2313,1
2365,1
2370,1
2375,1
2397,1
2398,1
2399,1
2400,1
2407,1
2412,1
2504,1
2525,1
2526,1
2528,1
2530,1
2531,1
2618,1
2688,1
2690,1
2710,1
2724,1
2733,1
2808,1
2824,1
2836,1
2837,1
2904,1
2977,1
2978,1
2981,1
2983,1
3031,1
3045,1
3047,1
3052,1
3053,1
3054,1
3057,1
3058,1
3059,1
3062,1
3063,1
3064,1
3065,1
3066,1
3068,1
3069,1
3071,1
3072,1
3074,1
3075,1
3076,1
3077,1
3078,1
3081,1
3083,1
3085,1
3086,1
3088,1
3090,1
3092,1
3093,1
3095,1
3096,1
3197,1
3219,1
3333,1
3336,1
3393,1
3525,1
3526,1
3527,1
3528,1
3607,1
3637,1
3638,1
3639,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3662,1
3693,1
3789,1
3790,1
3794,1
3842,1
3917,1
4013,1
4042,1
4043,1
4044,1
4045,1
4047,1
4048,1
4051,1
4100,1
4174,1
4271,1
4369,1
4467,1
4469,1
4474,1
4516,1
4568,1
4584,1
4588,1
4595,1
4737,1
4738,1
4768,1
4769,1
4773,1
4805,1
4806,1
4852,1
4853,1
4854,1
4855,1
4856,1
4857,1
4858,1
4862,1
4884,1
4889,1
4913,1
4930,1
4940,1
4976,1
5069,1
5088,1
5164,1
5169,1
5185,1
5186,1
5199,1
5218,1
5219,1
5220,1
5221,1
5222,1
5223,1
5224,1
5225,1
5226,1
5282,1
5283,1
5335,1
5350,1
5365,1
5404,1
5405,1
5407,1
5408,1
5409,1
5412,1
5456,1
5457,1
5459,1
5460,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5478,1
5479,1
5511,1
5532,1
5535,1
5543,1
5558,1
5559,1
5594,1
5638,1
5639,1
5640,1
5641,1
5727,1
5741,1
5742,1
5743,1
5760,1
5761,1
5829,1
5883,1
5929,1
5971,1
6074,1
6122,1
6133,1
6138,1
6139,1
6179,1
6180,1
6188,1
6189,1
6191,1
6192,1
6193,1
6443,1
6453,1
6455,1
6729,1
6806,1
6807,1
6808,1
6907,1
6908,1
6909,1
6924,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,1
7217,1
7218,1
7219,1
7220,1
7221,1
7223,1
7277,1
7285,1
7291,1
7356,1
7360,1
7435,1
7443,1
7445,1
7477,1
7479,1
7480,1
7482,1
7487,1
7509,1
7510,1
7515,1
7543,1
7561,1
7596,1
7663,1
7681,1
7737,1
7739,1
7741,1
7827,1
7844,1
7852,1
7913,1
7983,1
7984,1
7988,1
7989,1
7990,1
7992,1
8010,1
8012,1
8015,1
8016,1
8017,1
8018,1
8019,1
8020,1
8021,1
8022,1
8023,1
8026,1
8035,1
8038,1
8039,1
8040,1
8041,1
8042,1
8045,1
8046,1
8047,1
8048,1
8053,1
8054,1
8060,1
8061,1
8063,1
8064,1
8065,1
8069,1
8070,1
8071,1
8072,1
8073,1
8077,1
8079,1
8081,1
8296,1
8320,1
8369,1
8371,1
8373,1
8375,1
8378,1
8379,1
8384,1
8432,1
8450,1
8456,1
8458,1
8459,1
8461,1
8471,1
8472,1
8473,1
8478,1
8479,1
8486,1
8487,1
8497,1
8515,1
8527,1
8528,1
8530,1
8531,1
8532,1
8541,1
8542,1
8543,1
8544,1
8545,1
8546,1
8548,1
8550,1
8601,1
8604,1
8625,1
8627,1
8629,1
8630,1
8631,1
8632,1
8634,1
8636,1
8639,1
8640,1
8642,1
8643,1
8644,1
8645,1
8646,1
8647,1
8649,1
8650,1
8651,1
8652,1
8654,1
8655,1
8656,1
8657,1
8659,1
8660,1
8661,1
8662,1
8663,1
8676,1
