counter,crmv
3,1
124,1
125,1
241,1
259,1
262,1
267,1
269,1
282,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
297,1
298,1
299,1
304,1
312,1
313,1
318,1
319,1
320,1
324,1
325,1
329,1
330,1
331,1
333,1
334,1
336,1
337,1
338,1
344,1
345,1
346,1
347,1
348,1
349,1
351,1
352,1
380,1
381,1
422,1
423,1
424,1
425,1
441,1
442,1
467,1
472,1
473,1
475,1
477,1
486,1
493,1
520,1
530,1
531,1
532,1
537,1
538,1
549,1
564,1
566,1
572,1
584,1
585,1
588,1
594,1
610,1
624,1
627,1
633,1
634,1
635,1
671,1
677,1
678,1
685,1
686,1
687,1
693,1
694,1
697,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
726,1
731,1
733,1
737,1
738,1
741,1
742,1
743,1
745,1
756,1
757,1
766,1
768,1
772,1
799,1
834,1
835,1
837,1
838,1
843,1
846,1
869,1
870,1
871,1
877,1
878,1
920,1
922,1
929,1
930,1
931,1
933,1
947,1
948,1
949,1
950,1
951,1
954,1
956,1
959,1
1008,1
1010,1
1030,1
1031,1
1032,1
1033,1
1093,1
1094,1
1095,1
1097,1
1098,1
1099,1
1137,1
1160,1
1183,1
1195,1
1206,1
1213,1
1214,1
1215,1
1217,1
1224,1
1225,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1238,1
1240,1
1242,1
1345,1
1348,1
1353,1
1373,1
1377,1
1395,1
1437,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1466,1
1469,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1500,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1527,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1548,1
1549,1
1550,1
1552,1
1553,1
1554,1
1555,1
1556,1
1558,1
1607,1
1629,1
1634,1
1635,1
1684,1
1690,1
1691,1
1693,1
1699,1
1700,1
1710,1
1714,1
1715,1
1736,1
1774,1
1783,1
1800,1
1810,1
1812,1
1824,1
1829,1
1850,1
1851,1
1871,1
1892,1
1893,1
1894,1
1900,1
1964,1
1977,1
1979,1
1984,1
1987,1
2002,1
2004,1
2053,1
2055,1
2112,1
2147,1
2148,1
2150,1
2151,1
2157,1
2164,1
2167,1
2188,1
2189,1
2191,1
2216,1
2231,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2304,1
2305,1
2346,1
2353,1
2355,1
2369,1
2371,1
2377,1
2380,1
2387,1
2391,1
2397,1
2400,1
2406,1
2443,1
2504,1
2505,1
2506,1
2507,1
2508,1
2530,1
2531,1
2532,1
2573,1
2575,1
2577,1
2583,1
2585,1
2587,1
2592,1
2593,1
2594,1
2596,1
2597,1
2600,1
2603,1
2604,1
2605,1
2606,1
2610,1
2611,1
2613,1
2617,1
2621,1
2622,1
2623,1
2624,1
2625,1
2627,1
2628,1
2630,1
2631,1
2632,1
2633,1
2636,1
2637,1
2638,1
2640,1
2643,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2652,1
2653,1
2654,1
2655,1
2657,1
2658,1
2660,1
2690,1
2692,1
2865,1
2897,1
2898,1
2899,1
2901,1
2903,1
2904,1
2909,1
2918,1
2927,1
2961,1
2963,1
2964,1
2967,1
2970,1
2971,1
2975,1
2977,1
2984,1
2987,1
3016,1
3021,1
3023,1
3036,1
3037,1
3038,1
3039,1
3040,1
3048,1
3049,1
3050,1
3051,1
3052,1
3065,1
3083,1
3091,1
3103,1
3104,1
3105,1
3112,1
3113,1
3116,1
3117,1
3118,1
3123,1
3126,1
3129,1
3136,1
3137,1
3140,1
3141,1
3142,1
3143,1
3144,1
3145,1
3146,1
3147,1
3149,1
3150,1
3151,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,1
3164,1
3166,1
3168,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,1
3179,1
3181,1
3184,1
3185,1
3188,1
3190,1
3192,1
3193,1
3195,1
3196,1
3200,1
3204,1
3205,1
3207,1
3210,1
3217,1
3218,1
3220,1
3222,1
3223,1
3224,1
3225,1
3227,1
3228,1
3230,1
3231,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3252,1
3253,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
