counter,crmv
189,1
194,1
196,1
197,1
199,1
226,1
234,1
278,1
281,1
295,1
348,1
449,1
483,1
484,1
518,1
534,1
535,1
552,1
624,1
625,1
753,1
816,1
977,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1059,1
1060,1
1062,1
1063,1
1067,1
1068,1
1070,1
1112,1
1160,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1266,1
1347,1
1364,1
1365,1
1366,1
1367,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1445,1
1604,1
1605,1
1606,1
1607,1
1640,1
1646,1
1649,1
1655,1
1771,1
1780,1
1781,1
1782,1
1785,1
1787,1
1788,1
1791,1
1793,1
1796,1
1797,1
1800,1
1807,1
1808,1
1812,1
1815,1
1816,1
1817,1
1818,1
1822,1
1824,1
1827,1
1864,1
1916,1
1918,1
2010,1
2013,1
2014,1
2048,1
2072,1
2289,1
2290,1
2291,1
2292,1
2294,1
2312,1
2326,1
2327,1
2328,1
2416,1
2417,1
2421,1
2426,1
2427,1
2428,1
2431,1
2452,1
2492,1
2520,1
2577,1
2669,1
2671,1
2780,1
2866,1
2949,1
3048,1
3092,1
3094,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3156,1
3162,1
3183,1
3185,1
3283,1
3361,1
3362,1
3363,1
3368,1
3370,1
3371,1
3372,1
3373,1
3503,1
3642,1
3660,1
3715,1
3761,1
3762,1
3763,1
3764,1
3765,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,1
3840,1
4009,1
4010,1
4011,1
4012,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4132,1
4251,1
4252,1
4253,1
4258,1
4260,1
4261,1
4298,1
4299,1
4331,1
4550,1
4551,1
4690,1
4802,1
4868,1
4920,1
4970,1
4980,1
4981,1
4982,1
4983,1
4984,1
4985,1
5008,1
5009,1
5010,1
5012,1
5013,1
5014,1
5017,1
5018,1
5019,1
5020,1
5092,1
5094,1
5111,1
5159,1
5160,1
5161,1
5162,1
5164,1
5256,1
5322,1
5323,1
5324,1
5354,1
5355,1
5356,1
5357,1
5358,1
5420,1
5437,1
5487,1
5565,1
5611,1
5624,1
5657,1
5658,1
5659,1
5662,1
5663,1
5664,1
5924,1
5925,1
6067,1
6107,1
6113,1
6236,1
6238,1
6269,1
6284,1
6286,1
6291,1
6293,1
6294,1
6349,1
6413,1
6414,1
6511,1
6536,1
6537,1
6545,1
6584,1
6599,1
6602,1
6604,1
6605,1
6607,1
6608,1
6611,1
6614,1
6621,1
6622,1
6635,1
6753,1
6756,1
6757,1
6796,1
6811,1
6812,1
6815,1
6817,1
6818,1
6819,1
6822,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,1
6833,1
6834,1
6835,1
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,1
6843,1
6844,1
6845,1
6848,1
6849,1
6850,1
6851,1
6852,1
6853,1
6854,1
6860,1
6869,1
6870,1
6871,1
6878,1
6879,1
6882,1
6883,1
6885,1
6886,1
6887,1
6889,1
6890,1
6892,1
6893,1
6904,1
6943,1
6944,1
6984,1
6985,1
6986,1
6987,1
6988,1
7051,1
7079,1
7082,1
7111,1
7316,1
7387,1
