counter,crmv
136,1
209,1
210,1
211,1
215,1
217,1
220,1
221,1
236,1
246,1
247,1
284,1
365,1
538,1
549,1
550,1
643,1
655,1
658,1
659,1
661,1
744,1
749,1
750,1
752,1
754,1
757,1
760,1
761,1
762,1
763,1
777,1
778,1
779,1
806,1
898,1
1022,1
1113,1
1141,1
1142,1
1163,1
1167,1
1168,1
1212,1
1219,1
1220,1
1221,1
1222,1
1255,1
1265,1
1400,1
1406,1
1469,1
1480,1
1483,1
1570,1
1577,1
1578,1
1631,1
1649,1
1652,1
1653,1
1654,1
1747,1
1821,1
1877,1
1908,1
1910,1
1911,1
1912,1
1913,1
1934,1
1938,1
1951,1
1952,1
2007,1
2008,1
2038,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2278,1
2377,1
2378,1
2379,1
2380,1
2412,1
2414,1
2505,1
2507,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2519,1
2521,1
2524,1
2525,1
2526,1
2527,1
2529,1
2530,1
2531,1
2532,1
2533,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2544,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2576,1
2577,1
2625,1
2626,1
2652,1
2676,1
2678,1
2844,1
2938,1
3041,1
3066,1
3082,1
3135,1
3171,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,1
3287,1
3313,1
3318,1
3354,1
3355,1
3356,1
3550,1
3553,1
3567,1
3568,1
3627,1
3716,1
3915,1
3916,1
3920,1
3921,1
3946,1
4033,1
4046,1
4213,1
4214,1
4215,1
4218,1
4282,1
4423,1
4555,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,1
4565,1
4567,1
4568,1
4569,1
4570,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4584,1
4585,1
4587,1
4588,1
4589,1
4591,1
4592,1
4596,1
4597,1
4600,1
4601,1
4602,1
4603,1
4605,1
4606,1
4607,1
4610,1
4616,1
4621,1
4632,1
4633,1
4635,1
4640,1
4673,1
4682,1
4684,1
4691,1
4707,1
4820,1
4826,1
4827,1
4832,1
4982,1
4989,1
4990,1
4992,1
4993,1
4994,1
4995,1
5011,1
5083,1
5084,1
5085,1
5086,1
5087,1
5088,1
5091,1
5092,1
5093,1
5094,1
5095,1
5096,1
5097,1
5113,1
5116,1
5173,1
5174,1
5209,1
5215,1
5268,1
5326,1
5398,1
5405,1
5407,1
5411,1
5412,1
5414,1
5416,1
5427,1
5428,1
5429,1
5430,1
5469,1
5470,1
5471,1
5472,1
5473,1
5474,1
5475,1
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,1
5483,1
5484,1
5485,1
5487,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5501,1
5508,1
5671,1
5693,1
5694,1
5725,1
5726,1
5729,1
5746,1
5747,1
5748,1
5749,1
5752,1
5787,1
5788,1
5789,1
5900,1
5902,1
5926,1
5950,1
5951,1
6053,1
6054,1
6058,1
6059,1
6063,1
6067,1
6069,1
6070,1
6072,1
6073,1
6079,1
6082,1
6086,1
6087,1
6088,1
6089,1
6091,1
6096,1
6097,1
6098,1
6099,1
6100,1
6101,1
6102,1
6103,1
6104,1
6105,1
6106,1
6107,1
6108,1
6109,1
6110,1
6111,1
6112,1
6113,1
6114,1
6115,1
6117,1
6119,1
6120,1
6121,1
6122,1
6125,1
6126,1
6127,1
6128,1
6130,1
6131,1
6134,1
6135,1
6136,1
6138,1
6140,1
6143,1
6146,1
6148,1
6150,1
6152,1
6159,1
6161,1
6162,1
6163,1
6164,1
6169,1
6176,1
6177,1
6179,1
6180,1
6181,1
6183,1
6188,1
6190,1
6194,1
6195,1
6196,1
6198,1
6200,1
6204,1
6206,1
6207,1
6210,1
6211,1
6216,1
6219,1
6233,1
6234,1
6236,1
6238,1
6239,1
6240,1
6242,1
6245,1
6246,1
6247,1
6252,1
6254,1
6255,1
6258,1
6263,1
6264,1
6265,1
6267,1
6269,1
6274,1
6275,1
6276,1
6277,1
6278,1
6279,1
6282,1
6283,1
6284,1
6285,1
6286,1
6288,1
6289,1
6291,1
6293,1
6294,1
6295,1
6296,1
6299,1
6301,1
6304,1
6305,1
6306,1
6308,1
6311,1
6312,1
6317,1
6319,1
6325,1
6328,1
6333,1
6337,1
6338,1
6342,1
6343,1
6344,1
6345,1
6346,1
6347,1
6351,1
6352,1
6354,1
6520,1
6902,1
6913,1
6916,1
6918,1
6920,1
6922,1
6923,1
6925,1
6928,1
6929,1
6931,1
6933,1
6938,1
6945,1
6984,1
6992,1
7023,1
7052,1
7150,1
7222,1
7228,1
7229,1
7288,1
7345,1
7350,1
7365,1
7366,1
7367,1
7369,1
7373,1
7375,1
7381,1
7384,1
7385,1
7386,1
7422,1
7424,1
7433,1
7441,1
7458,1
7472,1
7480,1
7506,1
7543,1
7544,1
7642,1
7654,1
7938,1
7948,1
7965,1
8145,1
8147,1
8148,1
8149,1
8157,1
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8185,1
8221,1
8231,1
8232,1
8233,1
8234,1
8235,1
8236,1
8281,1
8325,1
8326,1
8487,1
8568,1
8575,1
8582,1
8583,1
8584,1
