username1,pagetitle1,pagetitle2,counter,hop
AshleyEN,User:AshleyEN,Talk:Smilodontini,11,-1
AshleyEN,Talk:Smilodontini,User:AshleyEN/sandbox,12,-1
My1xT,Mushibugyo,Wikipedia:Articles for deletion/Creepypasta (2nd nomination),187,-1
My1xT,Wikipedia:Articles for deletion/Creepypasta (2nd nomination),Creepypasta,189,1
My1xT,User talk:My1,Animelo Summer Live,192,5
Runningonfaith,Wildlife of Bangladesh,User:Runningonfaith,210,-1
Runningonfaith,User:Runningonfaith,Tourism in Bangladesh,212,4
Zvezda Soyuz,University of Wollongong,User:Zvezda Soyuz,333,-1
Zvezda Soyuz,List of University of Wollongong people,The University of Wollongong,401,1
Zvezda Soyuz,The University of Wollongong,User:Zvezda Soyuz/sandbox,402,-1
Zvezda Soyuz,IHMRI,UOWD,563,-1
Zvezda Soyuz,UOWD,SBS,564,3
Zvezda Soyuz,List of University of Wollongong people,The University of Wollongong in Dubai,569,2
Zvezda Soyuz,Wollongong Univ,Talk:University of Wollongong,576,-1
Zvezda Soyuz,University of Wollongong Australia,Wollongong Uni,583,1
Zvezda Soyuz,University of Wollongong,"Ebenezer International School, Dhaka",612,4
Zvezda Soyuz,University of Wollongong,List of countries by future GDP (PPP) per capita estimates,636,3
Zvezda Soyuz,University of Wollongong,Univ Wollongong,661,1
Zvezda Soyuz,University of Wollongong,User talk:Werieth,723,-1
Malmendras,Wikipedia:WikiProject Transport/Maritime transport task force/Participants,User:Malmendras,739,-1
Malmendras,User:Malmendras,User:Malmendras/sandbox,740,-1
Malmendras,User:Malmendras/sandbox,User:Malmendras/America's Marine Highway Program,746,-1
X-Y Kua,User:X-Y Kua,Cold Feet,794,-1
X-Y Kua,User:X-Y Kua,User:X-Y Kua/sandbox,812,-1
X-Y Kua,User talk:The Raven's Apprentice/Userboxes,User:X-Y Kua/Userboxes,816,-1
X-Y Kua,User:X-Y Kua,Victoria Institution,824,-1
X-Y Kua,User:X-Y Kua,List of schools in Kuala Lumpur,826,-1
Tawhite2013,User:Tawhite2013/sandbox,Wikipedia:Training/For students/Training feedback,836,-1
Tawhite2013,Wikipedia:Training/For students/Training feedback,User:Tawhite2013,837,-1
Tawhite2013,User:Tawhite2013,User:Tawhite2013/sandbox,838,-1
Tawhite2013,Behavioral medicine,User talk:Tristin Louise/sandbox,844,-1
Tawhite2013,User talk:Tristin Louise/sandbox,Talk:Institutional abuse,845,-1
Anangpalchauhan,User:Anangpalchauhan/sandbox,User:Anangpalchauhan,891,-1
Anangpalchauhan,User:Anangpalchauhan/sandbox,Mal Majra,897,-1
Meggington,Michael Vey: Rise of the Elgen,User:Meggington,902,-1
Arivera92,Foreign Disease Weed Science Research Unit,"Template:Egyptian presidential election, 2014",1095,-1
Arivera92,"Template:Egyptian presidential election, 2014","Egyptian presidential election, 2014",1098,2
Al-Hakim bi-Amr Allah,Talk:Tell Rasm El Hadeth,Bar Elias,1212,-1
Molnardaniel63,List of twin towns and sister cities in Asia,Mosques in Nagorno-Karabakh,1221,3
Molnardaniel63,Nagorno-Karabakh,User talk:Molnardaniel63,1224,-1
Molnardaniel63,User talk:Molnardaniel63,Airbus A340,1225,5
Molnardaniel63,Rufat Dadashov,User talk:GiantSnowman,1230,-1
Molnardaniel63,Kura–Araxes culture,User:Molnardaniel63,1238,-1
Molnardaniel63,User:Molnardaniel63,"International Business School, Budapest",1239,5
Molnardaniel63,Stepanakert Airport,Khojaly massacre commemoration,1243,2
Molnardaniel63,Khojaly massacre commemoration,Organizational culture,1244,3
Nzlimz,User:Nzlimz,Opel Cascada,1251,-1
TheBenk,Wikipedia:Training/For students/Training feedback,User talk:TheBenk,1274,-1
TheBenk,User:TheBenk,User talk:Lbkeane,1277,-1
TheBenk,User talk:Lbkeane,User talk:Neonjesusfreak,1278,-1
TheBenk,User talk:Neonjesusfreak,User:TheBenk/sandbox,1279,-1
