username1,pagetitle1,pagetitle2,counter,hop
FindingStormNemo,Ford Ranchero,User talk:FindingStormNemo,93,-1
Harry Norman,User:Harry Norman/sandbox,User talk:Harry Norman,166,-1
Jj999k4k,User:Jj999k4k,French toast,168,-1
Weisson123,User talk:Cst17,User:HostBot,201,-1
Lolgag98,Irregular galaxy,User talk:Lolgag98,258,-1
Epicmarriott88,Police brutality in the United States,User talk:Epicmarriott88,356,-1
Goldjoe10,Immigration,User talk:Goldjoe10,395,-1
Katy Sweeteart.,Rebecca Lee Crumpler,User talk:Katy Sweeteart.,452,-1
Katy Sweeteart.,User talk:Katy Sweeteart.,Extended play,453,1
Larry Decker,User talk:Larry Decker,Template:Wikipedias,595,5
Scot Ric Scot Ric,User talk:Scot Ric Scot Ric,User:Scot Ric Scot Ric/Wikipedia discussion - death penalty,670,-1
Adamgawlowski,Backstaff,User talk:Adamgawlowski,709,-1
RGlnaXRhbE9jZWFu,User:RGlnaXRhbE9jZWFu,User talk:FrigidNinja,775,-1
Ehart1999,Committee of correspondence,User talk:Ehart1999,863,-1
Maxibon24,Mark Oliphant,User:Maxibon24,901,-1
Maxibon24,User:Maxibon24,Slender Man,902,-1
Fpsmettalica,Tokay gecko,User talk:Fpsmettalica,938,-1
SuicidalReligion,Generator (Bad Religion album),User:SuicidalReligion,1181,-1
Chelsea1347311,Taiwan,User:Chelsea1347311,1192,-1
Cfa1998,The Amazing Race 22,User talk:Cfa1998,1288,-1
Doublefirstname,User talk:Doublefirstname,Hippie,1486,-1
Stuartbenn,Isaac,User talk:C.Fred,1633,-1
Stuartbenn,User talk:C.Fred,User:C.Fred,1634,-1
Stuartbenn,User:C.Fred,User talk:Σ,1635,-1
Pignuss9,User talk:NickW557,User talk:Pignuss9,1658,-1
Benster1510,Soup,User talk:Benster1510,1664,-1
Lolwiki1290,User talk:Lolwiki1290,Nickelodeon,1775,3
Lolwiki1290,User talk:Lolwiki1290,Caribbean,1779,1
Tomrocksocks,User talk:Tomrocksocks,Fife and drum corps,1916,-1
Dariosurfing,User:Dariosurfing,Alberto Santos-Dumont,1932,-1
Dariosurfing,Carles Puyol,User talk:Dariosurfing,1940,-1
Bordiedude,"St Paul's Catholic School, Milton Keynes",User:Bordiedude/sandbox,2005,-1
Niisapu,Killing vector field,User talk:Niisapu,2103,-1
Saralikesart,OMG Girlz,User talk:Saralikesart,2267,-1
JJHOHO3,Godzilla,User talk:C.Fred,2275,-1
Rivers2001,Talk:Hank Aaron,User talk:Rivers2001,2297,-1
Petahparkah,Yellow,User talk:Petahparkah,2335,-1
Ifeltn01,User talk:Ifeltn01,DVD,2380,1
Rick ciarrocchi,2013 Kids' Choice Awards,User:Rick ciarrocchi,2390,-1
Businesstycoonsindia,Raj Kundra,User talk:Businesstycoonsindia,2431,-1
Godzilla1999,Talk:Renewable energy,User talk:Godzilla1999,2441,-1
Khursheed Khan Video,The Bullitts,User talk:Khursheed Khan Video,2481,-1
Break-these-walls-down,Silkie,User talk:Break-these-walls-down,2544,-1
Zombiedude101z,Henri Becquerel,User talk:Zombiedude101z,2749,-1
Unicin,Korean,User talk:Unicin,2775,-1
Popdoris,Fuck off,User talk:James086,2828,-1
XxSNiP3RxxL33TW33D420xX,User talk:Seaphoto,User talk:XxSNiP3RxxL33TW33D420xX,2872,-1
Dclar1111,McGrath Foundation,User talk:Dclar1111,2911,-1
Filplumb,User talk:Peter James,Luke Marshall,3014,-1
Pussyripper,YG (rapper),User talk:Pussyripper,3173,-1
Ethansaidyolo,Anubis,User talk:Ethansaidyolo,3206,-1
Ellen linihan,User:Ellen linihan/sandbox,Integrated library system,3218,-1
Ellen linihan,Integrated library system,User talk:Ellen linihan,3230,-1
Chribastion,User talk:Chribastion,Goliad massacre,3351,-1
Katsruleall123,Heart scarab,User talk:Rocketrod1960,3486,-1
Bingholebingus,Riddlesdown Collegiate,User talk:Bingholebingus,3617,-1
Mine turd,Nintendo,User talk:Mine turd,3748,-1
Mine turd,User talk:Mine turd,Wii U,3749,1
Son of the northman,"Cliff Island, Maine",User talk:Son of the northman,3755,-1
Paloo97,AP Calculus,User:Paloo97,3806,-1
Paloo97,User:Paloo97,Nothing,3808,-1
Gotricebeeotch,Do No Harm (TV series),User talk:Gotricebeeotch,3874,-1
Wan yik hay,Ross 128,User talk:Wan yik hay,3965,-1
Michael9183,Website,User talk:Michael9183,3991,-1
Alexandre.tsuladze,Jemal Inaishvili,User talk:Alexandre.tsuladze,4068,-1
LuisLakers24,"Tom Lister, Jr.",User talk:LuisLakers24,4104,-1
Jacob Hamm,George S. Patton,User talk:Jacob Hamm,4170,-1
Qwertyduck576,Homo floresiensis,User talk:Qwertyduck576,4174,-1
DanyCheeto,User:DanyCheeto,Deyes High School,4254,-1
Chris999cs,George Meade,User talk:Σ,4283,-1
Smartboy10111,Talk:Aristotle,User talk:Smartboy10111,4301,-1
AuggiePaoli,User:AuggiePaoli,User talk:FreeRangeFrog,4311,-1
Wilson Bitoque,Presseck,User talk:Wilson Bitoque,4476,-1
Hihihihihijiji,Mmmuffins,User talk:Hihihihihijiji,4577,-1
Herpaderpity,Maine,User talk:Herpaderpity,4731,-1
RainbowBacon69,Panna cotta,User talk:RainbowBacon69,4832,-1
Curtbone77,List of The Fairly OddParents episodes,User talk:Curtbone77,4965,-1
Three1two,User:Three1two,Plasma (physics),4978,-1
Toad005,Hare Raising Havoc,User talk:Eyesnore,5133,-1
Rionski,User talk:Rionski,Rowan Atkinson,5177,4
Thedarkknight118,John Jacob Astor,User talk:Thedarkknight118,5194,-1
Wethex,User talk:Master of Puppets,User talk:Wethex,5212,-1
Blasphemous Jew,NRS social grade,User talk:Blasphemous Jew,5215,-1
Jdocker420,Abandon All Ships,User:Jdocker420/sandbox,5319,-1
