username1,pagetitle1,pagetitle2,counter,hop
Unlabled,User:Unlabled/sandbox,Amy K. Nelson,2,-1
Unlabled,User:Unlabled,Paxton Crawford,4,-1
Stormyr3,Irony,User:Stormyr3,15,-1
Avion365,User:Avion365,Talk:Ukrainian Air Force Ilyushin Il-76 shoot-down,42,-1
Avion365,User talk:Mondolkiri1,Talk:2014 pro-Russian unrest in Ukraine,52,-1
Letdamusikplay,User talk:Letdamusikplay,User talk:Letdamusikplay,62,-1
Letdamusikplay,User talk:Letdamusikplay,User:Letdamusikplay,65,-1
EditorOfPi,Meat,User:EditorOfPi,97,-1
Ftzs09,Telegraph Avenue,Wikipedia:WikiAfrica/Curate Africa,116,-1
Ftzs09,Wikipedia:WikiAfrica/Curate Africa,Svea Josephy,117,5
Ftzs09,Svea Josephy,User:Ftzs09,123,-1
HAMINGLY,User:HAMINGLY,User:HAMINGLY/sandbox,131,-1
Peacethun,User:Peacethun,Pheu Thai Party,133,-1
KIDDxALEX,Finding Dory,User:KIDDxALEX,149,-1
KIDDxALEX,User:KIDDxALEX,Finding Nemo,150,-1
Manhattan430,User:Manhattan430/sandbox,User:Manhattan430,165,-1
Jimmyzhu123,User talk:GUYANCHI,User:Mr. Straub/fuyangq,181,-1
Andre-CCT,Wikipedia:Canada Education Program/Courses/The Rhetoric of Digital and Interactive Media Environments WI13 (Rhonda McEwen)/Students,Wikipedia:Canada Education Program/Courses/The Rhetoric of Digital and Interactive Media Environments WI13 (Rhonda McEwen)/Students,197,-1
Andre-CCT,Wikipedia:Canada Education Program/Courses/The Rhetoric of Digital and Interactive Media Environments WI13 (Rhonda McEwen)/Students,User:Andre-CCT/sandbox,198,-1
Andre-CCT,User:Andre-CCT/sandbox,User:Andre-CCT,204,-1
Andre-CCT,Wikipedia:Canada Education Program/Courses/The Rhetoric of Digital and Interactive Media Environments WI13 (Rhonda McEwen)/Students,St. Marcellinius Secondary School,212,5
DanielSee2000,User:DanielSee2000,Ryan Houck,235,-1
Tree19,User talk:Sethant,User:Tree19,240,-1
Tree19,User:Tree19,Heat generation in integrated circuits,241,5
Tree19,User talk:Sethant,User:Tree19/sandbox,245,-1
Tree19,User talk:Sethant,User talk:BeatlesFan65,247,-1
Tree19,User talk:Sethant,User:OITowl3/sandbox,249,-1
Tree19,User talk:Sethant,Lithium–air battery,251,2
Menalkhan92,Wikipedia:Canada Education Program/Courses/The Rhetoric of Digital and Interactive Media Environments WI13 (Rhonda McEwen)/Students,Wikipedia:Canada Education Program/Courses/The Rhetoric of Digital and Interactive Media Environments WI13 (Rhonda McEwen)/Students,254,-1
BobbyJohnsonWorld,User:BobbyJohnsonWorld,Bobby Johnson,273,-1
