username1,pagetitle1,pagetitle2,counter,hop
Shepherd of Fire,User talk:Walter G?litz/Archived Talk to 2013-12,Talk:The Devil Wears Prada discography,48,-1
Shepherd of Fire,Talk:The Devil Wears Prada discography,Talk:The Devil Wears Prada (band),49,-1
Shepherd of Fire,Talk:The Devil Wears Prada discography,Talk:Disarm the Descent,51,-1
Shepherd of Fire,User talk:Walter G?litz/Archived Talk to 2013-12,Common Courtesy (album),115,-1
Pakistan230,Dinga,User:Pakistan230,179,-1
Marthyn Phrytz,User talk:Versageek,List of companies of Ghana,234,-1
Marthyn Phrytz,User:Marthyn Phrytz,User talk:Marthyn Phrytz,236,-1
Marthyn Phrytz,User talk:Natsubee,User talk:Enock4seth,239,-1
Tauqeer Tariq,User:Tauqeer Tariq,User:Tauqeer Tariq,263,-1
Ituta,User:Ituta,Talk:Feminist political theory,268,-1
Ituta,Education Program talk:Graduate Institute of International and Development Studies/Gender and International Affairs (Fall 2013)/Timeline,User:Ituta/sandbox,271,-1
Ituta,Education Program talk:Graduate Institute of International and Development Studies/Gender and International Affairs (Fall 2013)/Timeline,User:Ituta/Course page,310,-1
Ituta,User:Ituta/Course page,Wikipedia:Education noticeboard,320,-1
Ituta,User:Ituta/Course page,User:FeministGeekOBE,325,-1
Ituta,User:FeministGeekOBE,User talk:BurcuMentes,327,-1
Ituta,User:Ituta/Course page,User talk:Kazushige Kobayashi,329,-1
Ituta,User:Ituta/Course page,Wikipedia:Administrators' noticeboard,337,5
KathrynDockter,User talk:KathrynDockter,Histrionic personality disorder,414,1
Janus von Abaton,Michael Corballis,User talk:Lova Falk,446,-1
Janus von Abaton,User talk:Janus von Abaton,Edward Burnett Tylor,457,3
Jptvgrey,User:Jptvgrey,Togtokht? wang,465,-1
Jptvgrey,Schaffer-Vega Diversity System,User talk:Binksternet,496,-1
Jptvgrey,User talk:Binksternet,Ken Schaffer,500,4
Sara8s001,Talk:Tilted block faulting,User talk:Sadeghm2010/sandboxsemailophiolite,1062,-1
