username1,pagetitle1,pagetitle2,counter,hop
Jjfun,Learning Express Toys,User talk:Jjfun,87,-1
GMTV Sunshine,User talk:AxG,Disney XD (Europe),111,4
DaGrape,User:DaGrape,User talk:Mr Trollz 123,207,-1
SexyMofuckinBeast,Nissan Skyline,Wikipedia:Edit filter/False positives/Reports,290,-1
채널 11번과 22번은 에스비에스입니다 시즌2,Pojangmacha,User talk:채널 11번과 22번은 에스비에스입니다 시즌2,586,-1
Jamal Ahmed GM,User:Jamal Ahmed GM,Genetically modified food controversies,645,-1
ChrisbXD,South Hampstead High School,User:ChrisbXD,890,-1
LoserBoy123,Kapunda,User talk:LoserBoy123,1051,-1
Xxxxyyyyzzzz,Rhona Simpson,User talk:C.Fred,1072,-1
Jvinieclow,Saskatoon Blades,User:Jvinieclow/Birtle Collegiate Croquet Team,1129,-1
Jvinieclow,User:Jvinieclow/Birtle Collegiate Croquet Team,Jacob Trouba,1130,-1
Medomonen,User:Medomonen,Kapunda,1253,-1
Thatsmyname123,Bat,User:Thatsmyname123,1281,-1
22222222YOLOSWAG2222222,Mondo Media,User talk:22222222YOLOSWAG2222222,1520,-1
Missy2325,Jamba Juice,User talk:Missy2325,2312,-1
CamillaAyyyeee,User:CamillaAyyyeee,Talk:Midnight Memories,2355,-1
Piercekid123,Battle of the Alamo,User talk:Piercekid123,2617,-1
Weedsmoker247,Helloween,User talk:Weedsmoker247,2709,-1
DRGENITALIA,User:DRGENITALIA,User talk:EvergreenFir,2726,-1
ChangeAllTheInfo,Justin Medlock,User talk:Bongwarrior,2823,-1
ChangeAllTheInfo,User talk:Bongwarrior,User talk:ChangeAllTheInfo,2825,-1
Completelyrealisticturd,Assassins,User talk:Wtmitchell,2948,-1
Pupp3t1,User talk:GregorB,Profanity,2984,4
0909ki,Template:NCAA Season 89 men's basketball,User talk:0909ki,3091,-1
Slenderchick,User talk:Yoe,User:Slenderchick/UserProfileIntro,3123,-1
2013 Owner,User talk:Bonusballs,User talk:2013 Owner,3199,-1
XxVao,User talk:Mark Arsten,User talk:Mark Arsten,3330,-1
Parfait3000,User talk:Fluffernutter,Grumpy Cat,3498,-1
K-Shanky,Sylvia Earle,User:K-Shanky,3571,-1
ItsElGato,Jessie Rogers,User talk:ItsElGato,3591,-1
ItsElGato,User talk:ItsElGato,User talk:Thomas.W,3592,-1
Warmachinerox197,Papua New Guinea,User talk:Warmachinerox197,3675,-1
Royce bolton,Public toilet,User:Royce bolton,3688,-1
Royce bolton,User:Royce bolton,Wikipedia:Deletion process,3689,-1
Frans Shikulo,Talk:Lil Wayne,User talk:Frans Shikulo,3741,-1
ImBackHerobrine,Edward Snowden,User talk:ImBackHerobrine,3861,-1
Jimmybunnet,Bill Struth,User talk:Escape Orbit,3904,-1
Bobsheldon17,West Parley,User talk:Bobsheldon17,3916,-1
Anonnnn123,Lava lamp,User:Anonnnn123,4085,-1
Regular-bypasser,User talk:Asukite,User talk:Regular-bypasser,4138,-1
Flarn 2013,Louis C.K.,User talk:Flarn2006,4246,-1
Liamsport,"Kempsey, New South Wales",User talk:C.Fred,4274,-1
Liamsport,User talk:C.Fred,"Kempsey, New South Wales",4275,5
Bkchristmann,Electric toothbrush,User talk:Bkchristmann,4291,-1
1cruisefan,List of songs considered the best,User:1cruisefan/sandbox,4401,-1
1cruisefan,User:1cruisefan/sandbox,Over My Head (Fleetwood Mac song),4404,2
TrelocKidding,Deuterostome,User:TrelocKidding/Automatic taxonomy,4721,-1
River34,Gillotts School,User talk:Aleksa Lukic,4764,-1
River34,User talk:Aleksa Lukic,Highdown School,4765,-1
River34,User talk:Gogo Dodo,User talk:River34,4767,-1
A Goblet and Two Maidens,User talk:Jwhite0316,Talk:Major depressive disorder,4819,-1
A Goblet and Two Maidens,User talk:98.222.142.169,Wikipedia:Requests for page protection,4841,5
FutureMayor1,User:FutureMayor1,Wikipedia talk:No paid advocacy,4882,-1
Isabellaseth,User talk:Isabellaseth,User:Isabellaseth,4911,-1
Patrice chomik,Josh Chomik,User talk:Patrice chomik,4975,-1
Onetroller123,Second Epistle to the Thessalonians,User:Onetroller123,4980,-1
Onetroller123,User:Onetroller123,Urban Dictionary,4981,-1
Watchmewalkaway,Border Collie,Wikipedia:Edit filter/False positives/Reports,5066,-1
Austin Halvosa,User:Austin Halvosa,User talk:Ishdarian,5089,-1
Ran ran ruu,User:Ran ran ruu,Kitty Pryde,5107,-1
Footballfan169,User:Footballfan169,User:EvergreenFir,5351,-1
Footballfan169,NRJ Music Awards 2009,User talk:EvergreenFir,5355,-1
Васи́лий 777,User talk:Dave1185,User talk:BilCat,5366,-1
DeBunnsAGlory,User:DeBunnsAGlory/sandbox,Tire,5413,-1
Another Informer,In My Brother's Shadow,User talk:Another Informer,5636,-1
Hugolg79,User:Hugolg79,David Almond,5698,-1
M3owUsername1,User:M3owUsername1,Courage the Cowardly Dog,5796,-1
TheExecutionerFTW,Homo,User talk:TheExecutionerFTW,5872,-1
Barrackollama5,Anthony Sullivan,User talk:Barrackollama5,5901,-1
TELEPHONESPAM,User talk:TELEPHONESPAM,User talk:JamesBWatson,6059,-1
I Am A Happy Face,User talk:I Am A Happy Face,User:I Am A Happy Face,6178,-1
I Am A Happy Face,Wikipedia:Requests for adminship/Nominate,User talk:I Am A Happy Face,6185,-1
I Am A Happy Face,User talk:I Am A Happy Face,User talk:Largoplazo,6186,-1
Bay Bender,Wikipedia:Edit filter/False positives/Reports,Hayden Ballantyne,6274,4
FRIEDCHICKEN47,Black Panther Party,User talk:FRIEDCHICKEN47,6318,-1
Leo howard 23457,Bilfinger Berger Power Services,User talk:Leo howard 23457,6332,-1
Ilovemyflorida,The Scattering (Cutting Crew),Ooooooohhh... On the TLC Tip,6542,4
Ilovemyflorida,The Scattering (Cutting Crew),Baby Love (Regina song),6571,3
Ilovemyflorida,The Scattering (Cutting Crew),The Scattering (song),6619,1
Ilovemyflorida,The Scattering (Cutting Crew),We All Sleep Alone,6627,3
Supereagle1963,Tunde Banjoko,User talk:Supereagle1963,6761,-1
Rishisoni243,Psi,Wikipedia:Edit filter/False positives/Reports,6802,-1
Malcolm Mcquane,Pig Latin,User talk:Malcolm Mcquane,6805,-1
Highland42,Manila,User talk:Highland42,6827,-1
EliasTheNoob,"Alki Point, Seattle",Wikipedia:Teahouse/Guests/Right column,6869,-1
Hello12345ö,User talk:Hello12345ö,Heckmondwike Grammar School,6880,1
Asiaten-Kenner,Germany,User talk:Asiaten-Kenner,6928,-1
Asiaten-Kenner,User talk:Asiaten-Kenner,Deutschlandlied,6929,-1
Asiaten-Kenner,User talk:Asiaten-Kenner,Barack Obama,6934,-1
Asiaten-Kenner,User talk:Asiaten-Kenner,Papal Apartments,6940,-1
Asiaten-Kenner,Japan,Die Groot Krokodil,6944,3
PickleWinner,Tim Green,User talk:PickleWinner,7085,-1
Acwe0522,User:Acwe0522,User talk:Acwe0522,7107,-1
17plebedev,Beats Electronics,User talk:17plebedev,7173,-1
Jaan Nutash Ali,Groupe Casino,Jaan (album),7242,6
Jaan Nutash Ali,Jaan (album),Classically Mild,7243,2
Jaan Nutash Ali,Yaad,Chanda Ki Doli,7246,2
Jaan Nutash Ali,Chanda Ki Doli,Kismat (Sonu Nigam album),7247,3
Neath14,User:Neath14,Women in Islam,7278,-1
Neath14,User talk:Neath14,Wikipedia:Teahouse/Guests/Right column,7284,-1
