username1,pagetitle1,pagetitle2,counter,hop
Waweru1234567,Pedda chintakuntla,User:Waweru1234567,9,-1
Sam Hollingsworth,User:Sam Hollingsworth,Automotive market in the United States,11,-1
Darkwolf86,OTP banka Srbija,Wikipedia:Tutorial/Editing/sandbox,50,-1
Darkwolf86,Wikipedia:Tutorial/Editing/sandbox,User:Darkwolf86,52,-1
Tetriminos,Wikipedia talk:Statistics,User:Tetriminos,95,-1
Tetriminos,User:Tetriminos,List of Linux adopters,96,-1
Mesmeilleurs,User:Mesmeilleurs,User:Mesmeilleurs/Nederlanden,108,-1
Rjtavares,User talk:Rjtavares,User talk:Rjtavares,115,-1
Rjtavares,User:Rjtavares,Retamal de Llerena,117,-1
Darksoulcraft,User:Darksoulcraft,User:Darksoulcraft,121,-1
ParacusForward,Petros Papadakis,User talk:WikiEditor2563,169,-1
ParacusForward,User talk:WikiEditor2563,User talk:2001:5C0:1000:A:0:0:0:8DD,170,-1
ParacusForward,User talk:2001:5C0:1000:A:0:0:0:8DD,Solar constant,171,4
ParacusForward,Rossford Public Library,Wikipedia:Articles for deletion/Rossford Public Library,176,-1
ParacusForward,User talk:Colbey84,"Core Molding Technologies, Inc",182,-1
ParacusForward,Miss Universe 2014,Wikipedia:Articles for deletion/2016 Formula One Season,184,-1
ParacusForward,Wikipedia:Articles for deletion/2016 Formula One Season,Wikipedia:Articles for deletion/Ishiefu,185,-1
ParacusForward,Wikipedia:Articles for deletion/Ishiefu,User talk:ParacusForward,186,-1
ParacusForward,Mindy Budgor,User talk:Umar farooq miana,188,-1
ParacusForward,Talk:Miss Universe 2014,Wikipedia:Articles for deletion/Pan Pantziarka,203,-1
ParacusForward,Wikipedia:Articles for deletion/Pan Pantziarka,User talk:Amro.elsamra,205,-1
ParacusForward,Wikipedia:Articles for deletion/Log/2013 November 19,Wikipedia talk:Articles for deletion/Fake ABC,209,-1
ParacusForward,User talk:DEATHTOHALEY,Wikipedia:Articles for deletion/Academy Of Financial Trading,215,-1
ParacusForward,Wikipedia:Articles for deletion/Pan Pantziarka,User talk:198.228.216.164,222,-1
ParacusForward,Wikipedia:Articles for deletion/Rossford Public Library,Gross domestic product,227,4
ParacusForward,Portal:Current events/2013 December 14,User talk:1zeroate,233,-1
ParacusForward,User talk:1zeroate,"Brooten, Minnesota",238,-1
ParacusForward,Quora,User talk:Loring408,242,-1
ParacusForward,User talk:Loring408,Pulp Fiction,243,5
ParacusForward,The Goonies,Wikipedia:Teahouse/Guests/Right column,251,-1
ParacusForward,User talk:Davidg58,FreeCell,259,5
ParacusForward,Wave Loch,User talk:Kimdulina,263,-1
ParacusForward,Autocephaly,User talk:Ahmedkanoma,282,-1
ParacusForward,User talk:Tmisch64,Avigdor Ben-Gal,333,4
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,User talk:CensoredScribe,345,-1
ParacusForward,User talk:CensoredScribe,Thomas Powers,346,-1
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2 10,User talk:Moonriddengirl,349,-1
ParacusForward,User talk:CensoredScribe,Walter Schloss,352,-1
ParacusForward,Wikipedia:Contributor copyright investigations/Ardfern 4,User talk:Cyberpower678,403,-1
ParacusForward,User talk:Cyberpower678,Wikipedia:Articles for deletion/Fabiana Tambosi,405,-1
ParacusForward,Wikipedia:Articles for deletion/Log/2014 April 29,Clothing,408,-1
ParacusForward,Clothing,User talk:Justlettersandnumbers,410,-1
ParacusForward,List of Google Doodles (1998–2009),Template talk:Welcome,453,-1
ParacusForward,Template talk:Welcome,Balloon fetish,455,4
Communist-USSR,User talk:Communist-USSR,Essence of Time (movement),634,-1
Communist-USSR,User talk:Communist-USSR,Socialist Party of Serbia,656,-1
Communist-USSR,User talk:Communist-USSR,Maher al-Assad,923,-1
Proonk,Sullivan Stapleton,User talk:Proonk,1011,-1
DeskSitter,User:DeskSitter,Cardiovascular disease,1045,-1
Mohamed moanis,User:Mohamed moanis,Crimean War,1094,-1
Vigneshkumar.b,User:Vigneshkumar.b,User:Vigneshkumar.b,1097,-1
Rahulrokking,User:Rahulrokking,User:Rahulrokking,1103,-1
Mpprivatecapital,Wikipedia talk:Articles for creation/Mitch Parker,User:Mpprivatecapital,1108,-1
Eden Cheng,Four Pillars of Destiny,User:Eden Cheng,1114,-1
Eden Cheng,User:Eden Cheng,Wikipedia:Help desk,1115,-1
Schoenw,User talk:Schoenw,User talk:Aleksa Lukic,1120,-1
Schoenw,YANG,User:Schoenw,1130,-1
Muhammad Ali Aashir,User:Muhammad Ali Aashir/sandbox,Rashid Mehmood (military),1136,-1
Swathi Manohar,User:Swathi Manohar,User talk:Swathi Manohar,1139,-1
Shakhawat.Hossain,User:Shakhawat.Hossain,User:Shakhawat.Hossain,1152,-1
Heythere2343334533,User:Heythere2343334533,Formula One,1159,-1
Chaudhary0489,Word processor,User:Chaudhary0489,1163,-1
Greetingsfromhe,User:Greetingsfromhe,User talk:Greetingsfromhe,1172,-1
Dkschofield,Wikipedia:Sandbox,User:Dkschofield,1188,-1
Tilthe,Talk:Lesbian sexual practices,User:Tilthe,1199,-1
Rabbit Eared Radio Antenae,User:Rabbit Eared Radio Antenae,Federal Bureau of Investigation,1219,-1
Dear singularity...,User:Dear singularity...,Let Me Entertain You (Robbie Williams song),1449,-1
ExileFromGROGGS,Talk:Stephen C. Meyer,User:ExileFromGROGGS,1453,-1
Stolen.diamond,User:Stolen.diamond/sandbox,User:Stolen.diamond,1531,-1
LordRelax,User:LordRelax,User:LordRelax,1565,-1
Mburpee,User:Mburpee,User talk:Mburpee,1590,-1
Kymn3wman,Technology Trust,User:Kymn3wman,1700,-1
Kymn3wman,User:Kymn3wman,Phú Quý,1701,-1
Angy Rivera,User talk:Angy Rivera,Wikipedia:Changing username/Simple,1739,-1
Synsepalum2013,User talk:CactusWriter,User talk:CactusWriter,1743,-1
