username1,pagetitle1,pagetitle2,counter,hop
Shinebright5522,San Jose Edison School,User:Shinebright5522,156,-1
Shinebright5522,User:Shinebright5522,"Clover, South Carolina",157,-1
Shinebright5522,Backpage,User:Shinebright5522/sandbox,210,-1
Stephrhodes12,User:Stephrhodes12,User talk:Stephrhodes12,244,-1
Mrraktima,User:Mrraktima,Meyer Seewald,249,-1
DrVentureWasRight,Registered Retirement Savings Plan,User:DrVentureWasRight,311,-1
DrVentureWasRight,User:DrVentureWasRight/sandbox,User:DrVentureWasRight/sandbox/Shaun Tan,313,-1
DrVentureWasRight,Wayne Dyer,User talk:IngridSFP,327,-1
DrVentureWasRight,User:DrVentureWasRight,Zoe Quinn,331,-1
DrVentureWasRight,User:DrVentureWasRight/sandbox,Coverity,341,-1
DrVentureWasRight,User:DrVentureWasRight,Google Nexus,348,-1
Spartan44,User talk:Spartan44/TWA,User:Spartan44/TWA/Earth,365,-1
ErmengardeTenderstone,User:ErmengardeTenderstone,Coronation of the Holy Roman Emperor,408,-1
Srikanth Aviator,Karimnagar,User:Srikanth Aviator,443,-1
Srikanth Aviator,User:Srikanth Aviator,Karimnagar district,444,2
Srikanth Aviator,Chittoor,User talk:Srikanth Aviator,452,-1
Srikanth Aviator,User talk:Srikanth Aviator/TWA,User:Srikanth Aviator/TWA/Earth,466,-1
Srikanth Aviator,User:Srikanth Aviator,List of first-class cricket records,511,4
Srikanth Aviator,Talk:Ramagundam,Talk:Telangana/to do,538,-1
Srikanth Aviator,Talk:Telangana/to do,Telangana sakinalu,539,-1
BBoniface,Wikipedia:Help desk,Cockpit voice recorder,598,3
BBoniface,Cockpit voice recorder,Black box (transportation),613,2
BBoniface,Cockpit voice recorder,Flight data recorder,620,1
BBoniface,Cockpit voice recorder,Talk:Flight recorder,623,-1
BBoniface,Cockpit voice recorder,Katharina Dalton,662,5
BBoniface,Flight recorder,Wikipedia:WikiProject Articles for creation/Help desk/Archives/2013 December 30,710,-1
Miarren,User:Miarren,Brandi Carlile,723,-1
Miarren,User:Miarren,List of Zoey 101 characters,733,-1
Miarren,User:Miarren,Alex Day,753,-1
Iman Shirwa,User:Iman Shirwa,User talk:Iman Shirwa,764,-1
Aallnu1,User:Aallnu1/sandbox,User talk:Aallnu1,771,-1
MBS1313,Talk:Same-sex marriage,User talk:MBS1313,794,-1
MBS1313,User:MBS1313,User talk:MBS1313/TWA,800,-1
Nielex,User:Nielex,Karim Alrawi,807,-1
Mercer.philosophy,Soul,User:Mercer.philosophy,905,-1
Mercer.philosophy,User talk:BlueMist,Dianoia,913,-1
Nunufarhanah,Jessica Jung,User:Nunufarhanah,1025,-1
Dhanush.K.S,User talk:Dhanush.K.S,User talk:Dhanush.K.S,1032,-1
Zany3781,User:Zany3781,Last Call with Carson Daly,1039,-1
GPAppleyard,User:GPAppleyard,Learning through play,1064,-1
Marc A Turner,User:Marc A Turner,Saint-Georges-le-Fléchard,1072,-1
Marc A Turner,User:Marc A Turner,Stone–Wales defect,1075,-1
Marc A Turner,User:Marc A Turner,User:Marc A Turner/2Alif Mabrouk,1078,-1
Chrsm,User:Chrsm/About you,Wikipedia:Pages needing translation into English,1119,-1
Bbcfan2001,User:Bbcfan2001,Movie theater,1151,-1
KEVINASHBURNER,User:KEVINASHBURNER,User talk:Apparition11,1188,-1
Amphiplex,User:Amphiplex,Elite (video game),1243,-1
Amphiplex,User:Amphiplex,User:Amphiplex/sandbox,1245,-1
KeshavKaps,Mighty Morphin Power Rangers: The Movie (video game),User talk:KeshavKaps,1305,-1
KeshavKaps,User:KeshavKaps,Reflection (computer programming),1318,4
KeshavKaps,User talk:KeshavKaps/TWA,User:KeshavKaps/sandbox,1329,-1
Ollie231213,User:Ollie231213,Talk:List of living centenarians,1730,-1
Gg53000,User talk:Jfmantis,User talk:Stepho-wrs,1964,-1
Gg53000,User talk:UrbanTerrorist,"Swanston Street, Melbourne",2028,-1
Gg53000,User talk:Paracel63,User talk:Rich Farmbrough,2156,-1
Gg53000,User talk:Lexo,User talk:Trappist the monk,2172,5
Gg53000,User talk:Doc9871,User talk:Wrapped in Grey,2180,-1
Gg53000,User talk:John ISEM,User talk:Dan56,2225,-1
Gg53000,User talk:Dan56,Talk:Tesla Motors,2226,-1
Gg53000,Glass Houses,User talk:CZmarlin,2235,-1
Gg53000,User talk:Jtmorgan,Talk:Electric car use by country,2241,-1
Gg53000,User talk:Sevrandy,User talk:Among Men,2255,-1
Gg53000,User talk:Sevrandy,Sgt. Pepper's Lonely Hearts Club Band,2257,4
Gg53000,User talk:Sevrandy,User talk:Klantry01,2259,-1
Gg53000,User talk:Klantry01,Queen at Wembley,2261,4
Gg53000,Talk:Tesla Model S,User talk:This lousy T-shirt,2263,-1
Gg53000,User talk:This lousy T-shirt,User talk:Dslat85,2265,-1
Gg53000,User talk:N2e,User talk:Ricky13051,2268,-1
Gg53000,Top Gear (series 18),User talk:Jamesp157,2273,-1
Gg53000,Talk:BMW i,User talk:A930913,2300,-1
Gg53000,User talk:A930913,Come Dance with Me (song),2301,-1
Gg53000,Come Dance with Me (song),User talk:HaeB,2302,-1
Gg53000,User talk:Mikaey,Talk:Forza Motorsport 4,2316,-1
Gg53000,User talk:TBrandley,User talk:The Car Collection Enthusiast,2324,-1
Gg53000,Ford Focus (third generation),User talk:WDGraham,2327,-1
Gg53000,List of electric cars currently available,User talk:IDnAcGaNrAn8,2338,-1
Gg53000,User talk:ChrisJBenson,User talk:Sepguilherme,2341,-1
Gg53000,User talk:Sepguilherme,User talk:DexDor,2343,-1
Gg53000,User talk:DexDor,User talk:Jtrain82,2344,-1
Gg53000,Zebra crossing,User talk:Emmak10,2365,-1
Gg53000,User talk:Bowjm,User talk:Rich Smith,2412,-1
Twirlypen,User:Twirlypen,1997 European Grand Prix,2427,-1
Twirlypen,User:Twirlypen,Duncan Keith,2433,-1
Twirlypen,2014 Japanese Grand Prix,User talk:Bretonbanquet,2456,-1
Twirlypen,2014 Russian Grand Prix,User talk:Prisonermonkeys,2467,-1
Twirlypen,2014 Formula One season,2014 Brazilian Grand Prix,2486,2
Twirlypen,2014 Brazilian Grand Prix,2015 Formula One season,2490,2
Douglasweathers,User:Douglasweathers,Nintendo eShop,2563,-1
SamTheMusicalGamer,User:SamTheMusicalGamer,Hot Shot (video game),2565,-1
SamTheMusicalGamer,Hot Shot (video game),User:SamTheMusicalGamer,2566,-1
SamTheMusicalGamer,User:SamTheMusicalGamer,Evanescence,2569,3
Arjen37,Mensa International,User talk:Arjen37,2652,-1
Ron belshaw,Fluidized bed combustion,User:Ron belshaw,2678,-1
Powercp,Pilu oil,User:Powercp,2681,-1
Powercp,User:Powercp,"Wikipedia:Joe Tiernan, President, Construction Industry Federation 1998-2000 (Ireland)",2686,-1
Powercp,Wikipedia:Powercp/sandbox,User talk:Powercp,2693,-1
Nypheean172,User:Nypheean172,Jessy Mendiola,2698,-1
Misterbrownstone,User:Misterbrownstone,User talk:203.35.78.169,2736,-1
Misterbrownstone,User talk:203.35.78.169,User talk:Misterbrownstone,2737,-1
Misterbrownstone,User talk:Misterbrownstone,Draft:JT Garbo,2753,-1
Misterbrownstone,Draft:JT Garbo,Draft talk:JT Garbo,2754,-1
GameShowGeek,User talk:GameShowGeek,Wikipedia:Teahouse/Questions,2814,-1
Avraamu,User:Avraamu,Standard RAID levels,3318,-1
Avraamu,Standard RAID levels,User talk:Avraamu,3320,-1
Avraamu,User talk:Avraamu,Gudrun,3321,-1
Avraamu,Gudrun,User:Avraamu/sandbox,3322,-1
Avraamu,User:Avraamu/Illuminati,"St Joseph College, Turnhout",3331,-1
MKayeGSA,User:MKayeGSA,Glasgow School of Art,3338,-1
Loowit research project,Bathurst Mining Camp,User:Loowit research project,3352,-1
ObiWanKenobi11,User:ObiWanKenobi11,Wikipedia:Articles for deletion/Oshkosh East High School,3356,-1
ObiWanKenobi11,Oshkosh Area School District,User talk:RFD,3364,-1
ObiWanKenobi11,Wikipedia:Articles for deletion/Oshkosh East High School,User talk:ObiWanKenobi11,3366,-1
ObiWanKenobi11,User:ObiWanKenobi11,User talk:Hazard-SJ,3417,-1
ObiWanKenobi11,User talk:216.121.181.99,User talk:Mz7,3491,-1
ObiWanKenobi11,User talk:Mz7,Patrick Stump,3492,4
ObiWanKenobi11,User talk:97.116.86.190,New York City Subway in popular culture,3500,5
ObiWanKenobi11,User talk:70.178.242.134,User talk:XSwaglez,3511,-1
ObiWanKenobi11,Tree frog,User talk:198.84.214.46,3515,-1
ObiWanKenobi11,List of career achievements by Michael Jordan,User talk:176.251.191.231,3517,-1
ObiWanKenobi11,User talk:Charlesdrakew,User talk:71.126.47.111,3520,-1
ObiWanKenobi11,User talk:71.126.47.111,User talk:Krazytea,3521,-1
ObiWanKenobi11,User talk:Krazytea,"Lourdes High School (Oshkosh, Wisconsin)",3522,5
ObiWanKenobi11,User:ObiWanKenobi11,User talk:Acetotyce,3553,-1
ObiWanKenobi11,User talk:Brethauerk,General Zod,3555,4
ObiWanKenobi11,User talk:Mediran,User talk:Ckbe702,3562,-1
ObiWanKenobi11,User talk:Ckbe702,User talk:Faizan009,3563,-1
ObiWanKenobi11,User talk:78.143.82.112,List of largest empires,3568,4
DanTheMusicMan2,List of UK Indie Chart number-one singles of 2014,User talk:DanTheMusicMan2,3608,-1
SAUDES,User:SAUDES,FIFA World Rankings,4090,-1
WesternDreamer,Barrel racing,User:WesternDreamer,4096,-1
WesternDreamer,User:WesternDreamer,User talk:WesternDreamer,4097,-1
Sabeer.shobi,User:Sabeer.shobi,User:Sabeer.shobi,4102,-1
Estefaniahrndz,List of awards and nominations received by One Direction,User:Estefaniahrndz,4110,-1
LudRiK,Kevin Howarth,User:LudRiK,4117,-1
LudRiK,User:LudRiK,List of architecture magazines,4118,-1
Pilotniner,User:Pilotniner,Kevin J. Davis,4132,-1
Pilotniner,Kevin J. Davis,Wikipedia:Articles for deletion/Kevin J Davis,4137,-1
John K. Landre,Wikipedia:Help desk,User:John K. Landre/sandbox,4142,-1
John K. Landre,User:John K. Landre/sandbox,Talk:Level of consciousness (Esotericism),4151,-1
John K. Landre,User:John K. Landre/sandbox,User talk:John K. Landre,4170,-1
Xue Fuqiao,User:Xue Fuqiao,Wikipedia:Flow/Newsletter,4185,-1
Xue Fuqiao,Wikipedia:Flow/Newsletter,User:Xue Fuqiao,4186,-1
Xue Fuqiao,User:Xue Fuqiao,ChatZilla,4189,-1
BOHFGM,User:BOHFGM,Dental sealant,4201,-1
I edited this page,User:I edited this page,2013–14 Ashes series,4230,-1
Sajjad Altaf,Iftikhar Muhammad Chaudhry,User talk:Smsarmad,4238,-1
Sajjad Altaf,User talk:Smsarmad,Noor Pur Baghan,4239,-1
Sajjad Altaf,Noor Pur Baghan,User talk:CutOffTies,4272,-1
Sajjad Altaf,Noor Pur Baghan,User talk:Nikkimaria,4325,-1
