username1,pagetitle1,pagetitle2,counter,hop
Lvansteenvoort,Frederick Augustus Muhlenberg,User:Lvansteenvoort,15,-1
Lvansteenvoort,User:Lvansteenvoort,User:Lvansteenvoort/Berks Heim,17,-1
Lvansteenvoort,Frederick Augustus Muhlenberg,User talk:Dodger67,50,-1
Lvansteenvoort,Wikipedia talk:Articles for creation/Muhlenberg Greene Architects,User talk:Bonkers The Clown,91,-1
Lvansteenvoort,Muhlenberg family,User talk:Sionk,94,-1
Lvansteenvoort,User:Lvansteenvoort,Talk:Rainscreen,154,-1
Aschimelfenig,User:Aschimelfenig,Toxicodynamics,161,-1
113baqir113,Jawdat Al-Qazwini,User:113baqir113,273,-1
Ruebenross,16th Congress of the Philippines,User:Ruebenross,330,-1
Ruebenross,User:Ruebenross,Template:Supernaturalnav,346,-1
Kumbreviciute,User:Kumbreviciute,Rake,349,-1
LucaTea,User:LucaTea,List of festivals in Canada,351,-1
Spyglasses,Antibiotic resistance,Power system harmonics,415,4
MoriTheDreamer,LGBT history in South Korea,User:MoriTheDreamer,855,-1
MoriTheDreamer,User:MoriTheDreamer,LGBT rights in South Korea,856,-1
Linusw1,Armenia in the Eurovision Song Contest 2007,User:Linusw1,921,-1
Linusw1,User:Linusw1,Slovenia in the Eurovision Song Contest 2007,959,-1
Linusw1,User:Linusw1,Sweden in the Eurovision Song Contest 2001,969,-1
Linusw1,User:Linusw1,Denmark in the Eurovision Song Contest 2004,981,-1
Linusw1,User:Linusw1,Eurovision Song Contest 2010,997,-1
Linusw1,User:Linusw1,Montenegro in the Eurovision Song Contest,1027,-1
Linusw1,User:Linusw1,France in the Eurovision Song Contest 2004,1030,-1
Linusw1,User:Linusw1,Finland in the Eurovision Song Contest 1998,1045,-1
Linusw1,User:Linusw1,Israel in the Eurovision Song Contest 2004,1053,-1
Linusw1,User:Linusw1,Lithuania in the Eurovision Song Contest,1066,-1
Linusw1,User:Linusw1,Slovenia in the Eurovision Song Contest 2006,1090,-1
Linusw1,User:Linusw1,Iceland in the Eurovision Song Contest 2005,1102,-1
Ghost49424942,User:Ghost49424942,User talk:Ghost49424942,1363,-1
Ghost49424942,User talk:Ghost49424942,User:Ghost49424942/sandbox,1367,-1
HosseinSagart,User:HosseinSagart,Birjand,1380,-1
Stanbrock,User:Stanbrock,User talk:Stanbrock,1406,-1
BB8904LYF,User:BB8904LYF,"Cronulla, New South Wales",1413,-1
Vnurshaba,Banking Network System of Kosovo,User talk:Vnurshaba,1421,-1
Vnurshaba,User talk:Vnurshaba,User:Vnurshaba/Information network,1425,-1
Hashan22,User:Hashan22,List of libraries in Sri Lanka,1434,-1
Lmcintyre2,User:Tobyhigbie,Whiting Williams,1441,-1
Lmcintyre2,Whiting Williams,User:Lmcintyre2,1474,-1
Lmcintyre2,User:Lmcintyre2,User:Lmcintyre2/Benjamin J. Williams,1475,-1
StevoOnAir,User:StevoOnAir,Extra (TV channel),1482,4
PS171,1945 Anti-Jewish Riots in Tripolitania,User:PS171,1553,-1
Already1329,Speedcubing,User:Already1329,1702,-1
Girlitzerpink,Wikipedia:Categories for discussion/Log/2013 May 18,User:Girlitzerpink,1827,-1
J-ostin,User:J-ostin,Wikipedia:Changing username/Usurpations,1836,5
Suitecaseharry,User:Suitecaseharry,Boyd Coddington,1841,-1
Whyasknow,Shaobing,Shào Bīng,1865,0
Whyasknow,Shào Bīng,Shao bing,1866,0
Whyasknow,User:Whyasknow,Cinema of China,1876,-1
EinVaktel,User:EinVaktel,User:EinVaktel,1898,-1
Rejectess,Lee Bracegirdle,User:Rejectess,1916,-1
Nea Geo,Talk:Chakra,User talk:Dchmelik/Chakras - number of petals,1924,-1
OrangeHerald,William Adams (sailor),User:OrangeHerald,1955,-1
OrangeHerald,User:OrangeHerald,Richard Leveson (admiral),1956,-1
OrangeHerald,William Adams (sailor),User talk:OrangeHerald,1962,-1
Vickie ronseru,Kinnaur district,User:Vickie ronseru,1966,-1
Syncmaster913n,User:Syncmaster913n,Bikram Yoga,1980,-1
Prof.Dr Talat Efendija,User:Talat Efendija,User:Prof.Dr Talat Efendija,1988,-1
TrishLevey,User:TrishLevey,User:TrishLevey,1993,-1
Dhanushkurosaki,User talk:Dhanushkurosaki,User talk:Omshivaprakash,2002,-1
Dhanushkurosaki,User talk:Omshivaprakash,User:Dhanushkurosaki,2003,-1
Yutost,Honda Accord,User talk:Yutost,2012,-1
Yutost,Honda Accord,User:Yutost,2015,-1
Geisst,List of Dual Survival episodes,User:Geisst,2019,-1
Edilbert.fernando,Talk:Sonia Gandhi,User talk:Edilbert.fernando,2032,-1
Edilbert.fernando,User talk:Edilbert.fernando,User:Edilbert.fernando,2033,-1
Edilbert.fernando,User:Edilbert.fernando,ReactOS,2034,-1
Theroyalnikunj,User:Theroyalnikunj,User:Theroyalnikunj,2037,-1
Theroyalnikunj,User talk:Theroyalnikunj,Wikipedia:Articles for creation/Redirects,2059,-1
HhhipBot,User talk:HhhipBot,User:HhhipBot/Sandbox,2064,-1
HhhipBot,User:HhhipBot/Physics pages/AMO,User:HhhipBot/Physics pages/Biographies,2070,-1
HhhipBot,User:HhhipBot/Physics candidates/Theory,User:HhhipBot/Cleanup listing/Physics/Sources,2086,-1
HhhipBot,User:HhhipBot/Cleanup listing/Physics/Unreferenced,User:HhhipBot/Cleanup listing/Biophysics,2135,-1
Ramkannanraj,User:Ramkannanraj,Pattiveeranpatti,2459,-1
Kew Gardens 613,User:Mtattrain,R14 (New York City Subway car),2590,2
Kew Gardens 613,R12 (New York City Subway car),User talk:Mysteryman557,2783,-1
Kew Gardens 613,Northern Boulevard (IND Queens Boulevard Line),User talk:Kew Gardens 613,2856,-1
Kew Gardens 613,User talk:Kew Gardens 613,7 (New York City Subway service),2857,2
Kew Gardens 613,List of New York City Subway stations in Queens,User:Kew Gardens 613,2888,-1
Kew Gardens 613,A (New York City Subway service),User talk:Doniago,2906,-1
TehBotol,User:TehBotol,List of Running Man: Monday Couple episodes,2992,-1
TehBotol,List of Running Man: Monday Couple episodes,Gravity Force,2993,5
BuahPukul,Tekpi,Wikipedia talk:Articles for deletion/Buah pukul,3011,-1
Pereslavtsev,Template:Politics of the European Union,User:Pereslavtsev,3019,-1
Mithridaties,User:Mithridaties,Anwar al-Awlaki,3029,-1
Mithridaties,Anwar al-Awlaki,User:Mithridaties,3030,-1
Alex Deibel,Landskrona,User:Alex Deibel/EditCounterOptIn.js,3149,-1
BinkyGee,Talk:Egon Schiele,User:BinkyGee,3193,-1
BinkyGee,User:BinkyGee,Talk:Red-eye gravy,3194,-1
Anonymous capybara,User:Anonymous capybara,Rising of the North,3203,-1
Pansh0,Real Madrid C.F.,User talk:Pansh0,3234,-1
Pansh0,User:Pansh0,César Santin,3236,-1
Quagmire5389,User:Quagmire5389,List of countries and dependencies by area,3252,-1
B82mo,User talk:Mrjohncummings/archive,"Kearney, Nebraska",3262,4
B82mo,Talk:Mexican tetra,User:B82mo,3271,-1
Vimleshchandra,List of longest bridges above water in India,User talk:Vimleshchandra,3293,-1
Vimleshchandra,User talk:Vimleshchandra,User:Vimleshchandra/CTM Over bridge (2 tier),3295,-1
Vimleshchandra,Wikipedia:Requests for undeletion,User:Vimleshchandra,3303,-1
Rupeshgupt89,User:Rupeshgupt89/sandbox,User:Rupeshgupt89,3332,-1
IacobusIosephus,User:IacobusIosephus,19th century,3334,-1
NorthBySouthBaranof,Grand Staircase-Escalante National Monument,User talk:NorthBySouthBaranof,3664,-1
NorthBySouthBaranof,Wikipedia:Deletion review/Log/2013 May 5,Mike Duffy,3767,4
NorthBySouthBaranof,Mendenhall Glacier,Wikipedia:Articles for deletion/The Big Green Egg,3788,-1
Up and in,Minister (Christianity),Wikipedia:Articles for deletion/Dominie,3971,-1
Up and in,Minister (Christianity),User talk:Cobulator,3986,-1
Up and in,User talk:Cobulator,User:Up and in,3987,-1
Eddiem626,User:Eddiem626,User talk:Falkirks,4001,-1
Thisisjames,Simon Bates,User:Thisisjames,4008,-1
Thisisjames,User:Thisisjames,User:Thisisjames/James Stokell,4009,-1
KnittingQueenKY,User:KnittingQueenKY,Vie Luxe International,4020,-1
Ecriloquence,Al-Ahbash,User talk:Ecriloquence,4027,-1
Ecriloquence,User talk:Ecriloquence,User talk:McKhan,4028,-1
Ecriloquence,User talk:McKhan,User:Ecriloquence,4031,-1
Adrianburbie,Salcombe Preparatory School,User:Adrianburbie,4037,-1
Adrianburbie,User:Adrianburbie,"Talk:Albert Bridge, London",4038,-1
Coignard,User:Coignard,User talk:Jamesx12345,4073,-1
Bella.show,User talk:Basalisk,Blu ray player software,4086,-1
Bella.show,Blu ray player software,User:Bella.show,4087,-1
Kazar Abdullah,User:Kazar Abdullah,User talk:Kazar Abdullah,4094,-1
Ivanajtarski992,User:Ivanajtarski992,User:Ivanajtarski992,4118,-1
JohnLambert1950,User talk:JohnLambert1950,Mervyn Peake,4149,-1
MAG HANNAN,User:MAG HANNAN,User:MAG HANNAN,4182,-1
Gajditom,Kecskemét Air Show,User:Gajditom,4192,-1
Elicemark,Urban heat island,User:Elicemark,4242,-1
Andreavictoria91,Emily Summers,User:Andreavictoria91,4485,-1
Andreavictoria91,Emily Summers,User talk:Anne Delong,4507,-1
Tinplated cardboard,Bicycle tires,Automobile batteries,4635,3
Tinplated cardboard,Automobile batteries,Planned obsolescence,4636,3
Tinplated cardboard,Planned obsolescence,User talk:Tinplated cardboard,4639,-1
Bellaseiko,User:Bellaseiko,User talk:Bellaseiko,4654,-1
