username1,pagetitle1,pagetitle2,counter,hop
Brentc3,User:Brentc3,Cosmos: A Spacetime Odyssey,6,-1
LifeIsSubtle,Mucahit Bilici,User:LifeIsSubtle,134,-1
Pans Labirynth,User:Pans Labirynth/Helmuth Ludwig,Helmuth Ludwig,149,1
CDK78,Count Bass D,User:CDK78,151,-1
CDK78,User:CDK78,Count Bass D,152,-1
Cardiffcityfan07,User:Cardiffcityfan07,Gary Lavery,164,-1
Ccie.cisco,User:Ccie.cisco,CCIE Certification,176,-1
Renupundir,Nigamananda Saraswati,User:Renupundir,197,-1
Renee Michelle Wenker,User:Renee Michelle Wenker,User:Renee Michelle Wenker,203,-1
Renee Michelle Wenker,User:Renee Michelle Wenker,Talk:Physical exercise,207,-1
Rioiscoming,User:Rioiscoming,User:Rioiscoming/sandbox,212,-1
Cooldj101,Grand Theft Auto,User:Cooldj101,219,-1
Imenam,User talk:Imenam/sandbox,User:Imenam/Well Bull ( Gav Chah),231,-1
Subbarjun,Chulla Chulli Boarding English Secondary School,User:Subbarjun/Nirmal rai,239,-1
Subbarjun,User:Subbarjun/Nirmal rai,Jordon Ibe,240,-1
Dmar91,User:Dmar91,Edge of Dark Water,287,-1
18phillipst,User:18phillipst,User:18phillipst/sandbox,391,-1
Worldbook1967,User:Worldbook1967,Republican Study Committee,406,-1
Worldbook1967,Republican Study Committee,User:Worldbook1967,407,-1
Worldbook1967,User:Worldbook1967,Atlantic City Jitney Association,409,-1
Worldbook1967,Atlantic City Jitney Association,The Wild Wild West Casino,410,1
Worldbook1967,The Wild Wild West Casino,Talk:Bally's Atlantic City,411,-1
Worldbook1967,Talk:The Wild Wild West Casino,David Grisman Quintet,414,5
Worldbook1967,Bally's Atlantic City,User talk:Manifestation,421,-1
Worldbook1967,User talk:Manifestation,Pocono Mountains,423,3
Worldbook1967,Pocono Mountains,User talk:70.44.67.163,428,-1
Worldbook1967,User talk:70.44.67.163,User talk:Accurizer,429,-1
BearingTechnology,Dover Corporation,User:BearingTechnology,501,-1
BearingTechnology,User:BearingTechnology,Waukesha Bearings Corporation,502,-1
BearingTechnology,Waukesha Bearings Corporation,Northcentral Technical College,505,5
BearingTechnology,Waukesha Bearings Corporation,Wikipedia:Articles for deletion/Waukesha Bearings Corporation,511,-1
Amable269,User:Amable269,User:Amable269 /Kevin Hicks,531,-1
JakeKaplow,User:JakeKaplow,Wikipedia:Articles for deletion/Alvin and the Chipmunks 4,565,-1
JakeKaplow,User:JakeKaplow,Tarucus kiki,571,-1
Words with hope,User:Words with hope,User:Words with hope/sandbox,588,-1
Words with hope,National Rural Livelihood Mission,NRLM,626,-1
Syed altaf.s,OneHope Wine,User:Syed altaf.s,748,-1
Syed altaf.s,User:Syed altaf.s,Social firm,749,-1
Verbaringeacutenue,Wikipedia:WikiProject Guild of Copy Editors/List of participants,Genetic genealogy,795,3
Junellene.sapinoso,Advent Vega,User:Junellene.sapinoso,814,-1
Sarah mahmoud16,User:Sarah mahmoud16,User:Sarah mahmoud16,832,-1
Rluellen,User:Rluellen,User:Bo Luellen,841,-1
Azizur Rahman John,User:Azizur Rahman John,User:Azizur Rahman John,845,-1
Azizur Rahman John,User:Azizur Rahman John,User talk:Azizur Rahman John,849,-1
Ylli-this,User:Ylli-this,User:Ylli-this/sandbox,858,-1
Biswasmit Lenka,Essar Shipping,User:Biswasmit Lenka,867,-1
Biswasmit Lenka,User:Biswasmit Lenka,User:Biswasmit Lenka/sandbox,868,-1
Arikra,User:Arikra,User talk:Arikra,874,-1
Gray621,User:Gray621,New Markets Tax Credit Program,902,-1
THEES1230,User talk:Librarystorylady,Michigan,913,-1
THEES1230,Michigan,User:THEES1230,914,-1
Mcleodm3,SIGDOC,User:Mcleodm3,935,-1
