username1,pagetitle1,pagetitle2,counter,hop
Asoka Kumarasiri,User:Tony1,Curuppumullage Jinarajadasa,6,4
Ruthuparna,User talk:Mathspro165845,User talk:Kudpung,36,-1
Vandulizewlklp3diaerticles,Punch-Out!! (NES),User talk:Vandulizewlklp3diaerticles,187,-1
덕성여자대학교,Beef,User talk:덕성여자대학교,291,-1
The sniffer of stuff,Doubloon,User:The sniffer of stuff,367,-1
Clairbear999,Free and open-source software,User talk:24.107.41.241,377,-1
Tommytrash14,Radical (mixtape),Domo Genesis,601,2
Jmarx722,Luciano Borsato,User talk:Jamesx12345,655,-1
Jmarx722,User talk:Jamesx12345,User talk:Jmarx722,658,-1
XdoomdragonX,Extraterrestrial life,User talk:XdoomdragonX,814,-1
Jerome2013,User:Jerome2013,Duck Dynasty,842,-1
Seashell Bay,Peugeot 2008,User talk:Seashell Bay,1077,-1
Priya jain1002001,Pappu,User talk:Priya jain1002001,1116,-1
Iloveakbar,Minnesota State University Moorhead,User talk:ElKevbo,1264,-1
Iloveakbar,User talk:ElKevbo,User talk:Iloveakbar,1270,-1
4thebird,User:4thebird,User talk:4thebird,1605,-1
4thebird,User talk:4thebird,User:4thebird,1609,-1
Joodiixo,Massad (musician),User talk:Barney the barney barney,1641,-1
Boss Around The World,Template:Mitsubishi Motors vehicles,Vipo,1710,5
Kamel86969,Cowra,User:Kamel86969,1746,-1
CA41319,William I Talvas,User talk:CA41319,1870,-1
Kayleehenderson1,"Flint, Michigan",User talk:TomCat4680,1891,-1
Maytlyn Anne Pfaff,User:Cherish rafters,User talk:Cherish rafters,1961,-1
NimrodSakiwat,Joint,User:NimrodSakiwat/sandbox,2005,-1
NimrodSakiwat,User:NimrodSakiwat/sandbox,Table of contents,2006,-1
CTank2000,Cat communication,User talk:CTank2000,2027,-1
Fufufufufufufufufuufufuf,Pausha,Wikipedia:Edit filter/False positives/Reports,2548,-1
Nutash Maria,Yaad,Classically Mild,2626,2
Laylsipops,User talk:Lugia2453,Marco Pierre White,2687,4
TheAlmightyVox,The Good Cook,User talk:TheAlmightyVox,2759,-1
Alagherii,MMM-2011,Sergei Mavrodi,2786,1
Alagherii,Sergei Mavrodi,User talk:AndyTheGrump,2787,-1
Salmaodesk,User talk:Salmaodesk,User:Salmaodesk,2969,-1
An0nym0us7r011,User talk:Mark Zuckerberg,User talk:An0nym0us7r011,3057,-1
Zahir379,Wikipedia:Tags,Portal:Biography/Selected picture/Day 6,3081,-1
Zahir379,Portal:Biography/Selected picture/Day 6,Portal:Biography/Selected article/August,3082,-1
Storm8181,User:Storm8181,No Name in the Street,3300,-1
Subject Omega,BioShock (series),Wikipedia talk:Articles for creation/Project Alpha & Omega (underwater cities),3386,-1
Subject Omega,Wikipedia talk:Articles for creation/Project Alpha & Omega (underwater cities),Blackfriars Priory School,3387,-1
Saucygoat123,Ed Miliband,User talk:Saucygoat123,3615,-1
Blahbeep230,Physical education,Wikipedia:Edit filter/False positives/Reports,3720,-1
Crazypotato99,User:Crazypotato99/sandbox,Andy Warhol,3722,-1
ZEJAYKAY,Death,User:ZEJAYKAY,3921,-1
ZEJAYKAY,User:ZEJAYKAY,Angry mob,3922,-1
Dee59,User:Dee59/sandbox,Wikipedia:WikiProject Google/to do,4033,-1
Dee59,Wikipedia:WikiProject Google/to do,JavaScript,4034,-1
Test777,42,User:Test777,4099,-1
Mayugamou316,User talk:Mayugamou316,User talk:Mayugamou316,4171,-1
TheWizardOfEditing,User talk:Richard New Forest,Snow Job (G.I. Joe),4337,5
TheWizardOfEditing,Princes in the Tower,File talk:UrbainPact2.jpg,4344,-1
TheWizardOfEditing,File talk:UrbainPact2.jpg,"John Wilmot, 2nd Earl of Rochester",4345,-1
Kudiz15,The N Channel,Hallmark Channel,4796,2
A06jk2,Wikipedia:Articles for deletion/United nations of catan,Wikipedia:Articles for deletion/Republic of catan,4937,-1
Bobsy345,Mesut Özil,User talk:JamesBWatson,4967,-1
Bobsy345,User talk:JamesBWatson,Justin Bieber,4968,3
Fredericko007,Taylor Swift,User talk:Fredericko007,5270,-1
Kapitop,Henryk Broder,User talk:Kapitop,5453,-1
AlloyGunner,Wikipedia:Edit filter/False positives/Reports,Gospel,5778,3
Rajashekar india3434,Kuchanpally,User:Rajashekar india3434,5797,-1
Rajashekar india3434,List of villages in Medak mandal,Bogada bhupatipur,5823,1
Rajashekar india3434,Tolkatta,Kummera,5838,3
Johncena898,Darth Vader,List of characters in Call of Duty: Black Ops,5854,3
Getnetabebe,User talk:Getnetabebe,User:Getnetabebe/sandbox,5919,-1
Getnetabebe,User:Getnetabebe/sandbox,User:Getnetabebe,5920,-1
Getnetabebe,User talk:Getnetabebe,Liolaemus zapallarensis,5924,-1
Morts623,Unbeautiful,User talk:Morts623,5973,-1
Morts623,User talk:Morts623,User talk:Fabrictramp,5974,-1
Morts623,User talk:Morts623,Miley Cyrus,5977,-1
Morts623,User talk:Morts623,Bittersweet World,5984,-1
Morts623,Bittersweet World,User talk:Herbythyme,5986,-1
Morts623,User talk:Morts623,Proactive Solution,5989,-1
Morts623,User talk:Morts623,User talk:Arbitrarily0,5991,-1
Morts623,User talk:Morts623,Lindsay Lohan,5995,-1
Morts623,Lindsay Lohan,User talk:Ward3001/Archive 3,5996,-1
Morts623,User talk:Ward3001/Archive 3,Wikipedia:Articles for deletion/How to Get Thicker Skin,5999,-1
Morts623,Wikipedia:Articles for deletion/How to Get Thicker Skin,Autobiography (Ashlee Simpson album),6000,-1
Morts623,User talk:Morts623,785 Records,6012,-1
Morts623,User talk:Morts623,Jordin Sparks (album),6032,-1
Morts623,User talk:Morts623,Kristinia DeBarge,6041,-1
Morts623,User talk:Morts623,User talk:DangerousPanda,6058,-1
Morts623,User talk:Morts623,User talk:Cathardic,6068,-1
Morts623,User talk:Morts623,Child actor,6070,-1
Morts623,User talk:Morts623,Talk:Main Page,6095,-1
Pwner716,Brain,User:Pwner716/sandbox,6105,-1
Pwner716,User:Pwner716/sandbox,Zacchaeus,6106,-1
Sharpnova,User:Sharpnova,User talk:Sharpnova,6125,-1
Sharpnova,User talk:Sharpnova,Wikipedia:Sandbox/Archive,6126,-1
