username1,pagetitle1,pagetitle2,counter,hop
Jamesneilander,User:Timtrent,User talk:Jamesneilander,167,-1
MooreNo1,User talk:SuperMarioMan,Trial of Michael Jackson,184,3
Katie katywaty,User:Katie katywaty,Catherine Parr,196,-1
Best girl ever,User:Best girl ever,User talk:Best girl ever,268,-1
Dr.XXXX,Lancaster Royal Grammar School,User talk:EvergreenFir,287,-1
Puremagic67,User talk:Escape Orbit,User talk:Puremagic67,515,-1
TheEvilRussian,Highland Park High School (Minnesota),User talk:TheEvilRussian,782,-1
TheEvilRussian,User:TheEvilRussian,"Highland Park, Saint Paul",784,-1
Playtime1208Kinz,User talk:Playtime1208Kinz,Template:Taxonomy/Laurasiatheria,924,-1
RealTimeLords1,Transformers: Age of Extinction,User talk:BBCGuy2,1168,-1
RealTimeLords1,User talk:BBCGuy2,GoldenEye,1169,5
RealTimeLords1,User talk:RealTimeLords1,User talk:SchroCat,1171,-1
RealTimeLords1,User talk:SchroCat,20th Century Fox,1172,4
RealTimeLords1,Doctor Who: Series 7 (soundtrack),User talk:Jedi94,1176,-1
RealTimeLords1,User talk:Jedi94,Paramount Pictures,1180,2
Joshbrownnn,Sunderland A.F.C.,User:Joshbrownnn/sandbox,1371,-1
Joshbrownnn,User:Joshbrownnn/sandbox,Andy Horton,1372,-1
사구ㅏ,User:사구ㅏ,Ramón Emeterio Betances,1490,-1
사구ㅏ,Doctor Who,User talk:사구ㅏ,1496,-1
Bountyhunter2001,Gideon Mantell,User talk:Bountyhunter2001,1672,-1
Marvinugorji,Portal talk:Biography/Intro,Portal:Contents/Indices/Intro,1830,-1
Marvinugorji,Portal:Contents/Portals/Intro,User talk:Marvinugorji,1835,-1
Xcmpunkx,New United States Football League,Akron Fire,1904,3
IHateLucyVanPeltSoDamnMuch,World's Largest Outdoor Cocktail Party,User talk:FuckingShitSince1980,2022,-1
Eatay Dik,Hobo spider,Pop punk,2053,4
Steve Keener,Lucien E. Forbes,Forbes Energy,2108,1
JimmyInSpacd,Mr Monkey's Banana Ride,"Willington, Kent",2384,5
Wikipoker007,Bembridge,User:Forteblast,2556,-1
ILuvWheat,User:ILuvWheat,Hulk,2559,-1
Archbishop of boxing,Sam Hutchinson,User talk:GiantSnowman,2576,-1
Ilovemylittlepony123321123,User talk:Ilovemylittlepony123321123,User talk:Ilovemylittlepony123321123,2636,-1
Skyrim man,User talk:Skyrim man,User:Skyrim man,2649,-1
